identifier,sku,category,brand,name,url,price,promo_start,promo_end
2761,5099206035720,Periféricos > Ratos/Teclados > Ratos > Com Fio,,Rato Logitech Corded M105 Preto (910-002943),https://www.pcdiga.com/2/8694/Rato-Logitech-Corded-M105-Preto-910-002943,12.9,2016-09-16,
2748,5099206029828,Periféricos > Ratos/Teclados > Conjuntos,,Teclado + Rato Logitech Wireless Combo MK220 (920-003158),https://www.pcdiga.com/2/7823/Teclado-Rato-Logitech-Wireless-Combo-MK220-920-003158,21.89,2016-09-16,
77,5600413200797,Periféricos > Ratos/Teclados > Ratos > Com Fio,,1Life Rato m:control 2000DPI Black (1IFEMCONTROL),https://www.pcdiga.com/2/78/1Life-Rato-m-control-2000DPI-Black-1IFEMCONTROL,5.9,2016-09-16,
1927,848354001294,Componentes > Memórias > DDR > Dimm,,Gskill DDR-400Mhz 1GB Single (F1-3200PHU1-1GBNT),https://www.pcdiga.com/2/3311/Gskill-DDR-400Mhz-1GB-Single-F1-3200PHU1-1GBNT,24.9,2016-09-16,
"Toshiba Satellite 15.6"" P50-C-11L Dourado(PSPTSE-00F004EP)",4051528199529,"Computadores > Portáteis > Ecrã 15.6""",,"Toshiba Satellite 15.6"" P50-C-11L Dourado(PSPTSE-00F004EP)",https://www.pcdiga.com/2/18661/Toshiba-Satellite-15-6-P50-C-11L-DouradoPSPTSE-00F004EP,799,,
"Toshiba Satellite 15.6"" L50-C-13V Preto (1PPSKWSE-01P00DEP)",4051528192650,"Computadores > Portáteis > Ecrã 15.6""",,"Toshiba Satellite 15.6"" L50-C-13V Preto (1PPSKWSE-01P00DEP)",https://www.pcdiga.com/2/18920/Toshiba-Satellite-15-6-L50-C-13V-Preto-1PPSKWSE-01P00DEP,839.91,,
"Toshiba Satellite 15.6"" C55-C-13U Preto (1PPSCPNE-00C00JEP)",4051528200355,"Computadores > Portáteis > Ecrã 15.6""",,"Toshiba Satellite 15.6"" C55-C-13U Preto (1PPSCPNE-00C00JEP)",https://www.pcdiga.com/2/18668/Toshiba-Satellite-15-6-C55-C-13U-Preto-1PPSCPNE-00C00JEP,649.9,,
"Toshiba Satellite 15.6"" C50D-B-14W (1PPSCN4E-03300KEP)",4051528209396,"Computadores > Portáteis > Ecrã 15.6""",,"Toshiba Satellite 15.6"" C50D-B-14W (1PPSCN4E-03300KEP)",https://www.pcdiga.com/2/18671/Toshiba-Satellite-15-6-C50D-B-14W-1PPSCN4E-03300KEP,419.9,,
"Portátil Lenovo G50-80 15.6"" (80E5035LPG)",889955433640,"Computadores > Portáteis > Ecrã 15.6""",,"Portátil Lenovo G50-80 15.6"" (80E5035LPG)",https://www.pcdiga.com/2/19145/Portatil-Lenovo-G50-80-15-6-80E5035LPG,599,,
"Portátil Asus 15.6"" X555LJ-5C92W1B (90NB08I2-M09010)",,"Computadores > Portáteis > Ecrã 15.6""",,"Portátil Asus 15.6"" X555LJ-5C92W1B (90NB08I2-M09010)",https://www.pcdiga.com/2/18200/Portatil-Asus-15-6-X555LJ-5C92W1B-90NB08I2-M09010,599,2016-09-16,
"Asus Portátil 15.6"" X555LD-5X582W",4712900107845,"Computadores > Portáteis > Ecrã 15.6""",,"Asus Portátil 15.6"" X555LD-5X582W",https://www.pcdiga.com/2/17918/Asus-Portatil-15-6-X555LD-5X582W,555,,
"Toshiba Satellite 15.6"" C50-B-17T (1PPSCMLE-06S003EP)",4051528179392,"Computadores > Portáteis > Ecrã 15.6""",,"Toshiba Satellite 15.6"" C50-B-17T (1PPSCMLE-06S003EP)",https://www.pcdiga.com/2/17905/Toshiba-Satellite-15-6-C50-B-17T-1PPSCMLE-06S003EP,375.3,,
"Toshiba Satellite 15.6"" L50D-B-193 (1PPSKULE-06V03TEP)",4051528182491,"Computadores > Portáteis > Ecrã 15.6""",,"Toshiba Satellite 15.6"" L50D-B-193 (1PPSKULE-06V03TEP)",https://www.pcdiga.com/2/17906/Toshiba-Satellite-15-6-L50D-B-193-1PPSKULE-06V03TEP,459.9,,
"Monitor LG UltraWide 21:9 29"" IPS FREESYNC (29UM67-P)",8806087217360,"Periféricos > Monitores > Ecrã mais 25""",,"Monitor LG UltraWide 21:9 29"" IPS FREESYNC (29UM67-P)",https://www.pcdiga.com/2/18641/Monitor-LG-UltraWide-21-9-29-IPS-FREESYNC-29UM67-P,329.9,,
Wacom Mesa Digitalizadora Intuos M (CTH-680S-S),4949268618908,Periféricos > Mesas Digitalizadoras,,Wacom Mesa Digitalizadora Intuos M (CTH-680S-S),https://www.pcdiga.com/2/17437/Wacom-Mesa-Digitalizadora-Intuos-M-CTH-680S-S,184.91,,
Wacom Touchpad Bamboo Pad Wireless Roxo (CTH-300U),4949268618335,Periféricos > Mesas Digitalizadoras,,Wacom Touchpad Bamboo Pad Wireless Roxo (CTH-300U),https://www.pcdiga.com/2/17441/Wacom-Touchpad-Bamboo-Pad-Wireless-Roxo-CTH-300U,49.9,,
Impressora Multifunções Samsung Laser WIFI (SL-M2070W),8806085760899,Periféricos > Impressoras > Laser,,Impressora Multifunções Samsung Laser WIFI (SL-M2070W),https://www.pcdiga.com/2/11869/Impressora-Multifuncoes-Samsung-Laser-WIFI-SL-M2070W,129.9,,
Impressora Epson WorkForce Portátil (WF-100W),8715946540313,Periféricos > Impressoras > Jacto Tinta,,Impressora Epson WorkForce Portátil (WF-100W),https://www.pcdiga.com/2/17166/Impressora-Epson-WorkForce-Portatil-WF-100W,256.9,,
"Toshiba Satellite Radius 11.6"" L10W-B-102 (PSKVUE-00200NEP)",4051528172492,"Computadores > Portáteis > Ecrã Menos 13""",,"Toshiba Satellite Radius 11.6"" L10W-B-102 (PSKVUE-00200NEP)",https://www.pcdiga.com/2/16242/Toshiba-Satellite-Radius-11-6-L10W-B-102-PSKVUE-00200NEP,499,,
DVD-RW Asus USB Slim Preta (SDRW-08D3S-U U/BLK/G/AS),4719543417379,Componentes > Drives Ópticas > Externas,,DVD-RW Asus USB Slim Preta (SDRW-08D3S-U U/BLK/G/AS),https://www.pcdiga.com/2/10149/DVD-RW-Asus-USB-Slim-Preta-SDRW-08D3S-U-U-BLK-G-AS,36.9,,
"Toshiba 2TB 3.5"" DT Desktop Series (PA4292E-1HL0)",4051528036992,"Armazenamento > Discos Internos > SATA > 3.5""",,"Toshiba 2TB 3.5"" DT Desktop Series (PA4292E-1HL0)",https://www.pcdiga.com/2/17856/Toshiba-2TB-3-5-DT-Desktop-Series-PA4292E-1HL0,75.9,,
"SSD Externo Samsung T1 2.5"" 250GB (MU-PS250B/EU)",8806086458719,"Armazenamento > Discos Externos > USB 2.5""",,"SSD Externo Samsung T1 2.5"" 250GB (MU-PS250B/EU)",https://www.pcdiga.com/2/16415/SSD-Externo-Samsung-T1-2-5-250GB-MU-PS250B-EU,119.9,,
"SSD Externo Samsung T1 2.5"" 1TB (MU-PS1T0B/EU)",8806086458733,"Armazenamento > Discos Externos > USB 2.5""",,"SSD Externo Samsung T1 2.5"" 1TB (MU-PS1T0B/EU)",https://www.pcdiga.com/2/16396/SSD-Externo-Samsung-T1-2-5-1TB-MU-PS1T0B-EU,269.9,,
"Disco Seagate Expansion 2TB 3.5"" USB 3.0 Preto (STEB2000200)",7636490063534,"Armazenamento > Discos Externos > USB 3.5""",,"Disco Seagate Expansion 2TB 3.5"" USB 3.0 Preto (STEB2000200)",https://www.pcdiga.com/2/18979/Disco-Seagate-Expansion-2TB-3-5-USB-3-0-Preto-STEB2000200,87.9,,
Coluna Logitech Mobile X100 Wireless Amarelo (984-000364),5099206050549,Periféricos > Audio > Colunas > 2.0,,Coluna Logitech Mobile X100 Wireless Amarelo (984-000364),https://www.pcdiga.com/2/14263/Coluna-Logitech-Mobile-X100-Wireless-Amarelo-984-000364,25.9,,
Caixa DeepCool Pangu SW Preta (DP-ATX-PGBKSW),6933412712374,Componentes > Caixas > ATX,,Caixa DeepCool Pangu SW Preta (DP-ATX-PGBKSW),https://www.pcdiga.com/2/17310/Caixa-DeepCool-Pangu-SW-Preta-DP-ATX-PGBKSW,74.89,,
Gráfica MSI R9 285 Gaming 2GB (912-V314-005) + Oferta,,Componentes > Placas Gráficas > PCI-E > ATI/AMD,,Gráfica MSI R9 285 Gaming 2GB (912-V314-005) + Oferta,https://www.pcdiga.com/2/15427/Grafica-MSI-R9-285-Gaming-2GB-912-V314-005-Oferta,209.9,,
Gráfica MSI R9 270X Gaming 2GB (R9 270X GAMING 2G) + Oferta,4719072313852,Componentes > Placas Gráficas > PCI-E > ATI/AMD,,Gráfica MSI R9 270X Gaming 2GB (R9 270X GAMING 2G) + Oferta,https://www.pcdiga.com/2/11988/Grafica-MSI-R9-270X-Gaming-2GB-R9-270X-GAMING-2G-Oferta,189.9,,
Gráfica MSI R7 360 2GD5 OC,4719072405366,Componentes > Placas Gráficas > PCI-E > ATI/AMD,,Gráfica MSI R7 360 2GD5 OC,https://www.pcdiga.com/2/17530/Grafica-MSI-R7-360-2GD5-OC,122.9,,
901,745883659678,Periféricos > UPS/Tomadas,,Belkin Tomada Protecção 4 Saídas c/2 Portas USB (BSV401vf2M),https://www.pcdiga.com/2/19464/Belkin-Tomada-Proteccao-4-Saidas-c-2-Portas-USB-BSV401vf2M,19.9,2016-09-16,
4988,885370429213,Periféricos > Ratos/Teclados > Teclados > Sem Fio,,Teclado Microsoft Bluetooth Wedge Mobile (U6R-00028),https://www.pcdiga.com/2/9220/Teclado-Microsoft-Bluetooth-Wedge-Mobile-U6R-00028,65.9,2016-09-16,
Sleeve Lenovo p/ Yoga 3 Pro Preto (GX40G80329),888965102218,Computadores > Portáteis > Acessórios > Bolsas,,Sleeve Lenovo p/ Yoga 3 Pro Preto (GX40G80329),https://www.pcdiga.com/2/18886/Sleeve-Lenovo-p-Yoga-3-Pro-Preto-GX40G80329,29.99,,
"Capa Lenovo Yoga 500 14"" Sleeve Preta (1PGX40H71970)",889233871102,Computadores > Portáteis > Acessórios > Bolsas,,"Capa Lenovo Yoga 500 14"" Sleeve Preta (1PGX40H71970)",https://www.pcdiga.com/2/18488/Capa-Lenovo-Yoga-500-14-Sleeve-Preta-1PGX40H71970,29.99,,
1040,85854225014,Computadores > Portáteis > Acessórios > Malas,,"Mala Case Logic 17.3"" Preto (ANC317)",https://www.pcdiga.com/2/13175/Mala-Case-Logic-17-3-Preto-ANC317,35.01,2016-09-16,
Hub Trust 4 portas USB 3.0 - 19909,,Periféricos > Outros,,Hub Trust 4 portas USB 3.0 - 19909,https://www.pcdiga.com/2/16019/Hub-Trust-4-portas-USB-3-0-19909,25.5,,
2861,889842010633,Computadores > Portáteis > Surface,,Capa Teclado Microsoft Surface Pro 4 Azul (QC7-00054),https://www.pcdiga.com/2/19349/Capa-Teclado-Microsoft-Surface-Pro-4-Azul-QC7-00054,129,2016-09-16,
Capa Teclado Microsoft Surface Pro 3 Preta (RF2-00057),885370761719,Computadores > Portáteis > Surface,,Capa Teclado Microsoft Surface Pro 3 Preta (RF2-00057),https://www.pcdiga.com/2/16855/Capa-Teclado-Microsoft-Surface-Pro-3-Preta-RF2-00057,119,,
Capa Teclado Microsoft Surface Pro 3 Vermelha (RF2-00060),885370761740,Computadores > Portáteis > Surface,,Capa Teclado Microsoft Surface Pro 3 Vermelha (RF2-00060),https://www.pcdiga.com/2/17519/Capa-Teclado-Microsoft-Surface-Pro-3-Vermelha-RF2-00060,89.9,,
Apple iPad Pro Wi-Fi 32GB Space Grey (ML0F2TY/A),888462515795,Tablets > IOS,,Apple iPad Pro Wi-Fi 32GB Space Grey (ML0F2TY/A),https://www.pcdiga.com/2/19314/Apple-iPad-Pro-Wi-Fi-32GB-Space-Grey-ML0F2TY-A,938.99,,
SSD Kingston HyperX Savage 480GB (SHSS37A/480G),,"Armazenamento > Discos Internos > SSD > 2.5""",,SSD Kingston HyperX Savage 480GB (SHSS37A/480G),https://www.pcdiga.com/2/16932/SSD-Kingston-HyperX-Savage-480GB-SHSS37A-480G,179.9,,
Disco Seagate NAS 4TB SATA III 64MB (ST4000VN000),,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Seagate NAS 4TB SATA III 64MB (ST4000VN000),https://www.pcdiga.com/2/16692/Disco-Seagate-NAS-4TB-SATA-III-64MB-ST4000VN000,143.9,2016-09-16,
4754,wd3200lpvx,"Armazenamento > Discos Internos > SATA > 2.5""",,"Disco Western Digital Blue 2.5"" SATA III 320GB (WD3200LPVX)",https://www.pcdiga.com/2/11144/Disco-Western-Digital-Blue-2-5-SATA-III-320GB-WD3200LPVX,49.9,2016-09-16,
4795,718037825427,"Armazenamento > Discos Externos > USB 2.5""",,"WD Passport Ultra 2.5"" 1TB USB 3.0 Branco (WDBGPU0010BWT-05)",https://www.pcdiga.com/2/18084/WD-Passport-Ultra-2-5-1TB-USB-3-0-Branco-WDBGPU0010BWT-05,75.9,2016-09-16,
4629,8713439189308,Tablets > Capas / Bolsas,,"Bolsa Soft Sleeve p/Tablet 7"" Preta (18930)",https://www.pcdiga.com/2/18797/Bolsa-Soft-Sleeve-p-Tablet-7-Preta-18930,7.9,2016-09-16,
2307,740617232479,"Armazenamento > Discos Internos > SSD > 2.5""",,SSD Kingston HyperX Fury 240GB (SHFS37A/240G),https://www.pcdiga.com/2/14057/SSD-Kingston-HyperX-Fury-240GB-SHFS37A-240G,78.9,2016-09-16,
2313,740617239812,"Armazenamento > Discos Internos > SSD > 2.5""",,SSD Kingston HyperX Savage 120GB (SHSS37A/120G),https://www.pcdiga.com/2/16930/SSD-Kingston-HyperX-Savage-120GB-SHSS37A-120G,66.9,2016-09-16,
2306,740617232455,"Armazenamento > Discos Internos > SSD > 2.5""",,SSD Kingston HyperX Fury 120GB (SHFS37A/120G),https://www.pcdiga.com/2/14056/SSD-Kingston-HyperX-Fury-120GB-SHFS37A-120G,52.9,2016-09-16,
4760,718037812113,"Armazenamento > Discos Externos > USB 3.5""",,"WD MyBook 3.5"" 4TB USB 3.0 (WDBFJK0040HBK-EESN)",https://www.pcdiga.com/2/12140/WD-MyBook-3-5-4TB-USB-3-0-WDBFJK0040HBK-EESN,159.9,2016-09-16,
4780,,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Black 4TB SATA III 64MB (WD4003FZEX),https://www.pcdiga.com/2/15997/Disco-Western-Digital-Black-4TB-SATA-III-64MB-WD4003FZEX,236,2016-09-16,
4759,wd40efrx,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Red 4TB SATA III 64MB (WD40EFRX),https://www.pcdiga.com/2/11608/Disco-Western-Digital-Red-4TB-SATA-III-64MB-WD40EFRX,175.9,2016-09-16,
4776,,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Purple 4TB SATA III 64MB (WD40PURX),https://www.pcdiga.com/2/14741/Disco-Western-Digital-Purple-4TB-SATA-III-64MB-WD40PURX,164.91,2016-09-16,
4781,,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Black 3TB SATA III 64MB (WD3003FZEX),https://www.pcdiga.com/2/16402/Disco-Western-Digital-Black-3TB-SATA-III-64MB-WD3003FZEX,189.8,2016-09-16,
4747,wd30efrx,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Red 3TB SATA III 64MB (WD30EFRX),https://www.pcdiga.com/2/8472/Disco-Western-Digital-Red-3TB-SATA-III-64MB-WD30EFRX,126.9,2016-09-16,
4764,wd2003fzex,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Black 2TB SATA III 64MB (WD2003FZEX),https://www.pcdiga.com/2/12444/Disco-Western-Digital-Black-2TB-SATA-III-64MB-WD2003FZEX,159.9,2016-09-16,
4775,wd30purx,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Purple 3TB SATA III 64MB (WD30PURX),https://www.pcdiga.com/2/14740/Disco-Western-Digital-Purple-3TB-SATA-III-64MB-WD30PURX,115.9,2016-09-16,
4746,wd20efrx,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Red 2TB SATA III 64MB (WD20EFRX),https://www.pcdiga.com/2/8471/Disco-Western-Digital-Red-2TB-SATA-III-64MB-WD20EFRX,99.9,2016-09-16,
4745,wd10efrx,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Red 1TB SATA III 64MB (WD10EFRX),https://www.pcdiga.com/2/8470/Disco-Western-Digital-Red-1TB-SATA-III-64MB-WD10EFRX,71.91,2016-09-16,
4773,wd20purx-64p6zy,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Purple 2TB SATA III 64MB (WD20PURX),https://www.pcdiga.com/2/14720/Disco-Western-Digital-Purple-2TB-SATA-III-64MB-WD20PURX,91.91,2016-09-16,
4774,wd10purx,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Purple 1TB SATA III 64MB (WD10PURX),https://www.pcdiga.com/2/14739/Disco-Western-Digital-Purple-1TB-SATA-III-64MB-WD10PURX,64.89,2016-09-16,
4765,wd1003fzex,"Armazenamento > Discos Internos > SATA > 3.5""",,Disco Western Digital Black 1TB SATA III 64MB (WD1003FZEX),https://www.pcdiga.com/2/12456/Disco-Western-Digital-Black-1TB-SATA-III-64MB-WD1003FZEX,87,2016-09-16,
4755,wd7500bpvx,"Armazenamento > Discos Internos > SATA > 2.5""",,"Disco Western Digital Blue 2.5"" SATA III 750GB (WD7500BPVX)",https://www.pcdiga.com/2/11184/Disco-Western-Digital-Blue-2-5-SATA-III-750GB-WD7500BPVX,59.9,2016-09-16,
4801,,"Armazenamento > Discos Internos > SATA > 2.5""",,"Disco Western Digital Blue 2.5"" 500GB SATA III (WD5000LPCX)",https://www.pcdiga.com/2/19046/Disco-Western-Digital-Blue-2-5-500GB-SATA-III-WD5000LPCX,51.91,2016-09-16,
"Disco Western Digital Blue 2.5"" 500GB SATA III (WD5000LPVX)",,"Armazenamento > Discos Internos > SATA > 2.5""",,"Disco Western Digital Blue 2.5"" 500GB SATA III (WD5000LPVX)",https://www.pcdiga.com/2/10878/Disco-Western-Digital-Blue-2-5-500GB-SATA-III-WD5000LPVX,52.9,,
4806,,"Armazenamento > Discos Internos > SATA > 2.5""",,"Disco Western Digital Blue 2.5"" 750GB SATA III (WD7500LPCX)",https://www.pcdiga.com/2/19137/Disco-Western-Digital-Blue-2-5-750GB-SATA-III-WD7500LPCX,85.9,2016-09-16,
4751,wd10jpvx,"Armazenamento > Discos Internos > SATA > 2.5""",,"Disco Western Digital Blue 2.5"" SATA III 1TB (WD10JPVX)",https://www.pcdiga.com/2/10739/Disco-Western-Digital-Blue-2-5-SATA-III-1TB-WD10JPVX,72.9,2016-09-16,
"Western Digital Elements 3.5"" 5TB USB3.0 (WDBWLG0050HBK-EES)",718037830155,"Armazenamento > Discos Externos > USB 3.5""",,"Western Digital Elements 3.5"" 5TB USB3.0 (WDBWLG0050HBK-EES)",https://www.pcdiga.com/2/18002/Western-Digital-Elements-3-5-5TB-USB3-0-WDBWLG0050HBK-EES,155.9,,
4793,718037838083,"Armazenamento > Discos Externos > USB 2.5""",,"WD Passport Ultra 2.5"" 3TB USB 3.0 Fúcsia (WDBBKD0030BBY-05)",https://www.pcdiga.com/2/18082/WD-Passport-Ultra-2-5-3TB-USB-3-0-Fucsia-WDBBKD0030BBY-05,149.9,2016-09-16,
4796,718037838243,"Armazenamento > Discos Externos > USB 2.5""",,"WD Passport Ultra 2.5"" 3TB USB 3.0 Azul (WDBBKD0030BBL-05)",https://www.pcdiga.com/2/18146/WD-Passport-Ultra-2-5-3TB-USB-3-0-Azul-WDBBKD0030BBL-05,149.9,2016-09-16,
4799,718037838311,"Armazenamento > Discos Externos > USB 2.5""",,"WD Passport Ultra 2.5"" 3TB USB 3.0 Branco (WDBBKD0030BWT-05)",https://www.pcdiga.com/2/18528/WD-Passport-Ultra-2-5-3TB-USB-3-0-Branco-WDBBKD0030BWT-05,149.9,2016-09-16,
4797,718037838182,"Armazenamento > Discos Externos > USB 2.5""",,"WD Passport Ultra 2.5"" 3TB USB 3.0 Preto (WDBBKD0030BBK-05)",https://www.pcdiga.com/2/18147/WD-Passport-Ultra-2-5-3TB-USB-3-0-Preto-WDBBKD0030BBK-05,149.9,2016-09-16,
"WD Passport Ultra 2.5"" 2TB USB 3.0 Fúcsia (WDBBKD0020BBY-05)",718037833248,"Armazenamento > Discos Externos > USB 2.5""",,"WD Passport Ultra 2.5"" 2TB USB 3.0 Fúcsia (WDBBKD0020BBY-05)",https://www.pcdiga.com/2/17933/WD-Passport-Ultra-2-5-2TB-USB-3-0-Fucsia-WDBBKD0020BBY-05,99.9,,
4790,718037825007,"Armazenamento > Discos Externos > USB 2.5""",,"WD Passport Ultra 2.5"" 2TB USB 3.0 Preto (WDBBKD0020BBK-05)",https://www.pcdiga.com/2/17932/WD-Passport-Ultra-2-5-2TB-USB-3-0-Preto-WDBBKD0020BBK-05,105.9,2016-09-16,
4794,718037825595,"Armazenamento > Discos Externos > USB 2.5""",,"WD Passport Ultra 2.5"" 2TB USB 3.0 Branco (WDBBKD0020BWT-05)",https://www.pcdiga.com/2/18083/WD-Passport-Ultra-2-5-2TB-USB-3-0-Branco-WDBBKD0020BWT-05,105.9,2016-09-16,
"WD Passport Ultra 2.5"" 2TB USB 3.0 Preto (WDBMWV0020BBK)",718037807010,"Armazenamento > Discos Externos > USB 2.5""",,"WD Passport Ultra 2.5"" 2TB USB 3.0 Preto (WDBMWV0020BBK)",https://www.pcdiga.com/2/11886/WD-Passport-Ultra-2-5-2TB-USB-3-0-Preto-WDBMWV0020BBK,99.9,,
4697,23942437154,Consumíveis > Blu-Ray,,Verbatim Blu-Ray BD-R 25GB 6x c/caixa Pack 5 (43715),https://www.pcdiga.com/2/15835/Verbatim-Blu-Ray-BD-R-25GB-6x-c-caixa-Pack-5-43715,7.9,2016-09-16,
4696,23942437420,Consumíveis > Blu-Ray,,Verbatim Blu-Ray BD-R 25GB 6x Pack 10 (43742),https://www.pcdiga.com/2/15816/Verbatim-Blu-Ray-BD-R-25GB-6x-Pack-10-43742,16.9,2016-09-16,
1564,790069407307,Redes / Comunicação > Vigilância,,D-Link Sensor de Movimento Wi-Fi (DCH-S150),https://www.pcdiga.com/2/16574/D-Link-Sensor-de-Movimento-Wi-Fi-DCH-S150,29.9,2016-09-16,
Coluna Smarters Bluetooth Branca (SM935),,Periféricos > Audio > Colunas > 2.0,,Coluna Smarters Bluetooth Branca (SM935),https://www.pcdiga.com/2/18807/Coluna-Smarters-Bluetooth-Branca-SM935,14.9,2016-09-16,
Carregador Microsoft 36W p/ Surface Pro 3 (RE2-00006),885370760101,Computadores > Portáteis > Surface,,Carregador Microsoft 36W p/ Surface Pro 3 (RE2-00006),https://www.pcdiga.com/2/18047/Carregador-Microsoft-36W-p-Surface-Pro-3-RE2-00006,79.9,,
Capa Teclado Microsoft Surface 3 Preta (GV7-00041),885370893625,Computadores > Portáteis > Surface,,Capa Teclado Microsoft Surface 3 Preta (GV7-00041),https://www.pcdiga.com/2/18291/Capa-Teclado-Microsoft-Surface-3-Preta-GV7-00041,129.9,,
1560,790069410499,Redes / Comunicação > Vigilância,,D-Link Câmara Vigilância EyeOn Baby Wireless N (DCS-855L),https://www.pcdiga.com/2/19484/D-Link-Camara-Vigilancia-EyeOn-Baby-Wireless-N-DCS-855L,159.9,2016-09-16,
1557,790069397493,Redes / Comunicação > Vigilância,,D-Link Câmara Vigilância EyeOn Baby Wireless N (DCS-825L),https://www.pcdiga.com/2/13130/D-Link-Camara-Vigilancia-EyeOn-Baby-Wireless-N-DCS-825L,95.01,2016-09-16,
1555,790069355349,Redes / Comunicação > Vigilância,,D-Link Câmara Vigilância Day/Night Wireless N (DCS-932L),https://www.pcdiga.com/2/2728/D-Link-Camara-Vigilancia-Day-Night-Wireless-N-DCS-932L,58.9,2016-09-16,
1556,790069355325,Redes / Comunicação > Vigilância,,D-Link Câmara Vigilância Home Wireless N (DCS-930L),https://www.pcdiga.com/2/2729/D-Link-Camara-Vigilancia-Home-Wireless-N-DCS-930L,37.9,2016-09-16,
4701,23942436669,Consumíveis > DVDs,,Verbatim DVD+R DL 8.5GB 8X Pack 10 (43666),https://www.pcdiga.com/2/7330/Verbatim-DVDR-DL-8-5GB-8X-Pack-10-43666,15.9,2016-09-16,
Verbatim CD-R 700MB 52X Pack 25 (43432),,Consumíveis > CDs,,Verbatim CD-R 700MB 52X Pack 25 (43432),https://www.pcdiga.com/2/15836/Verbatim-CD-R-700MB-52X-Pack-25-43432,9.9,,
4699,23942434375,Consumíveis > CDs,,Verbatim CD-R 700MB 52X Pack 10 (43437),https://www.pcdiga.com/2/7321/Verbatim-CD-R-700MB-52X-Pack-10-43437,4.9,2016-09-16,
Apple iPad Pro Wi-Fi+Cellular 128GB Space Grey (ML2I2TY/A),888462531993,Tablets > IOS,,Apple iPad Pro Wi-Fi+Cellular 128GB Space Grey (ML2I2TY/A),https://www.pcdiga.com/2/19317/Apple-iPad-Pro-Wi-FiCellular-128GB-Space-Grey-ML2I2TY-A,1269,,
Apple iPad Pro Wi-Fi+Cellular 128GB Dourado (ML2K2TY/A),888462533478,Tablets > IOS,,Apple iPad Pro Wi-Fi+Cellular 128GB Dourado (ML2K2TY/A),https://www.pcdiga.com/2/19318/Apple-iPad-Pro-Wi-FiCellular-128GB-Dourado-ML2K2TY-A,1269,,
Apple iPad Pro Wi-Fi 128GB Prateado (ML0Q2TY/A),888462521697,Tablets > IOS,,Apple iPad Pro Wi-Fi 128GB Prateado (ML0Q2TY/A),https://www.pcdiga.com/2/19316/Apple-iPad-Pro-Wi-Fi-128GB-Prateado-ML0Q2TY-A,1119,,
Apple 12W USB Power Adapter (MD836ZM/A),885909651603,Tablets > Acessórios,,Apple 12W USB Power Adapter (MD836ZM/A),https://www.pcdiga.com/2/10380/Apple-12W-USB-Power-Adapter-MD836ZM-A,9.9,,
Wacom Bamboo Pen Digital Stylus Solo Cinza (CS-160),4949268619127,SmartPhones > Acessórios,,Wacom Bamboo Pen Digital Stylus Solo Cinza (CS-160),https://www.pcdiga.com/2/17448/Wacom-Bamboo-Pen-Digital-Stylus-Solo-Cinza-CS-160,12.9,2016-09-16,
Wacom Stylus Bamboo Mini Branco (CS-120W),4949268617901,Tablets > Acessórios,,Wacom Stylus Bamboo Mini Branco (CS-120W),https://www.pcdiga.com/2/17466/Wacom-Stylus-Bamboo-Mini-Branco-CS-120W,9.59,,
Wacom Bamboo Pen Digital Stylus Alpha White (CS-130W),4949268618410,Tablets > Acessórios,,Wacom Bamboo Pen Digital Stylus Alpha White (CS-130W),https://www.pcdiga.com/2/17446/Wacom-Bamboo-Pen-Digital-Stylus-Alpha-White-CS-130W,14.5,,
Book Cover p/ Samsung Tab S2 9.7 Preta (EF-BT810PBEGWW),8806086831185,Tablets > Capas / Bolsas,,Book Cover p/ Samsung Tab S2 9.7 Preta (EF-BT810PBEGWW),https://www.pcdiga.com/2/18547/Book-Cover-p-Samsung-Tab-S2-9-7-Preta-EF-BT810PBEGWW,39.9,,
62,5600413201145,"Armazenamento > Caixas Externas > SATA 2.5""",,"1Life hd:book 2.5"" HDD/SSD Sata USB3.0 Azul (1LIFEHDBOOKBL)",https://www.pcdiga.com/2/9157/1Life-hd-book-2-5-HDD-SSD-Sata-USB3-0-Azul-1LIFEHDBOOKBL,11.89,2016-09-16,
"Portátil Lenovo Yoga 3 14"" (80JH00FAPG)",889800623318,"Computadores > Portáteis > Ecrã 14""",,"Portátil Lenovo Yoga 3 14"" (80JH00FAPG)",https://www.pcdiga.com/2/18059/Portatil-Lenovo-Yoga-3-14-80JH00FAPG,999.01,,
