Product No.,Item no,Item Description English, Local Launch, Local          Exit,Product Category,Theme,RRP price DKK,RRP price SEK
10500,6024818,Horse Stable,01/01/2013,31/12/2015,Standard Retail,DUPLO Town,249.95,349
10504,6024821,My First Circus,01/01/2013,31/12/2014,Standard Retail,DUPLO Town,,
10505,6024823,Play House,01/01/2013,31/12/2016,Standard Retail,DUPLO Town,549,699
10550,6024824,Circus Transport,01/01/2013,31/12/2014,Standard Retail,DUPLO Town,,
10561,6024836,Toddler Starter Building Set,01/01/2013,31/12/2014,Standard Retail,DUPLO My First,,
10512,6024838,Jake's Treasure Hunt,01/06/2013,31/12/2014,Standard Retail,DUPLO Jake,,
10513,6024854,Never Land Hideout,01/06/2013,31/12/2014,Standard Retail,DUPLO Jake,,
10514,6024857,Jake's Pirate Ship Bucky,01/06/2013,31/12/2015,Standard Retail,DUPLO Jake,449,599
10509,6024860,Dusty and Chug,01/08/2013,31/12/2014,Standard Retail,DUPLO Planes TM,,
10510,6024864,Ripslinger's Air Race,01/08/2013,31/12/2015,Standard Retail,DUPLO Planes TM,249.95,349
10511,6024868,Skipper's Flight School,01/08/2013,31/12/2014,Standard Retail,DUPLO Planes TM,,
10515,6024870,Ariel's Undersea Castle,01/01/2013,31/12/2014,Standard Retail,DUPLO Princess TM,,
60019,6024965,Stunt Plane,01/08/2013,31/12/2014,Standard Retail,City Airport,,
60020,6024971,Cargo Truck,01/08/2013,31/12/2014,Standard Retail,City Airport,,
60021,6024976,Cargo Heliplane,01/08/2013,31/12/2014,Standard Retail,City Airport,,
60022,6024977,Cargo Terminal,01/08/2013,31/12/2014,Standard Retail,City Airport,,
60011,6024980,Surfer Rescue,01/06/2013,31/12/2014,Standard Retail,City Coast Guard,,
60012,6024982,4x4 & Diving Boat,01/06/2013,31/07/2015,Standard Retail,City Coast Guard,129.95,149
60014,6024986,Coast Guard Patrol,01/06/2013,31/12/2014,Standard Retail,City Coast Guard,,
60023,6024997,LEGO® City Starter Set,01/06/2013,31/12/2014,Standard Retail,City Town,,
60025,6025046,Grand Prix Truck,01/06/2013,31/12/2014,Standard Retail,City Great Vehicles,,
42006,6025047,Excavator,01/01/2013,31/12/2014,Standard Retail,Technic,,
75022,6025072,Mandalorian™ Speeder,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75021,6025074,Republic Gunship™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75020,6025080,Jabba's Sail Barge™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75019,6025082,AT-TE™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75018,6025084,Jek-14's ™ Stealth Starfighter,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75017,6025086,Duel on Geonosis™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75016,6025088,Homing Spider Droid™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75015,6025090,Corporate Alliance Tank Droid™,01/06/2013,31/12/2014,Standard Retail,Star Wars TM,,
75013,6025094,Umbaran MHC™ (Mobile Heavy Cannon),01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75012,6025096,BARC Speeder™ with Sidecar,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75005,6025098,Rancor™ Pit,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75004,6025100,Z-95 Headhunter™,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75003,6025102,A-wing Starfighter™,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75002,6025104,AT-RT™,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75001,6025106,Republic Troopers™ vs Sith™ Troopers,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
75000,6025108,Clone Troopers™ vs. Droidekas™,01/01/2013,31/12/2014,Standard Retail,Star Wars TM,,
70205,6025163,CHI Razar,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
70204,6025169,CHI Worriz,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
70203,6025171,CHI Cragger,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
70202,6025174,CHI Gorzan,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
70201,6025179,CHI Eris,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
70200,6025184,CHI Laval,01/06/2013,31/05/2014,Standard Retail,LOC Constraction,,
79005,6025200,The Wizard Battle,01/06/2013,31/12/2014,Standard Retail,LofTR and Hobbit,,
79006,6025202,The Council of Elrond,01/06/2013,30/04/2014,Standard Retail,LofTR and Hobbit,,
79007,6025204,Battle at the Black Gate,01/06/2013,30/04/2014,Standard Retail,LofTR and Hobbit,,
79008,6025206,Pirate Ship Ambush,01/06/2013,30/04/2014,Standard Retail,LofTR and Hobbit,,
42007,6025212,Moto Cross Bike,01/01/2013,31/12/2014,Standard Retail,Technic,,
42008,6025214,Service Truck,01/08/2013,31/12/2015,Standard Retail,Technic,999,1299
42009,6025221,Mobile Crane MK II,01/08/2013,31/12/2015,Standard Retail,Technic,1599,2199
42010,6025225,Off-road Racer,01/01/2013,31/12/2014,Standard Retail,Technic,,
42011,6025228,Race Car,01/01/2013,31/12/2014,Standard Retail,Technic,,
31313,6029281,LEGO® MINDSTORMS® EV3,01/09/2013,31/12/2016,Standard Retail,MINDSTORMS,2999,3999
10519,6033094,Garbage Truck,01/01/2013,31/12/2014,Standard Retail,DUPLO Town,,
10520,6033097,Big Front Loader,01/01/2013,31/12/2014,Standard Retail,DUPLO Town,,
76008,6043504,Iron Man™ vs. The Mandarin™: Ultimate Sh,01/06/2013,30/04/2014,Standard Retail,Super Heroes,,
76009,6043541,Superman™: Black Zero Escape,01/06/2013,30/04/2014,Standard Retail,Super Heroes,,
79011,6052798,Dol Guldur Ambush,15/12/2013,31/12/2015,Standard Retail,LofTR and Hobbit,,
79012,6052800,Mirkwood™ Elf Army,15/12/2013,31/12/2015,Standard Retail,LofTR and Hobbit,349,449
79013,6052803,Lake-town Chase,15/12/2013,31/12/2015,Standard Retail,LofTR and Hobbit,,
79014,6052805,Dol Guldur Battle,15/12/2013,31/12/2015,Standard Retail,LofTR and Hobbit,749,899
60053,6056695,Race Car,01/03/2014,31/12/2015,Standard Retail,City Great Vehicles,99.95,99
60054,6056697,Light Repair Truck,01/03/2014,31/12/2014,Standard Retail,City Great Vehicles,99.95,99
60055,6056699,Monster Truck,01/03/2014,31/12/2015,Standard Retail,City Great Vehicles,99.95,99
60056,6056701,Tow Truck,01/03/2014,31/12/2014,Standard Retail,City Great Vehicles,179.95,249
44015,6058903,EVO Walker,01/03/2014,31/07/2014,Standard Retail,Hero Factory,79.95,99
44016,6058906,JAW Beast vs. STORMER,01/03/2014,31/07/2014,Standard Retail,Hero Factory,79.95,99
44017,6058909,STORMER Freeze Machine,01/03/2014,31/07/2014,Standard Retail,Hero Factory,129.95,179
44018,6058913,FURNO Jet Machine,01/03/2014,31/07/2014,Standard Retail,Hero Factory,129.95,179
44019,6058916,ROCKA Stealth Machine,01/03/2014,31/07/2014,Standard Retail,Hero Factory,129.95,179
44020,6058920,FLYER Beast vs. BREEZ,01/03/2014,31/07/2014,Standard Retail,Hero Factory,129.95,179
44021,6058988,SPLITTER Beast vs. FURNO & EVO,01/03/2014,31/07/2014,Standard Retail,Hero Factory,179.95,249
44022,6058991,EVO XL Machine,01/03/2014,31/07/2014,Standard Retail,Hero Factory,229.95,299
60041,6059001,Crook Pursuit,01/01/2014,31/12/2016,Standard Retail,City Police,49.95,59
60042,6059004,High Speed Police Chase,01/01/2014,31/12/2016,Standard Retail,City Police,129.95,149
60043,6059007,Prisoner Transporter,01/01/2014,31/12/2016,Standard Retail,City Police,179.95,249
60044,6059034,Mobile Police Unit,01/01/2014,31/12/2016,Standard Retail,City Police,249.95,349
60045,6059042,Police Patrol,01/01/2014,31/12/2014,Standard Retail,City Police,349,499
60046,6059046,Helicopter Surveillance,01/01/2014,31/12/2016,Standard Retail,City Police,549,699
60047,6059048,Police Station,01/01/2014,31/12/2016,Standard Retail,City Police,899,1199
10566,6059051,Creative Picnic,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,249.95,349
10567,6059058,Toddler Build and Boat Fun,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,149.95,199
60057,6059059,Camper Van,01/03/2014,31/12/2015,Standard Retail,City Great Vehicles,179.95,249
60058,6059062,SUV with Watercraft,01/03/2014,31/12/2014,Standard Retail,City Great Vehicles,179.95,249
60059,6059064,Logging Truck,01/03/2014,31/12/2014,Standard Retail,City Great Vehicles,179.95,249
10570,6059067,LEGO® DUPLO® All-in-One-Gift-Set,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,149.95,199
10571,6059070,LEGO® DUPLO® All-in-One-Pink-Box-of-Fun,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,249.95,349
10572,6059072,LEGO® DUPLO® All-in-One-Box-of-Fun,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,249.95,349
71004,6059136,LEGO® Minifigures - The LEGO Movie Serie,01/01/2014,31/12/2014,Standard Retail,LEGO Minifigures,19.95,25
60060,6059138,Auto Transporter,01/03/2014,31/12/2015,Standard Retail,City Great Vehicles,249.95,349
60061,6059141,Airport Fire Truck,01/03/2014,31/12/2014,Standard Retail,City Great Vehicles,249.95,349
41026,6059293,Sunshine Harvest,01/01/2014,31/12/2015,Standard Retail,LEGO Friends,179.95,249
41027,6059295,Mia's Lemonade Stand,01/01/2014,31/12/2014,Standard Retail,LEGO Friends,99.95,129
41028,6059297,Emma's Lifeguard Post,01/01/2014,31/12/2014,Standard Retail,LEGO Friends,99.95,129
41029,6059300,Stephanie's New Born Lamb,01/01/2014,31/07/2015,Standard Retail,LEGO Friends,99.95,129
41035,6059302,Heartlake Juice Bar,01/01/2014,31/12/2015,Standard Retail,LEGO Friends,299.95,399
41037,6059304,Stephanie's Beach House,01/01/2014,31/12/2015,Standard Retail,LEGO Friends,349,499
41039,6059306,Sunshine Ranch,01/01/2014,31/12/2015,Standard Retail,LEGO Friends,649,799
41056,6059308,Heartlake News Van,01/01/2014,31/12/2015,Standard Retail,LEGO Friends,229.95,299
31013,6060851,Red Thunder,01/03/2014,31/12/2014,Standard Retail,LEGO Creator,39.95,49
10573,6060859,Creative Animals,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,129.95,179
10574,6060861,Creative Ice Cream,01/01/2014,31/12/2016,Standard Retail,DUPLO My First,129.95,179
31014,6060865,Power Digger,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,39.95,49
31015,6060873,Emerald Express,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,39.95,49
31017,6060875,Sunset Speeder,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,99.95,129
31018,6060877,Highway Cruiser,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,99.95,129
10576,6060879,Zoo Care,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,59.95,79
31019,6060880,Forest Animals,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,149.95,199
31020,6060883,Twinblade Adventures,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,129.95,179
31021,6060885,Furry Creatures,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,149.95,199
31022,6060888,Turbo Quad,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,179.95,249
31025,6060892,Mountain Hut,01/03/2014,31/12/2015,Standard Retail,LEGO Creator,349,499
75028,6060894,Clone Turbo Tank™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
75029,6060900,AAT™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
75030,6060904,Millennium Falcon™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
75031,6060906,TIE Interceptor™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
70720,6060908,Hover Hunter,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
75032,6060909,X-Wing Fighter™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
75033,6060911,Star Destroyer™,01/03/2014,31/07/2015,Standard Retail,Star Wars TM,99.95,129
70721,6060914,Kai Fighter,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
75034,6060916,Death Star Troopers™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,129.95,149
70722,6060917,OverBorg Attack,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
70723,6060920,Thunder Raider,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
75035,6060922,Kashyyyk Troopers™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,129.95,149
70724,6060924,NinjaCopter,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
70725,6060926,Nindroid MechDragon,15/12/2013,31/07/2015,Standard Retail,Ninjago,,
75036,6060927,Utapau Troopers™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,129.95,149
75037,6060932,Battle on Saleucami™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,179.95,249
75038,6060934,Jedi™ Interceptor,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,249.95,349
75039,6060936,V-Wing Starfighter™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,249.95,349
75040,6060938,General Grievous' Wheel Bike™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,249.95,349
70800,6061105,Getaway Glider,01/01/2014,31/07/2015,Standard Retail,LEGO Movie,129.95,149
70801,6061107,Melting Room,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,129.95,149
70802,6061109,Bad Cop's Pursuit,01/01/2014,31/07/2015,Standard Retail,LEGO Movie,229.95,299
70803,6061111,Cloud Cuckoo Palace,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,179.95,249
70804,6061113,Ice Cream Machine,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,249.95,349
70805,6061115,Trash Chomper,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,249.95,349
70806,6061117,Castle Cavalry,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,249.95,349
75041,6061119,Vulture Droid™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,249.95,349
70807,6061121,MetalBeard's Duel,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,299.95,399
70808,6061123,Super Cycle Chase,01/01/2014,31/07/2015,Standard Retail,LEGO Movie,449,599
75042,6061124,Droid Gunship™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,449,599
70809,6061127,Lord Business' Evil Lair,01/01/2014,31/12/2014,Standard Retail,LEGO Movie,649,799
75043,6061128,AT-AP™,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,649,799
75045,6061132,Republic AV-7 Anti-Vehicle Cannon,01/01/2014,31/12/2015,Standard Retail,Star Wars TM,449,599
42020,6061163,Twin-rotor Helicopter,01/01/2014,31/12/2015,Standard Retail,Technic,99.95,129
42021,6061165,Snowmobile,01/01/2014,31/12/2015,Standard Retail,Technic,129.95,179
42022,6061167,Hot Rod,01/01/2014,31/12/2015,Standard Retail,Technic,249.95,349
42023,6061169,Construction Crew,01/01/2014,31/12/2015,Standard Retail,Technic,549,699
42024,6061171,Container Truck,01/01/2014,31/12/2015,Standard Retail,Technic,649,799
42025,6061173,Cargo Plane,01/01/2014,31/12/2015,Standard Retail,Technic,999,1299
42026,6061175,Black Champion Racer,01/01/2014,31/12/2015,Standard Retail,Technic,179.95,249
42027,6061177,Desert Racer,01/01/2014,31/12/2015,Standard Retail,Technic,179.95,249
70128,6061450,Braptor's Wing Striker,01/01/2014,31/12/2014,Standard Retail,Chima,129.95,179
70129,6061452,Lavertus' Twin Blade,01/01/2014,31/12/2014,Standard Retail,Chima,179.95,249
70130,6061454,Sparratus' Spider Stalker,01/01/2014,31/12/2014,Standard Retail,Chima,229.95,299
70131,6061457,Rogon's Rock Flinger,01/01/2014,31/12/2014,Standard Retail,Chima,299.95,399
70132,6061459,Scorm's Scorpion Stinger,01/01/2014,31/12/2014,Standard Retail,Chima,349,449
70136,6061712,Banana Bash,01/01/2014,31/05/2014,Standard Retail,Chima,129.95,149
70137,6061714,Bat Strike,01/01/2014,31/05/2014,Standard Retail,Chima,129.95,149
70138,6061718,Web Dash,01/01/2014,31/05/2014,Standard Retail,Chima,129.95,149
70139,6061721,Sky Launch,01/01/2014,31/05/2014,Standard Retail,Chima,129.95,149
41050,6061725,Ariel's Amazing Treasures,01/03/2014,31/12/2014,Standard Retail,Disney Princess,129.95,149
70140,6061726,Stinger Duel,01/01/2014,31/05/2014,Standard Retail,Chima,179.95,249
41051,6061730,Merida's Highland Games,01/03/2014,31/12/2014,Standard Retail,Disney Princess,179.95,249
41052,6061734,Ariel's Magical Kiss,01/03/2014,31/12/2015,Standard Retail,Disney Princess,299.95,399
41053,6061736,Cinderella's Dream Carriage,01/03/2014,31/12/2015,Standard Retail,Disney Princess,299.95,399
41054,6061738,Rapunzel's Creativity Tower,01/03/2014,31/12/2015,Standard Retail,Disney Princess,349,449
41055,6061742,Cinderella's Romantic Castle,01/03/2014,31/12/2015,Standard Retail,Disney Princess,649,799
70123,6061773,Lion Legend Beast,01/01/2014,31/12/2014,Standard Retail,Chima,79.95,99
70124,6061780,Eagle Legend Beast,01/01/2014,31/12/2014,Standard Retail,Chima,79.95,99
70125,6061784,Gorilla Legend Beast,01/01/2014,31/12/2014,Standard Retail,Chima,79.95,99
70126,6061790,Crocodile Legend Beast,01/01/2014,31/12/2014,Standard Retail,Chima,79.95,99
70127,6061792,Wolf Legend Beast,01/01/2014,31/12/2014,Standard Retail,Chima,79.95,99
10521,6061837,Baby Calf,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,59.95,79
10522,6061840,Farm animals,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,99.95,99
10524,6061842,Farm Tractor,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,179.95,249
10525,6061844,Big Farm,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,549,699
10527,6061846,Ambulance,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,129.95,179
10529,6061850,Truck,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,129.95,179
10532,6061852,My First Police Set,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,229.95,299
10546,6061854,My First Shop,01/01/2014,31/12/2016,Standard Retail,DUPLO Town,229.95,299
10542,6061865,Sleeping Beauty's Fairy Tale,01/01/2014,31/12/2015,Standard Retail,DUPLO Princess TM,299.95,399
10665,6061870,Spider-Man: Spider-Car Pursuit,01/03/2014,31/12/2015,Standard Retail,Juniors,129.95,149
10666,6061872,Digger,01/03/2014,31/12/2015,Standard Retail,Juniors,99.95,99
10667,6061875,LEGO® Juniors Construction,01/03/2014,31/12/2015,Standard Retail,Juniors,149.95,199
10668,6061878,The Princess Play Castle,01/03/2014,31/12/2015,Standard Retail,Juniors,149.95,199
10672,6061889,Batman™: Defend the Batcave,01/03/2014,31/12/2015,Standard Retail,Juniors,299.95,399
10673,6061892,Race Car Rally,01/03/2014,31/12/2015,Standard Retail,Juniors,249.95,349
10674,6061894,Pony Farm,01/03/2014,31/12/2015,Standard Retail,Juniors,249.95,349
10675,6061896,Police - The Big Escape,01/03/2014,31/12/2015,Standard Retail,Juniors,249.95,349
41041,6061926,Turtle's Little Paradise,01/01/2014,30/04/2014,Standard Retail,LEGO Friends,29.95,39
41042,6061932,Tiger's Beautiful Temple,01/01/2014,30/04/2014,Standard Retail,LEGO Friends,29.95,39
41043,6061935,Penguin's Playground,01/01/2014,30/04/2014,Standard Retail,LEGO Friends,29.95,39
10506,6024826,Train Accessory Set,01/06/2013,31/12/2017,Standard Retail,DUPLO Town,179.95,249
10507,6024828,My First Train Set,01/06/2013,31/12/2017,Standard Retail,DUPLO Town,449,599
10508,6024830,Deluxe Train Set,01/06/2013,31/12/2017,Standard Retail,DUPLO Town,999,1299
60050,60050,Train Station,,,,City Trains,449,549
60051,60051,High-speed Passenger Train,,,,City Trains,999,1299
60052,60052,Cargo Train,,,,City Trains,1699,1999
41046,41046,Brown Bear's River,,,,LEGO Friends,29.95,39
10240,10240,Red Five X-wing Starfighter™,,,,Star Wars TM,1699,2199
10245,10245,Santa's Workshop,,,,Creator Expert,649,799
44024,44024,TUNNELER Beast vs. SURGE,,,,Hero Factory,79.95,99
71005,71005,"LEGO® Minifigures, The Simpsons™ Series",,,,LEGO Minifigures,19.95,25
71007,71007,"LEGO® Minifigures, Series 12",,,,LEGO Minifigures,19.95,25
71006,71006,The Simpsons™ House,,,,Simpsons,1699,2199
10682,10682,LEGO® Creative Suitcase,,,,Bricks & More LEGO,349,499
21114,21114,The Farm,,,,Minecraft,269.95,349
10681,10681,LEGO® Creative Building Cube,,,,Bricks & More LEGO,229.95,299
70161,70161,Tremor Track Infiltration,,,,Agents,179.95,249
70160,70160,Riverside Raid,,,,Agents,99.95,129
70163,70163,Toxikita's Toxic Meltdown,,,,Agents,349,449
70162,70162,Infearno Interception,,,,Agents,249.95,349
70165,70165,Ultra Agents Mission HQ,,,,Agents,899,1099
70164,70164,Hurricane Heist,,,,Agents,549,699
66478,66478,Friends Value Pack,,,,LEGO Friends,379.85,507
66479,66479,Star Wars Value Pack,,,,Star Wars TM,1008.9,1247
10539,10539,Beach Racing,,,,DUPLO Jake,229.95,299
66476,66476,City Value Pack,,,,City Police,329.85,437
21105,21105,Micro World – The Village,,,,Minecraft,299.95,399
21104,21104,NASA Mars Science Laboratory Curiosity R,,,,LEGO Ideas,269.95,349
