area,country,price,rooms,name,chain
"
700 Mts. De La Entrada Principal, Diagonal Al Ice, 12000 Dominical, Costa Rica",Costa Rica,,"Hotel Rooms: 15","Arena y Sol Hotel Restaurante",Independent
"
San Francisco de Coyote, Nicoya, 11101 Puerto Coyote, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Casa Caletas Boutique Hotel",Independent
"
Horquetas de Sarapiqui, Barrio La Isla de Israel, 200 metros Sur del Restaurante El Valle, 41003 Tigre, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Hacienda La Isla Lodge",Independent
"
Calle 7 Av 4 Leon Cortes Castro, 00011 Puntarenas, Costa Rica",Costa Rica,,"Hotel Rooms: 53","Hotel Puntarenas Beach",Independent
"
Crossroads between Santa Teresa and MalPais 25 meters west of main road, 60111 Santa Teresa, Costa Rica",Costa Rica,,"Hotel Rooms: 26","Hotel Playa Carmen",Independent
"
Ave. 6 entre Calle 13 y 15, 10001 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Hotel Casa Leon",Independent
"
Calles 28-30 Ave 3 Bis o 300 Norte Pizza Hut Paseo Colon, 91005 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 22","Hotel Cacts",Independent
"
Residencial Los Arcos, Rotonda No.1, No.17, 11000 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 22","Hotel Puerta del Sol",Independent
"
Playa Palo Seco, 60901 Parrita, Costa Rica",Costa Rica,,"Hotel Rooms: 32","Hotel La Isla",Independent
"
8 km west from la fortuna, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 11","Hotel Cerro Arenal",Independent
"
San Ramón Sur de Páramo en Perez Zeledon, 11000 San Ramón Sur, Costa Rica",Costa Rica,,"Hotel Rooms: 16","Hotel Papa de Paramo",Independent
"
400 metros Oeste de la Plaza de deportes de Islita , 50906 Islita, Costa Rica",Costa Rica,,"Hotel Rooms: 56,","Hotel Punta Islita, Autograph Collection","Hotel Chain:
Autograph Collection
"
"75 mts este de la Parada de autobuses. al lado de Tacos Serrano, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Mayol Lodge",Independent
"
75 metros sur y 25 metros Oeste del Banco Nacional de Bijagua, 21304 Bijagua, Costa Rica",Costa Rica,,"Hotel Rooms: 4","Cabinas Vista Miravalles",Independent
"
Carretera Dominical-San Isidro, frente a las cataratas de Nauyaca, 11909 Dominical, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Natuga EcoLodge-Villas Dominical Baru",Independent
"
Main road kilometer 4, Los Monos Path, 60601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 13","Hotel La Colina",Independent
"
Avenue 11 Street 13-15 , 20102 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Vesuvio",Independent
"
4 Kms Norte de Sky Walk, 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Vistaverde Lodge",Independent
"
50 mts Sur de Stanfords, 37008 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 11","The Lotus Garden",Independent
"
playa grande, 00011 Playa Grande, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Sugar's Monkey",Independent
"
600 Metros Este de la Primera Entrada de Uvita, 11111 Uvita, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Big Bamboo de Uvita",Independent
"
4 kilometros norte del cruce Playa el Carmen, 60111 Mal País, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Latitude 10 Exclusive Beach Resort",Independent
"
Monteverde Cerro Plano, 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 46","Hotel Heliconia",Independent
"
3km sobre La Calle Vieja a la Barca - Puntarenas, 61101 Tárcoles, Costa Rica",Costa Rica,,"Hotel Rooms: 24","Cerro Lodge",Independent
"
From the Estero Azul River bridge, 900 meters to the right, Southeast, 60502 Sierpe, Costa Rica",Costa Rica,,"Hotel Rooms: 4","Hotel Veragua River House",Independent
"
Tortuguero, 70205 Tortuguero, Costa Rica",Costa Rica,,"Hotel Rooms: 11","Cabinas Tortuguero",Independent
"
250 metros al este de la segunda entrada de playa hermosa, 50101 Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 40","Hotel & Villas Huetares",Independent
"
2da Esquina Calle Principal, 60503 Drake, Costa Rica",Costa Rica,,"Hotel Rooms: 5","Mohagine Hotel",Independent
"
Playa Hermosa, Jaco Puntarenas, 85570 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 18","Fuego del Sol",Independent
"
500 Metros Oeste del Banco Nacional, 50205 Sámara, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Hotel Samara Inn",Independent
"
Calle Las Olas, 61101 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 16","Hotel Los Ranchos",Independent
"
400 meters East of Banco de Costa Rica, 00011 Uvita, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Cabinas Los Laureles",Independent
"
Barrio Escalante, 300 metros al este del parqueo trasero del Cine Magaly, Calles 31-33. Avenida Primera, #2985; Dirección Alterna: De la Embajada de Nicaragua, 100 mts al norte y 125 mts este., San José, Costa Rica",Nicaragua,,"Hotel Rooms: 10","Hotel 1492",Independent
"
Sobre la Avenida Pastor Díaz, 500 mts Sur de la terminal de buses, 61101 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 25","Hotel & Villas Tangerí",Independent
"
Playa Samara south, 00000 Sámara, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Hotel Sol Samara",Independent
"
Guanacaste, Santa Cruz, Playa Potrero 50 metros despues segundo puente mano derecha, 50304 Potrero, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Kakaos Lodge",Independent
"
CALLE 460 VIA 142, COSTADO OESTE DEL BANCO DE COSTA RICA EN LA VIA PRINCIPAL FRENTE AL COLEGIO DE FORTUNA SC, 11000 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 5","La Fortuna Rooms",Independent
"
75 metros Sur del Parque Central de Liberia, Calle Real, 50101 Liberia, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Liberia",Independent
"
Cocal, Puntarenas, 60105 Puntarenas, Costa Rica",Costa Rica,,"Hotel Rooms: 32","Puerto Azul Resort & Club Nautico",Independent
"
Boulevard Rohrmoser, 00011 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 18","Casa Roland San Jose",Independent
"
Santa Elena, Monteverde, 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Ficus",Independent
"
2 km Este de Playa Carrillo, Puerto Carrillo , 10901 Carrillo, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Hotel Leyenda",Independent
"
Del Nuevo Maxipali De Atenas, Sobre Ruta 3 50 Este y 75 Norte, Atenas, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Hotel Boutique Villa Toscana",Independent
"
125 metros al este del periódico la República, 6606-1000 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 80","Hotel Villa Tournon",Independent
"
Frente La Mar, 5001 Brasilito, Costa Rica",Costa Rica,,"Hotel Rooms: 13","Hotel Brasilito",Independent
"
20 Mtrs Oeste Super Joseht Manuel Antonio Centro Paz de Paraiso, 60601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 3","Paz de Paraiso Grand View",Independent
"
Avenida 9 Calle 9  Barrio Amon, 10104 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 17","Hemingway Inn",Independent
"
Avenida 2 con calle 17, 10104 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Hotel Posada del Museo",Independent
"
From Quepos downtown 1.5 km road to the local airport, 60601 Quepos, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Pacific Paradise Resort",Independent
"
Heredia al sur del parque central de Heredia, 01001 Heredia, Costa Rica",Costa Rica,,"Hotel Rooms: 15","Hotel America",Independent
"
200 este Escuela Rafael Arguedas, 21007 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 38","Hotel Montaña Monteverde",Independent
"
Del Cafe Del Pueblo, Derecha, 300 Metros A La Izquierda, 50308 Playa Grande, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Flor y Bambu",Independent
"
Route 142, Km 2.5 east of Central or downtown La fortuna, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Jardines Arenal",Independent
"
Tortuguero Pocosi, Laguna Penitencia contiguo al hotel Evergreen, 10001 Tortuguero, Costa Rica",Costa Rica,,"Hotel Rooms: 17","Cabinas Rana Roja",Independent
"
Santa Elena, Santa Elena, 51004 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 22","Hotel El Sueño",Independent
"
400 metros Norte Playa Buenavista, 50250 Sámara, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Paraiso del Cocodrilo",Independent
"
350 metros al Norte del Hospital Nacional de Niños, entre Avenida 3 y 5 calle 20, 10103  San José, Costa Rica",Costa Rica,,"Hotel Rooms: 22","Boutique Hotel Calle 20",Independent
"
San Pedro frente a la Ciudad de Investigacion UCR, 11501 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Casa Echavarria",Independent
"
2 Km al Norte de la Plaza de Portalón, 60602 Matapalo, Costa Rica",Costa Rica,,"Hotel Rooms: 7","Portasol Rainforest & Ocean View Community",Independent
"
Calle 47 (10 metros sur de la Corte Interamericana de Derechos Humanos), 11111 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Casa Cambranes",Independent
"
 50 metros norte de la plaza de Samara, 506 Sámara, Costa Rica",Costa Rica,,"Hotel Rooms: 19","Samara Beach Hotel",Independent
"
100mts Oeste y 35mts norte del parque de Jaco, mano derecha Calle Bribri, 00011 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 16","Canciones del Mar",Independent
"
400m Oeste de la Plaza de Deportes, San Antonio de la Tejar, 10001 San Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Trapp Family Country Inn",Independent
"
Quepos Manuel Antonio, Portalón, 60602 Portalón, Costa Rica",Costa Rica,,"Hotel Rooms: 13","Hotel La Palapa Eco Lodge Resort",Independent
"
7 Kms. North from La Fortuna, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Kokoro",Independent
"
1st street and 1st Avenue, diagonal northeast corner cathedral, 00011 Alajuela, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Catedral Casa Cornejo - Costa Rica",Independent
"
300 m sur del Cementerio de Santa Cruz, 30504 Santa Cruz, Costa Rica",Costa Rica,,"Hotel Rooms: 26","Guayabo Lodge",Independent
"
Calle Perezoso, 60501 Ojochal, Costa Rica",Costa Rica,,"Hotel Rooms: 7","El Castillo",Independent
"
Calle 19, entre Av. 11 y 13, 10101 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 23","Kaps Place Hotel",Independent
"
Provincia Guanacaste, Distrito Carrillo, Canton Sardinal del Supercompro 75 metros al oeste al frente del Homecenter, 10000 Coco, Costa Rica",Costa Rica,,"Hotel Rooms: 32","Hotel Colono Beach",Independent
"
300 South of Rest. Jade Mar, Drake Bay. Puntarenas, Costa Rica., 60504 Drake, Costa Rica",Costa Rica,,"Hotel Rooms: 5","Drake Bay Paradise Lodge",Independent
"
Km1, frente a carretera principal, 300 metros al norte despues de la bomba de gasolina., 60701 Golfito, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Samoa del Sur",Independent
"
50 metros Norte de los semaforos entrada principal Liberia, 50101 Liberia, Costa Rica",Costa Rica,,"Hotel Rooms: 25","Hotel El Bramadero",Independent
"
Frente mini super Junquillal, 21504 Paraíso, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Hotel Tatanka",Independent
"
Del Automercado de Los Yoses 75 mtrs al Oeste sobre la Avenida principal entre calles  35 y 37, 63735 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Casa Las Orquídeas",Independent
"
Centro, 21006 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 19","Hotel Las Colinas Boutique",Independent
"
50 metros sur y 70 este del Banco Nacional de Monteverde, 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Santa Elena Hostel Resort",Independent
"
Contiguo a la entrada del parque nacional, 00011 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 8","La Posada Jungle Bungalows",Independent
"
500 meters north of Montezuma, 10000 Montezuma, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Hotel Three Monkeys",Independent
"
Golfo de Papagayo, Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 40","Golden Palms Papagayo",Independent
"
Playa Flamingo, 00011 Playa Flamingo, Costa Rica",Costa Rica,,"Hotel Rooms: 48","Paradise Dreams Flamingo Beach",Independent
"
Carretera a Manuel Antonio, kilómetro 4, 60601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Mandarina",Independent
"
350 metros sureste de la escuela Rafael Arguedas , 51004 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 22","Hotel Jardines De Monte Verde",Independent
"
Avenida 9 Calle Central, 10104 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 44","Cocoon Hotel",Independent
"
Tortuguero, Costa Rica, 78368 Tortuguero, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Caribbean Paradise Eco-Lodge",Independent
"
De la iglesia catolica 2 kilometro camino a el volcan, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Villas Vilma",Independent
"
Tuetal Norte - 1.1km oeste de iglesia catolica, 20101 Alajuela, Costa Rica",Costa Rica,,"Hotel Rooms: 8","B&B Hotel Vista Linda Montana",Independent
"
Del hospital Tonifacio 4km al norte carretera asi a Moin, 70000 Puerto Limón, Costa Rica",Costa Rica,,"Hotel Rooms: 30","Hotel Maribu Caribe",Independent
"
500 metros norte de la plaza de futbol, 60111 Santa Teresa, Costa Rica",Costa Rica,,"Hotel Rooms: 5","Hotel Meli Melo",Independent
"
6 km del Volcán Arenal, 10201 El Castillo de La Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 23","Arenal Vista Lodge",Independent
"
Calle Lunatica, 70403 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Blue Conga",Independent
"
Santa Elena, Monteverde, Santa Elena, Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel El Atardecer",Independent
"
2 km Oeste del Parque de la Fortuna Camino al Volcan Arenal, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 24","Hotel Arenal Rossi",Independent
"
Puerto Viejo 500 metros norte del Bar Point, 70403 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 24","Perla Negra Beach Front Rustic Accommodation",Independent
"
Bello Horizonte, Escazu, San Jose, 00001 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Posada el Quijote",Independent
"
Calle al Manglar, 50m north of the airport, 60702 Puerto Jiménez, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Cabinas Tropicales Puerto Jimenez",Independent
"
1.5 sur del Parque Industrial en Cartago, 30801 Cartago, Costa Rica",Costa Rica,,"Hotel Rooms: 39","Hotel y Restaurante El Guarco",Independent
"
La Palma Carretera 142, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 16","Nayara Springs",Independent
"
Road to Playa Chaman-Playa Colonia and the South entrance to Marino Ballena National Park, 60504 Uvita, Costa Rica",Costa Rica,,"Hotel Rooms: 5","La Ballena Roja Beach Hotel",Independent
"
Tortuguero Limón, 00001 Tortuguero, Costa Rica",Costa Rica,,"Hotel Rooms: 21","Hotel Tortuguero Beach",Independent
"
225 meters west from Miguel Angel Lito Perez Stadium, 00011 Puntarenas, Costa Rica",Costa Rica,,"Hotel Rooms: 20","AG Rooms Hotel By Alamar",Independent
"
100 m Sur, 25 m Oeste de la Iglesia Catolica, 45678 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Cabinas Las Palmas",Independent
"
Bahia Drake Playa Agujitas, Peninsula de Osa, 11301 Drake, Costa Rica",Costa Rica,,"Hotel Rooms: 16","Hotel Rancho Corcovado",Independent
"
Segunda entrada 250 metros Oeste, 51104 Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Villas Acacia Beach & Garden Hotel",Independent
"
Santa Elena, 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 7","Sunset Hotel",Independent
"
El Cacao de Alajuela. 750 meters North from the old highway to Puntarenas, 20101 Alajuela, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Asclepios Wellness & Healing Retreat",Independent
"
250 metros al Oeste de la Iglesia de La Fortuna, 44172 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 7","Regina Hotel",Independent
"
800 metros oeste de la Iglesia Catolica, 55000 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Villas Vista Arenal",Independent
"
Calle 6, Santa Elena Monteverde, , 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 30","Hotel Cipreses",Independent
"
Jaco Centro, 50807 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Hotel Buddha House",Independent
"
Uvita, Costa Ballena, 85-1000 San Jos Ballena, Costa Rica",Costa Rica,,"Hotel Rooms: 18","Cristal Ballena Hotel Resort & Spa",Independent
"
Bajo Rodriguez, 21007 Vieja, Costa Rica",Costa Rica,,"Hotel Rooms: 22","Hotel Rehl",Independent
"
50 mts east from Los Arcos, Ciudad Cariari, 70205 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 34","Adventure Inn",Independent
"
400 Norte Cementerio la Guaria Puerto Viejo, Sarapiqui, Heredia, Costa Rica, 52100 Sarapiquí, Costa Rica",Costa Rica,,"Hotel Rooms: 44","Ara Ambigua Lodge",Independent
"
Calle Papagayo, s/n, 60501 Ojochal, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Diquis Del Sur",Independent
"
Calle Principal, Playas del Coco, Carrillo,, 50807 Coco, Costa Rica",Costa Rica,,"Hotel Rooms: 32","Coco Beach Hotel",Independent
"
La Palma Carretera 142, 61001 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 44","Nayara Hotel Spa and Gardens",Independent
"
Playa Espadilla, Manuel Antonio. 1km sur del Restaurante el Avion, 60601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Kachá B&B Beach Front",Independent
"
4km norte del parqueo de adoquines de la playa Carrillo Boca del Toro, 51103 Carrillo, Costa Rica",Costa Rica,,"Hotel Rooms: 5","Hotel Peace & Lodge",Independent
"
125 Oeste de la escuela Manuel Antonio, 61601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 15","Hotel Flor Blanca",Independent
"
del puente sobre el rio uvita 200 mts suroeste, 60504 Uvita, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel Luz De Luna",Independent
"
Entering Dominical after 50 meters on the right, 00011 Dominical, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Rio Lindo Resort",Independent
"
La Fortuna San Carlos, 50432 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 24","Baldi Hot Springs Hotel & Spa",Independent
"
Playa Junquillal, San Cruz  (Junquillal Centro), 50301 Paraíso, Costa Rica",Costa Rica,,"Hotel Rooms: 6","El Castillo Divertido",Independent
"
1.5 km de Quepos Carretera principal a Manuel Antonio, 60601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 24","Hotel Mimos",Independent
"
La Uruca San Jose Del Bcr 200 Sur 100 Este, 3794005 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 27","Hotel Plaza Real Suites & Apartments San Jose",Independent
"
250m Oeste de la escuela Leonidas Sequeira, Caño Negro, Los Chiles, Alajuela, 10301 Caño Negro, Costa Rica",Costa Rica,,"Hotel Rooms: 42","Natural Lodge Caño Negro",Independent
"
Playa Pan de Azucar, 60303 Potrero, Costa Rica",Costa Rica,,"Hotel Rooms: 29","Hotel Sugar Beach",Independent
"
Avenida Central y Primera, Calle 14, 60111 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 23","Hotel Novo",Independent
"
Cariari, Pococí, 70101 Barrio Palermo, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel el Tropico",Independent
"
Rio Segundo de Alajuela, 600 east from Casino Fiesta, 20101 Alajuela, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel II Millenium",Independent
"
Bahia Drake Osa Puntarenas, 00011 Drake, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Cabinas Manolo Drake Bay",Independent
"
La Fortuna, 2.5 mille from Fortuna Downtown, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 36","Hotel Magic Mountain",Independent
"
1 km from the crossroads to the right, Santa Teresa, 60101 Santa Teresa, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Zula Inn Aparthotel",Independent
"
Dominical, 00011 Dominical, Costa Rica",Costa Rica,,"Hotel Rooms: 9","Hotel Roca Verde",Independent
"
Avenida 7, 12345 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 30","Hotel Santo Tomas",Independent
"
Quepos, 06005 Quepos, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Hotel Villa Romantica",Independent
"
Costado sur Iglesia Catolica, 22356 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 26","Arenal Bromelias",Independent
"
Playa Ocotal, 50800 Ocotal, Costa Rica",Costa Rica,,"Hotel Rooms: 14","Hotel Villa Casa Blanca",Independent
"
Cot de Oreamuno, carretera al Volcán Irazú, 30101 Cartago, Costa Rica",Costa Rica,,"Hotel Rooms: 11","Grandpas Hotel",Independent
"
Calle 2, Avenida 4, 00504 Alajuela, Costa Rica",Costa Rica,,"Hotel Rooms: 8","Hotel Santamaria",Independent
"
100 metros antes de la entrada al Parque Nacional Manuel Antonio., 60111 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 16","Hotel Villabosque",Independent
"
Del Parque Central De Alajuela, 100 metros Norte y 450 metros Oeste, 20101  Alajuela, Costa Rica",Costa Rica,,"Hotel Rooms: 16","Hotel Eskalima",Independent
"
Avenida 1, Calle 7, 10104 San José, Costa Rica",Costa Rica,,"Hotel Rooms: 30","Hotel Morazan",Independent
"
250 Metros Sur de Banco Nacional en Flamingo, 51104 Playa Flamingo, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Guanacaste Lodge",Independent
"
4 Km en el Acceso Al Parque Nacional volcano tenorio Rio celeste, 01001 Bijagua, Costa Rica",Costa Rica,,"Hotel Rooms: 18","Celeste Mountain Lodge",Independent
"
200 Sur y 75 al Este de la Plaza de deportes de Brasilito, 00011 Brasilito, Costa Rica",Costa Rica,,"Hotel Rooms: 25","Hotel Nany",Independent
"
500 mts sur de cancha de futbol sobre la costa negra, 00010 Playa Hermosa, Costa Rica",Costa Rica,,"Hotel Rooms: 8","The Backyard Beachfront Hotel",Independent
"
200 m N de la Gasolineria , 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 31","San Bosco Inn",Independent
"
Playa Cocles, 70403 Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Hotel La Isla Inn",Independent
"
100 meters east of Supercompro, 50309 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 17","Villas Macondo",Independent
"
Río Tempisque, Nicoya, Puerto Humo, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Rancho Humo Estancia",Independent
"
Calle Corona 5, Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 5","Hotel In the Shade",Independent
"
Volcan 6 km al Sur, El Castillo, 21007 El Castillo de La Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 19","Hotel Linda Vista",Independent
"
Entrada Principal a Tamarindo, 50309 Tamarindo, Costa Rica",Costa Rica,,"Hotel Rooms: 29","Pueblo Dorado Hotel",Independent
"
San Isidro de Peñas Blancas  (15 km del volcán Arenal, Fortuna), 20213 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 7","Heliconias Nature Lodge",Independent
"
350 Metros de la Iglesia de Santa Elena, Santa Elena, 10001 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Camino Verde Bed & Breakfast Monteverde",Independent
"
500 mts al norte de la Escuela de Santa Teresa, 60111 Santa Teresa, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Hotel Luz de Luna",Independent
"
de la municipalidad de Jaco 600 sur, 63150 Jacó, Costa Rica",Costa Rica,,"Hotel Rooms: 26","Hotel South Beach",Independent
"
Cariari, Pococí, Limón, Costa Rica., 70201 Cariari, Costa Rica",Costa Rica,,"Hotel Rooms: 26","Hotel Vista al Tortuguero",Independent
"
El castillo de la fortuna, 21007 El Castillo de La Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 18","Castillo del Arenal",Independent
"
100 metros antes de la Playa de Manuel Antonio, 60601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 38","Hotel Coco Beach",Independent
"
Playa Chiquita, contiguo al ex-hotel Punta Cocles, Puerto Viejo, Talamanca, Limon, Puerto Viejo, Costa Rica",Costa Rica,,"Hotel Rooms: 6","Merlin",Independent
"
Playa Chiquita, 70403 Cocles, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Arco Iris",Independent
"
 20 Meters West of the Road to Guatuso, Route 142, 21007 Nuevo Arenal, Costa Rica",Costa Rica,,"Hotel Rooms: 4","Agua Inn",Independent
"
150m este de La Escuela Drake 75m este del Telefono Publico, Puntarenas, Drake Ba, 60503 Drake, Costa Rica",Costa Rica,,"Hotel Rooms: 7","Vistadrake Lodge",Independent
"
100 metros al norte de la iglesia católica de Quepos, 10102 Quepos, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Hotel Le Priss",Independent
"
100m Sur y 300m Este de Parque Central de la Fortuna, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 15","Hotel Monte Real",Independent
"
175 mts norte del Banco Nacional, La Fortuna de San Carlos., 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 20","Hotel Arenal Rabfer",Independent
"
Manuel Antonio, 60601 Manuel Antonio, Costa Rica",Costa Rica,,"Hotel Rooms: 17","Hotel Tres Banderas",Independent
"
200m Desde Rio Lajas, 60100 Cabuya, Costa Rica",Costa Rica,,"Hotel Rooms: 7","Hotel Celaje",Independent
"
700 suroeste Escuela Cerro Plano, 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 10","Monteverde Inn",Independent
"
7km Oeste del centro de la Fortuna, 21007 Fortuna, Costa Rica",Costa Rica,,"Hotel Rooms: 62","Volcano Lodge & Springs",Independent
"
Calle 1, Avenida Central, 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 12","Manakin Lodge Monteverde Costa Rica",Independent
"
km. 30, Route 142, Tilarán, Guanacaste, 50804 Tilarán, Costa Rica",Costa Rica,,"Hotel Rooms: 21","Lake Arenal Hotel and Microbrewery",Independent
"
1km sur de la escuela de San Gerardo de Dota, San Gerardo de Dota, Costa Rica",Costa Rica,,"Hotel Rooms: 46","Hotel Savegre",Independent
"
600 m sur este de la fabrica de quesos Monteverde, Puntarenas, Costa RIca, 60109 Monteverde, Costa Rica",Costa Rica,,"Hotel Rooms: 40","Hotel Fonda Vela",Independent
"
Rincon de la Vieja, 47 kilometers from the Daniel Oduber International Airport (LIR), 50101 Pital, Costa Rica",Costa Rica,,"Hotel Rooms: 39","Borinquen Mountain Resort & Spa",Independent
