ProductID,WebTitle,ModelNo
60587,Paslode IM65 F16 Straight Lithium Brad Nailer 2nd Fix,IM65 F16
94427,Makita SG1251J/1 110v 125mm Wall Chaser 2 x Diamond Blades,SG1251J/1
17717,Metabo KGS254 Plus 240V Laser Compound Mitre Saw 240V,KGS254 Plus 240V
113498,Armorgard FS4.0M Flamstor Collapsible 4m Walk-in Storage Unit,FS4.0M
21559,DeWalt DW304PK Sabre / Reciprocating Saw 240v,DW304PK
60469,Milwaukee HD18HX-402C 18v SDS Plus Rotary Hammer Drill 2 x 4.0Ah Li-Ion,HD18HX-402C
24572,Bosch GMS 120 Multi Material Cable Detector Wood Metal & Cable,GMS 120
114492,Makita DTD129RMJ 18v LXT Impact Driver 2 x 4.0ah Makpac Type 2,DTD129RMJ
24422,Bosch GAM220MF Digital Angle Measure/Mitre Finder,GAM220MF
30725,Stanley STA010778 FatMax Retractable Utility Knife,STA010778
52378,Festool TS75 EQ-Plus GB 110v Circular Saw,TS75 EQ-Plus GB
50613,Festool ETS 150/3 EQ-Plus 240v 3mm Eccentric Sander in Systainer,ETS 150/3 EQ-Plus
26392,Makita HR2811F-1 110v 28mm SDS Plus Rotary Hammer and 15 Piece Drill Bits,HR2811F-1
38366,Sealey PC477 240v Industrial Wet and Dry Vacuum Cleaner 77ltr Stainless Drum Swivel Bin Empty,PC477
50804,Festool TS 75 EBQ-Plus-FS GB 240v TS75 Plunge Saw with 1.4m Rail,TS 75 EBQ-Plus-FS GB
52908,Festool CTM 36 E AC-PLANEX GB 110v Mobile Dust Extractor 36 Litre,CTM 36 E AC-PLANEX GB
53043,Festool CS70 EB-Set 240V Trimming Saw Kit,CS70 EB-Set
11571,Teng TENTC187 TC187 Mega Rosso Tool Kit 187pc,TENTC187
94045,"Ox Tools P0286033 Pro Spirit Level Set 600mm, 1200mm and 1800mm",P0286033
26697,Makita DLS713RFE 18v Slide Compound Mitre Saw 2 x 3.0ah Li-ion,DLS713RFE
26327,Makita BO6030 240v 150mm Random Orbit Sander,BO6030
88185,Bosch GSB18VEC 18v Brushless Combi Drill 2 x 4.0Ah in L-Boxx,GSB18VEC
50293,"Sealey STW291 Torque Adaptor with Angle Function Digital 1/2""Sq Drive 20-200Nm",STW291
90958,Milwaukee M18CCS66-0 18v Fuel Circular Saw Bare Unit,M18CCS66-0
94840,Makita VC3011L/1 110v Vacuum Cleaner Wet and Dry Dust Extractor 28L,VC3011L/1
57676,Bosch GAS 35 L AFC 240v 1200w 35L Wet and Dry Extractor Vacuum,GAS 35 L AFC
26473,Makita VC1310L 110v 13L Vacuum Cleaner Wet and Dry Dust Extractor,VC1310L
56634,Gerber 22-41420 Gator Combo Axe II / Saw - Sheath,22-41420
6395,Stanley STA193951 FatMax 18 inch Open Tote Tool Bag,STA193951
37556,Sealey HVD36 Industrial High Velocity Drum Fan 36in 230V,HVD36
56983,Spectrum MS5PC Maestro 5 pc Core set + Accessories,MS5PC
52485,Festool CTL 36 E 240v Mobile Dust Extractor 36 Litre,CTL 36 E
24476,Bosch GBH 7-46 DE2 240v SDS Max Rotary Combi Hammer Drill,GBH 7-46 DE2
49117,Makita BL1430 LXT 14.4v 3.0ah Li-ion Battery,BL1430
91568,Milwaukee K900K 240v Breaker K-Hex Steel Reception 1600w,K900K
50695,Festool FS-HZ 160 Steel Lever clamp for guide rail,FS-HZ 160
29891,Makita BML801 Led Lamp Pivoting Head Variable 6 or 12 Bulb 14.4 / 18V Li-Ion,BML801
55373,Milwaukee M18VC-0 18v Cordless Wet and Dry Vacuum,M18VC-0
32716,Sealey REG/MMG MIG Gas Regulator Disposable Cylinder 1 Gauge,REG/MMG
102941,"Sealey HVF20 Industrial High Velocity Floor Fan 20"" 230V",HVF20
70856,Bosch GWS18-125 V-LI 18v Cordless Angle Grinder 2 x 4.0ah Li-ion,GWS18-125 V-LI
28686,Bosch GEX 125-150 AVE2 240v Random Orbit Sander 400w,GEX 125-150 AVE2
57082,Milwaukee 4931427040 M28 Large Contractor Wheeled Bag,4931427040
93559,Bosch GBH36VECMD 36v Compact Brushless SDS Rotary Hammer 2 x 2.0Ah,GBH36VECMD
92367,Sealey CP312 14.4v Cordless Riveter 1.8Ah 1hr Charger,CP312
26518,Makita DGA452RFE 18v 115mm LXT Angle Grinder 2 x 3.0ah Li-ion,DGA452RFE
57799,Milwaukee DD2-160 XE 2 Speed Dry Diamond Core Drill 110v,DD2-160 XE
92361,Stanley 1-72-335 Tool Bag Backpack,1-72-335
83600,Gerber 31-001901 Bear Grylls Ultimate Pro Fixed Blade Knife,31-001901
50584,DeWalt D24000 240v Wet Tile Saw with Slide Table,D24000
90839,Metabo KHA18LTX 18v 3 Function SDS Plus Hammer Drill Bare Unit,KHA18LTX
21578,DeWalt DWS5022 Plunge Saw Guide Rail - 1.5m,DWS5022
101070,Festool PDC 18/4 Li 5.2-Plus 18v Percussion Drill 2 x 5.2Ah,PDC 18/4 Li 5.2-Plus
76257,Makita DHR243RFE 18v LXT SDS Rotary Hammer Drill 2 x 3Ah in MakPac,DHR243RFE
50813,Festool H05 RN-F 2x1 240v Plug It Cable 4 Metre,H05 RN-F 2x1
49803,Bosch GSL2SET GSL Motorised Floor Surface Laser Full Kit in L-Boxx,GSL2SET
113970,Festool TS55R 110v Circular Saw Kit 2 x FS1400 2 x FSV and Clamps,TS55R 110v
5610,Vitrex VIT103450B Versatile Power Pro 900 Tile Saw 200mm + Blade 230v,VIT103450B
26663,Makita 447M 240v 45l Wet and Dry Vacuum Dust Extractor,447M
88446,FEIN FMM350Q 110v Multimaster 350q Top Kit 350w,FMM350Q
47226,Paslode 013229 IM90i / PPN35i BATTERY CHARGER,013229
47094,DeWalt DW089KD Multiline Laser With DE0892 Detector,DW089KD
94841,Makita VC2512L/2 240v Vacuum Cleaner Wet and Dry Dust Extractor 23L,VC2512L/2
57605,"Bosch GCM 10 SD 10"" Double Bevel Sliding Mitre Saw 240v",GCM 10 SD
6985,Irwin Quick-Grip 10505943 XP Xtreme Pressure One Handed Clamp 12in,10505943
86568,Advent ADVFFX5M FFX Tape Measure 5m / 16ft,ADVFFX5M
88222,Bosch GLL380PBT250 Professional Line Laser and Tripod,GLL380PBT250
26065,Makita 9557NB 240v 115mm Angle Grinder,9557NB
26539,Makita DJR181RFE 18v LXT Reciprocating Saw 2 x 3.0ah Li-ion,DJR181RFE
26393,Makita HR2811F-1 240v 28mm SDS Plus Rotary Hammer and 15 Piece Drill Bits,HR2811F-1
12583,DeWalt DEW682K Biscuit Jointer 600w 240V,DEW682K
93565,DeWalt DCD795M1-GB 18v Compact Brushless Hammer Drill Driver 1 x 4.0Ah Li-Ion,DCD795M1-GB
47703,Stanley STA116793 Sweetheart Socket Chisel Set of 8,STA116793
21317,Bostitch BOSMCN150G38 Anchor Galvanised 38mm Nails x 4000 For MCN150,BOSMCN150G38
114061,Festool FSK670 670mm Cross Cutting Guide Rail for HKC 55,FSK670
26153,Makita UB1103 240v Blower with Dust Bag,UB1103
56304,Makita DK18027 18v 6 Piece Cordless Multi Kit 3 x 3.0ah Li-ion,DK18027
57998,Makita TM3000CX4 110v Multi Tool Cutter and 33 Accessories,TM3000CX4
25913,Bosch GWS18VLIN 18v Angle Grinder Bare Unit,GWS18VLIN
21930,Hitachi C8FSE Sliding Compound Mitre Saw 216mm 240v + Extra Blade,C8FSE
12581,Hitachi G23SSL/J2TWIN Angle Grinder Twin Pack 4 1/2 in + 9in 240v,G23SSL/J2TWIN
80490,Hitachi DH26PXL 110v SDS+ 3 Mode Hammer Drill 830w,DH26PXL
78744,Festool SYS-SB Cantilever Systainer Tool Box,SYS-SB
10777,Stabila STB962120 96-2-120 Box Beam Level 3 Vial 122cm / 48in / 1220Mmm NO HANDLE,STB962120
25868,Bosch GKS18 V-LIN 18v Li-ion Circular Saw Bare Unit,GKS18 V-LIN
88380,FEIN DUSTEX 25 L 110v 22 Litre Wet and Dry Dust Extractor NEW,DUSTEX 25 L
80716,Festool SSU 200 EB-Plus 240v Carpentry Sword Saw in Systainer 5 T-Loc,SSU 200 EB-Plus
59721,Panasonic EY75A2X31 18v/14.4v Cordless Impact Wrench Bare Unit,EY75A2X31
70039,Milwaukee M12-18C 12v - 18v Twin Port Battery Charger,M12-18C
55444,Makita 194368-5 1.4m Guide Rail for SP6000,194368-5
102209,Milwaukee M18CPP6B-503B 18v FUEL 6 Piece Kit 3 x 5.0Ah Li-Ion,M18CPP6B-503B
80342,Makita DCG180ZBK 18v Cordless Caulking Gun Bare Unit and Case,DCG180ZBK
91549,Bosch GLL380PBMCCLR 40m Line Laser with Receiver Wall Mount and Ceiling Clamp,GLL380PBMCCLR
31202,Sealey MIGHTYMIG170 Professional Gas/No-Gas MIG Welder 170Amp with Euro Torch,MIGHTYMIG170
21711,DeWalt DWD024K 240v Percussion Drill 13mm with Kitbox,DWD024K
25880,Bosch GDS18VLiN 18v Impact Wrench Bare Unit,GDS18VLiN
25887,Bosch GSB18VE2LIN 18v Robust Combi Drill Bare Unit,GSB18VE2LIN
81357,Trend E/SCRIBE Easyscribe Scribing Tool,E/SCRIBE
80579,Makita HR2611F/1 110v AVT SDS Plus Rotary Hammer Drill with Light,HR2611F/1
47649,Arbortech BLA.FG.1110 General Purpose TCT Blade For Allsaw AS170,BLA.FG.1110
24597,EVOLUTION HULKPETROL HULK Compaction Plate 4 Stroke Petrol Engine,HULKPETROL
50953,Sitco Agencies DPM1200 Damp Proof Membrane 1200 gauge 4m x 25m (BLACK),DPM1200
52628,Festool 492727 Worktop template - APS900,492727
12185,Hitachi 752500 Impact Socket and Bit Set 41pc,752500
33193,Sealey AK6698 Ratchet Wrench Flexi-Head Extra Long 600mm 1/2inSq Drive,AK6698
50866,Makita BHR262RDE 36v LXT SDS Combi Hammer Drill 2 x 2.6Ah,BHR262RDE
10655,Stanley STA043609 FatMax XTREME 25cm / 10in Torpedo Level,STA043609
56298,Makita HS7100 110v 190mm Compact Circular Saw,HS7100
19136,Stanley 0TR250 Heavy-Duty Staple And Nail Gun,0TR250
101881,Makita DHR242RMJV 18v SDS Plus Rotary Hammer 2 x 4.0Ah in MakPac,DHR242RMJV
88831,Makita DK18034 18v 4 Piece LXT Tool Kit 3 x 3.0ah Li-ion,DK18034
94422,Makita DCO180Z 18v Drywall Cutter Bare Unit,DCO180Z
92103,Bosch GCM12SD2+GTA 2600 240v 12in Double Bevel Sliding Mitre Saw and Stand,GCM12SD2+GTA 2600
85550,Festool OF2200 EB-Set Accessory Set Systainer,OF2200 EB-Set
48974,Stanley STA197514 Toolbox With Tote Tray Organiser 61cm / 24in,STA197514
47636,Bosch 0615990FS0 18v 4 Piece Cordless Li-ion Tool Kit 3 x 4.0ah,0615990FS0
91815,Makita 4350FCTWJX/2 240v Jigsaw with LED Job light with Blades in Makpac,4350FCTWJX/2
94445,Bosch GSB18VEC1 18v Brushless Combi Drill 4.0Ah Li-Ion L-Boxx Kit,GSB18VEC1
30893,Makita B-10615 136mm x 20mm x 30T Specialized for Metal Cordless Circular Saw Blade,B-10615
80871,Metabo SB18LTXBL 18v Quick Brushless Combi Drill 2 x 5.2ah NEW DESIGN,SB18LTXBL
61816,Evolution Fasteners EVDBZ665 M6 x 65mm All Steel Ceiling Anchor Box of 100,EVDBZ665
81838,Metabo ASR25L SC 110v Wet & Dry Vacuum Dust Extractor,ASR25L SC 
35784,Sealey AP2408TTC08 Rollcab 8 Drawer with Ball Bearing Runners and 707pc Tool Kit,AP2408TTC08
26072,Makita DCL180Z 18v LXT Blue Vacuum Cleaner Bare Unit,DCL180Z
85093,Makita DJR185Z 18V Mini Recip Saw Bare Unit,DJR185Z
78757,Festool CT17EGB 240v Cleantec CT17 Vacuum/Dust Extractor,CT17EGB
85194,Makita HS300DZW 10.8v LXT White Circular Saw Bare Unit,HS300DZW
52331,Festool KS88 UG-Set GB 110v Kapex Sliding Compound Mitre Saw,KS88 UG-Set GB
24464,Bosch DLE40 Laser Range Finder Distance Measurer 40mtr,DLE40
92567,Bosch GAS 10.8 V-LI 10.8v Li-ion Vacuum Bare Unit GAS108,GAS 10.8 V-LI
93979,Festool DWC 18-2500 Li BASIC 18v Screwdriver Bare Unit in Systainer 2,DWC 18-2500 Li BASIC
31204,Sealey MIGHTYMIG210 Professional Gas/No-Gas MIG Welder 210Amp with Euro Torch,MIGHTYMIG210
17753,Metabo SXE450 TurboTec 240v 240v 150mm Disc Sander 350W,SXE450 TurboTec 240v
85713,Milwaukee M12BIW38-202C M12 12v Compact 3/8in Impact Wrench 2 x 2.0ah,M12BIW38-202C
28639,Makita BFS451Z 18v LXT Li-ion Variable Speed Drywall Screwdriver Bare Unit,BFS451Z
114058,Festool FSK250 250mm Cross Cutting Guide Rail for HKC 55,FSK250
53048,Festool KS88 UG-Set GB 240v Kapex Sliding Compound Mitre Saw,KS88 UG-Set GB
27139,Bosch GBH228DFV 240v SDS Drill with Quick Change Chuck In L-Boxx,GBH228DFV
85625,Hitachi DH28PXL 110v 850 Watt SDS Plus Rotary Hammer Drill,DH28PXL
24567,Bosch GSH27VC2 240v Demolition Hammer/Breaker 29Kg,GSH27VC2
85136,Bosch GSR10812.0AHBAT 10.8v Drill Driver 1 x 2.0ah Li-ion,GSR10812.0AHBAT
26588,Makita BFR550RFE 18v LXT Auto feed Screwdriver 2 x 3.0ah Li-ion,BFR550RFE
60822,Makita B-08551 190mm x 30mm x 60T Circular Saw Blade MAKForce,B-08551
24319,EVOLUTION EVO210MP 210mm Multipurpose Blade For Rage3-S / Rage3 S300,EVO210MP
93301,DeWalt DCB112 10.8v - 18v XR Compact Charger,DCB112
57679,Bosch GAS 35 M AFC 240v 1200w 35L Wet & Dry Extractor Vacuum,GAS 35 M AFC
55384,Panasonic EY0L82B31 10.8v - 28.8v Li-Ion Battery Charger,EY0L82B31
92161,Bosch LBOXX136 x 3 Pack of 3 LBOXX 136 Empty Carry Cases,LBOXX136 x 3
52486,Festool 583848 Mobile dust extractor - CTM26 E GB 240V,583848
94452,Bosch GOP108V-LI 10.8v Multi Tool 2 x 2.5ah L-Boxx and 36 Accessories,GOP108V-LI
26203,Makita JR3050T 240v Reciprocating Sabre Saw,JR3050T
94198,DeWalt DCB127X2 Pack of 2 10.8v 2.0Ah Li-Ion Batteries,DCB127X2
24539,Bosch GSB1622RE2 240v 1500W 2 Speed Impact Drill,GSB1622RE2
8482,Stanley STA033728 Fatmax Tape 8m 0 33 728,STA033728
31240,Sealey SM355CE Industrial Power Bandsaw 255mm,SM355CE
10803,Stanley STA043624 Fatmax Pro Box Beam Spirit Level 3 Vial 60cm,STA043624
85682,Milwaukee M18BH-402C 18v Compact SDS Hammer Drill 2 x 4.0ah Li-ion,M18BH-402C
52961,Festool SYS 5 TL Systainer 5 T-LOC,SYS 5 TL
55637,Bosch 1600z00038 18v 4.0Ah Li-ion Slide Battery,1600z00038
26572,Makita BTW450RFE 18v LXT 1/2in Impact Wrench 2 x 3.0ah Li-ion,BTW450RFE
26131,Makita 5604R 240v 165mm Circular Saw,5604R
57006,Stanley 1-95-833 Galvanised Metal Rolling Workshop,1-95-833
101549,Milwaukee M18CIW38-0 M18 Fuel 18v 3/8in Impact Wrench Bare Unit,M18CIW38-0
26202,Makita JR3050T 110v Reciprocating Saw / Sabre Saw,JR3050T
50073,Bosch GKS65GCE2 190mm Circular Saw 240v,GKS65GCE2
21589,DeWalt DEWS520K DWS520K Plunge Saw 240v,DEWS520K
50130,Stanley STA170713 Folding Saw Horse Twin Pack,STA170713
92663,Bosch GLI DeciLED NEW 10.8v Cordless LED Work Light Bare Unit,GLI DeciLED
8511,Stanley STA533896 FatMax Xtreme Tape Measure 10m / 33ft 5 33 896,STA533896
55772,Stanley STA033864 FatMax BA Magnetic Tape 5m,STA033864
9509,Stanley STA210122 Retractable Blade Heavy-Duty Titan Trimming Knife 2-10-122,STA210122
79156,Sealey PL301CW Steel Body Weatherproof Combination Padlock 42mm,PL301CW
24320,Evolution EVO230MP 230mm Multipurpose Blade For Rage230 Circular Saw,EVO230MP
56289,Makita B-09298 165mm x 20mm x 48T Specialized Plunge Saw Blade,B-09298
32453,Sealey AK9799 3 Piece T-Handle Tap Wrench Set,AK9799
60234,DeWalt DT10624 Extreme Framing Circular Saw Blade 165 x 20 x 24T,DT10624
60324,Makita B-07967 190mm x 30mm x 12T Circular Saw Blade Mforce,B-07967
57646,Stanley STA171180 FatMax Open Mouth Tool Bag,STA171180
70469,Makita 821552-6 MAKPAC Type 4 Connector Case,821552-6
8233,Stanley STA156001 Fatmax Anti Vibe Lump / Club Hammer 3lb 1-56-001,STA156001
51265,"Sealey AK5514 Impact Adaptor & Extension Bar Set 6pc 1/2"" Sq Drive",AK5514
50594,Festool FSV Connector Piece for Guide Rail FS1400,FSV
60232,DeWalt DT10300 Extreme Framing Circular Saw Blade 165 x 20 x 24T,DT10300
100213,Draper 3004AB 3/8In Drive 10 - 80Nm Torque Wrench,3004AB
4198,Stanley STA028641 Replacement Tungsten Carbide Blades (2) 0-28-641,STA028641
50962,Senco 39A35MP Duraspin 35mm Drywall to Wood Collated Screws,39A35MP
55636,Bosch 2607017034 7 Piece Brad Point Wood Drill Bit Set,2607017034
93100,Stanley XTHT0-33504 FatMax Pro Autolock Tape 8m/26ft,XTHT0-33504
24323,Evolution EVO305DIA 305mm Diamond Blade For Electric Disc Cutter,EVO305DIA
69843,Makita 141402-2 Empty Case for DHR242 DHR243 SDS Drill,141402-2
49000,Makita BL1013 LXT 10.8v 1.3AH Li-ion Battery,BL1013
30892,Makita B-10643 136mm x 20mm x 16T Specialized Cordless Circular Saw Blade,B-10643
21910,DeWalt DW728KN 240v Radial Arm Saw 350mm 2200w,DW728KN
88212,Metabo 657007000 New Large Heavy Duty Toolbag,657007000
26841,Bosch AL1130V 10.8v Li-Ion 30 Minute Charger,AL1130V
115165,Stanley STA510299 99E Retractable Blade Knife 3 x Carbide Blades,STA510299
6991,Irwin Quick-Grip Q/GXP6TWIN XP One Handed Clamp 6in Twin Pack,Q/GXP6TWIN
50964,Ox Tools P020905 Pro 5M Tape Measure,P020905
27062,Makita D-21200 17 Piece SDS Plus Drill Bit Set in Aluminium Case,D-21200
28631,DeWalt DCB105-GB XR Universal Battery Charger 10.8v 14.4v 18v,DCB105-GB
59149,Milwaukee HD28MS-32C 28v M28 Metal Circular Saw 2 x 3.0ah Li-ion,HD28MS-32C
8443,Stanley STA033887 FatMax XL Tape Rule 5m 0-33-887 Metric Only,STA033887
8444,Stanley STA033892 FatMax Xtreme Tape Measure 8m Metric Only,STA033892
50797,Festool SC FIS-CT MIDI/5 Self Clean Filter Bags for CTL Midi Pack of 5,SC FIS-CT MIDI/5
10670,Stabila STB81SREM Scaffold / Torpedo 250mm Magnetic Level,STB81SREM
94332,Festool FSZ120X2 Universal Pack of 4 120mm Adjustable Screw Clamps,FSZ120X2
8081,Stanley STA154022 Brick Hammer Anti-Vibe 20oz,STA154022
93605,Stanley 194745X4 4 Pack of SortMaster Organisers Set,194745X4
76147,Makita P-90249 100 Piece Trade Drill Driver Bit Accessory Set,P-90249
60393,Abus Security TVVR11002 1080p HD Action Sports Camera / Recorder,TVVR11002
100216,Draper TDS-28 28 Piece Metric Tap and HSS Drill Set,TDS-28
48944,Bahco CS150 Combination Square 150mm / 6in,CS150
33670,Sealey STW1012 Torque Wrench Micrometer Style 3/8in Sq Drive 2-24Nm,STW1012
49088,Makita PA12 12v 1.3ah NiCd Battery Pack,PA12
8502,Stanley STA033726 FatMax Tape 8m/26ft Tape Measure 0-33-726,STA033726
3293,Faithfull FAIALR Aluminium Landscape Rake Complete with Handle,FAIALR
90930,FEIN 92604165020 18v 4.0Ah Li-Ion Battery,92604165020
70024,Milwaukee 4932352314 Circular Saw Blade 165 x 15.8 x 40T,4932352314
93957,Axus Decor AXU/FKBS1 6pc Pro-Fill Stainless Steel Flexible Filling Tools,AXU/FKBS1
51065,Ox Tools P080120 Pro Claw Hammer 20oz,P080120
85101,Stanley FMHT1-51276 FatMax Antivibe All Steel Rip Claw Hammer 450g (16oz),FMHT1-51276
6396,Stanley STA193952 FatMax Technicians Toolbag,STA193952
93980,Festool DWC 18-4500Li BASIC 18v Cordless Screwdriver Bare Unit,DWC 18-4500Li BASIC
31162,Bosch LBOXX136 Empty Case Only Medium,LBOXX136
24598,Evolution CYCLONECOLLECT Cyclone Magnetic Swarf Collector,CYCLONECOLLECT
60953,Makita 821551-8 MAKPAC Type 3 Connector Case 396mm x 296mm x 210mm,821551-8
27614,Makita DC1414T 7.2v - 14.4v NiCd NiMh Charger,DC1414T
30888,Makita B-09167 165mm x 20mm x 24T Specialized Cordless Circular Saw Blade,B-09167
4102,Stanley STA426452 Maxi Orbital Wallpaper Scorer 4-26-452,STA426452
60479,Milwaukee HD18JSB-402C 18v Body Grip Cordless Jigsaw 2 x 4.0ah Li-Ion,HD18JSB-402C
90207,Hitachi WR18DSHL/JJ1 18V Impact Wrench 1 x 5.0Ah Li-Ion,WR18DSHL/JJ1
110581,Draper H68E Expert 1/2in Square Drive Quick Release Ratchet,H68E
6108,Stanley STA193935 Waterproof Toolbox 28in 193935,STA193935
94578,Makita P-51873 16 Piece Titanium HSS Drill Bit Set,P-51873
87074,Festool SB-TSC Chip Collection Bag For TSC55 and HKC55,SB-TSC
8503,Stanley STA130656N Tylon Pocket Tape 8m / 26ft - loose,STA130656N
60259,Stanley STA096230 FatMax Auto Wire Stripping Plier,STA096230
70959,Bosch AIZ20EC HCS Plunge Cutting Saw Blade 20 x 30mm 5pk,AIZ20EC
21541,DeWalt DCL510N 10.8v Cordless LED Flashlight / Torch - Bare Unit,DCL510N
85067,Bosch GOP300SCE 240v Machine Only in LBoxx,GOP300SCE
93094,Stanley 0-69-236 FatMax Hi Speed Ratchet Screwdriver,0-69-236
69637,"Makita 141354-7 Carry Case to fit DJR181, DJR182 Recip Saws",141354-7
50735,Stanley STA142131 Xtreme I-Beam Spirit Level 60cm 2ft,STA142131
27536,Faithfull FAIG8DT G Clamp Deep Throat 200mm (8 inch) Cap 85mm (3 inch),FAIG8DT
102513,Metabo 628065000 216mm x 30mm x 40T Circular Saw Blade,628065000
35265,Sealey AK713 Universal Hub Puller 1/2in Square Drive,AK713
90872,Trend D/LIFT/B Door and Board Lifter Swivel Base,D/LIFT/B
26604,Makita BC231UDZ 36v Brush Cutter / Strimmer Bare Unit,BC231UDZ
57725,Trend D/LIFT/A Door Lifter Jack A for Hanging or Removing Doors,D/LIFT/A
8979,Stanley STA484488 Fatmax Plier Set 3 Piece,STA484488
116723,Beta 18700120 230v 20L 1200w Wet and Dry Vacuum Cleaner,18700120
91304,Hitachi UB18DGL/L0 18v Work Light Body Only,UB18DGL/L0
60238,DeWalt DT10304-QZ Extreme Framing Circular Saw Blade 190 x 30 x 24T,DT10304-QZ
81258,Ox Tools P027501 Pro Spirit Level Bag holds 600mm 1200mm 1800mm Levels,P027501
109450,Draper TTX/SG/8/B Soft Grip T Handle TX-STAR Key Set 8 Piece,TTX/SG/8/B
55462,Makita D-21191 10 Piece SDS Plus Drill and Chisel Set,D-21191
24755,FEIN 63806183013 Profile Sanding Set,63806183013
24316,Evolution EVO185DIA 185mm Diamond Blade For Rage Saw,EVO185DIA
56200,Stanley 1-96-183 Open Tote Tool Bag 41cm / 16in,1-96-183
27603,Makita BML184 18v Li-ion Cordless Fluorescent Light Torch Bare Unit Only,BML184
10201,Stanley STA046151 Combination Square 300mm,STA046151
94772,DeWalt DT2445-QZ 12 Piece Recip Saw Blades Tough Set,DT2445-QZ
48245,Arbortech A17012 Allsaw Replacement Belt For AS170 / AS160,A17012
70466,Makita 821549-5 MAKPAC Type 1 Connector Case 396mm x 296mm x 105mm,821549-5
99652,Hitachi KTL1618/JJ4 18v Cordless 16 Piece Super Kit,KTL1618/JJ4
26725,DeWalt DEWDCL040 18v XR Li-ion Torch,DEWDCL040
16282,DeWalt DEWDT2059QZ Jigsaw Blades Progressor Tooth T Shank - 5pk,DEWDT2059QZ
60343,Makita B-09195 190mm x 30mm x 24T Specialized Cordless Circular Saw Blade,B-09195
55776,Stanley FMHT0-33868 FatMax BA Magnetic Tape 8m,FMHT0-33868
69730,Makita P-90358 60 Piece Drill and Bit PRO Accessory Set,P-90358
59326,Milwaukee KANGO 950S 110v Combi Breaker Hammer - SDS Max K950S,KANGO 950S 
47286,Faithfull FAIAS200W46 Adjustable Spanner Wide Mouth 46mm Cap 200mm,FAIAS200W46
30941,Makita P-71803 Heavyweight Leather Belt,P-71803
49142,Bosch AL1115CV 3.6v - 10.8v Li-ion 1 Hour Charger,AL1115CV
87088,Stanley STA913906 Tech 3 1/4in Drive Ratchet Bit Set 39 Piece,STA913906
48945,Bahco CS300 Combination Square 300mm / 12in,CS300
87076,Festool 500483 Drilling Dust Nozzle For BHC 18 D 27-BSD,500483
60235,DeWalt DT10640 Extreme Framing Circular Saw Blade 165 x 20 x 40T,DT10640
29097,Knipex KPX9914250 250mm High Leverage Concreters Nippers,KPX9914250
48977,Stanley STA197519 FatMax Shallow Pro Organiser,STA197519
55340,Hitachi DS18DSDL/JJ Drill Driver 2 x 5.0Ah Li-Ion 18V,DS18DSDL/JJ
47309,SPIT Pulsa 700P Cordless Gas Nailer 40 Pin Magazine,Pulsa 700P
102519,Forgefix WALLFIXKIT Wall Plug Fixing Kit Incuding Screws Plugs and Drill Bits,WALLFIXKIT
73100,Trend C/CHISEL Corner Chisel HSS,C/CHISEL
93213,DeWalt DT70535T-QZ Impact Torsion 2 x PZ2 50mm and Magnetic Screwlock,DT70535T-QZ
49390,Sealey PTS1 Pallet Truck Stop,PTS1
62064,Ox Tools P083010 10in 250mm Pro Claw Bar,P083010
19135,Stanley STA0TR150HL Heavy-Duty Staple Gun,STA0TR150HL
30733,Stanley STA811800 Carbide Knife Blades 50pk,STA811800
30886,Makita B-07901 165mm x 20mm x 16T Circular Saw Blade MForce,B-07901
90580,Sealey SSP76 Safety Goggles with Detachable Face Shield,SSP76
86969,Jack JAK880TUN14 880UN Universal Toolbox Saw 350mm (14in),JAK880TUN14
9543,Stanley STA811700 FatMax Utility Blade x 100,STA811700
93599,Supafix APX4 Ultra Strength Superglue Adhesive and Powders Kit,APX4
93098,Stanley XTHT0-33503 FatMax Pro Autolock Tape 5m/16ft,XTHT0-33503
38230,Sealey AK4929 3 Piece Socket Adaptor Power Tool Set,AK4929
92310,Bostitch FC30ML Fuel Cell for Cordless Gas Nailers GBT1850K and GFN1664 2 x 30ml,FC30ML
94552,Makita P-90227 50 Piece Trade Drill Driver Bit Accessory Set,P-90227
91638,"Milwaukee 48324511 152mm 6"" Shockwave Magnetic Bit Holder",48324511
50817,Festool FS-SP 1400 Splinter guard FS-SP1400/T,FS-SP 1400
108660,Draper A4/L 500cc Heavy Duty Lever Grease Gun,A4/L
102266,Makita 346449-3+251314-2 Belt Clip Hook with Screw,346449-3+251314-2
109442,Draper RCT Expert 220mm Ratchet Action Terminal Crimping Tool,RCT
33739,Sealey WR01 Sharks Teeth Spanner Rack 2pc,WR01
26573,Makita BTP130RFE 14.4v LXT Combi Impact Multi Drill 2 x 3.0ah,BTP130RFE
89112,Stanley 1-92-065 Metal Latch Tool Box 16in,1-92-065
101787,Makita UR3000/2 230v 450W 300mm Electric Line Trimmer,UR3000/2
8475,Stanley STA130696N Tylon Pocket Tape 5m/16ft loose, STA130696N
24551,Bosch GSR625TE1 110v Screwdriver with Depth Stop,GSR625TE1
109448,Draper THDH/MM/B 10 piece Metric T-Handle Hexagon Key Set,THDH/MM/B
12134,Stanley STA194650 Socket Set 20pc 1/2in Drive,STA194650
91558,Hitachi CM75EAP 12 Inch 305mm Petrol Disc Cutter,CM75EAP
16344,DeWalt DT1159QZ Construction Circular Saw Blade 250 x 30 x 48t,DT1159QZ
