"code","ean","name","brand","model","category"
10001938,"8019190100102","MARTELLO CARPENTIERE KAPRIOL 300gr MANICO LEGNO","KAPRIOL",,"Tools"
10001937,"8019190107910","MARTELLINA MALEPEGGIO KAPRIOL 400gr MANICO BIMATERIALE","KAPRIOL",,"Tools"
10001936,"8019190107903","MARTELLINA MALEPEGGIO KAPRIOL 400gr MANICO LEGNO","KAPRIOL",,"Tools"
10001934,"8019190107101","MARTELLINA MURATORE KAPRIOL 500gr MANICO LEGNO","KAPRIOL",,"Tools"
10001933,"8019190102854","MARTELLO FALEGNAME KAPRIOL 500gr MANICO BIMATERIALE","KAPRIOL",,"Tools"
10001932,"8019190102878","MARTELLO FALEGNAME KAPRIOL 300gr MANICO BIMATERIALE","KAPRIOL",,"Tools"
10001931,"8019190102861","MARTELLO FALEGNAME KAPRIOL 160gr MANICO BIMATERIALE","KAPRIOL",,"Tools"
10001930,"8019190255703","STRETTOIO KAPRIOL DA FALEGNAME 800mm","KAPRIOL",,"Tools"
10001929,"8019190255505","STRETTOIO KAPRIOL DA FALEGNAME 600mm","KAPRIOL",,"Tools"
10001928,"8019190255307","STRETTOIO KAPRIOL DA FALEGNAME 400mm","KAPRIOL",,"Tools"
10001927,"8019190208501","TAGLIABULLONI KAPRIOL 750mm CHROME VANADIUM","KAPRIOL",,"Tools"
10001926,"8019190208402","TAGLIABULLONI KAPRIOL 650mm CHROME VANADIUM","KAPRIOL",,"Tools"
10001925,"8019190208303","TAGLIABULLONI KAPRIOL 480mm CHROME VANADIUM","KAPRIOL",,"Tools"
10001924,"8019190208259","TAGLIABULLONI KAPRIOL 350mm CHROME VANADIUM","KAPRIOL",,"Tools"
10001923,"8019190208235","TAGLIABULLONI KAPRIOL 210mm MIGNON CHROME VANADIUM","KAPRIOL",,"Tools"
10002152,"8019190285649","GREMBIULE NEGEV KAPRIOL TAGLIA XXL","KAPRIOL",,"Tools"
10002161,"8019190281924","TUTA USA E GETTA KAPRIOL TAGLIA XXL","KAPRIOL",,"Tools"
10002160,"8019190281917","TUTA USA E GETTA KAPRIOL TAGLIA XL","KAPRIOL",,"Tools"
10002159,"8019190281900","TUTA USA E GETTA KAPRIOL TAGLIA L","KAPRIOL",,"Tools"
10002158,"8019190281818","COMPLETO IMPERMEABILE RAIN  KAPRIOL XXL COLORE GIALLO","KAPRIOL",,"Tools"
10002157,"8019190281801","COMPLETO IMPERMEABILE RAIN  KAPRIOL XL COLORE GIALLO","KAPRIOL",,"Tools"
10002156,"8019190285748","TUTA GOBI  KAPRIOL TAGLIA XXL","KAPRIOL",,"Tools"
10002155,"8019190285731","TUTA GOBI  KAPRIOL TAGLIA XL","KAPRIOL",,"Tools"
10002154,"8019190285724","TUTA GOBI  KAPRIOL TAGLIA L","KAPRIOL",,"Tools"
10002153,"8019190285717","TUTA GOBI  KAPRIOL TAGLIA M","KAPRIOL",,"Tools"
10002151,"8019190285632","GREMBIULE NEGEV KAPRIOL TAGLIA XL","KAPRIOL",,"Tools"
10002150,"8019190285625","GREMBIULE NEGEV KAPRIOL TAGLIA L","KAPRIOL",,"Tools"
10002149,"8019190285618","GREMBIULE NEGEV KAPRIOL TAGLIA M","KAPRIOL",,"Tools"
10002143,"8019190282686","GIUBBETTO SAVANA KAPRIOL TAGLIA XXL COLORE BLU","KAPRIOL",,"Tools"
10002142,"8019190282679","GIUBBETTO SAVANA KAPRIOL TAGLIA XL COLORE BEIGE/BLU","KAPRIOL",,"Tools"
10002141,"8019190282662","GIUBBETTO SAVANA KAPRIOL TAGLIA L COLORE BEIGE/BLU","KAPRIOL",,"Tools"
10002140,"8019190282655","GIUBBETTO SAVANA KAPRIOL TAGLIA M COLORE BEIGE/BLU","KAPRIOL",,"Tools"
10002138,"8019190283232","SALOPETTE KALAHARI KAPRIOL TAGLIA XXL COLORE BIANCO","KAPRIOL",,"Tools"
10002137,"8019190283225","SALOPETTE KALAHARI KAPRIOL TAGLIA XL COLORE BIANCO","KAPRIOL",,"Tools"
10002136,"8019190283218","SALOPETTE KALAHARI KAPRIOL TAGLIA L COLORE BIANCO","KAPRIOL",,"Tools"
10002135,"8019190283201","SALOPETTE KALAHARI KAPRIOL TAGLIA M COLORE BIANCO","KAPRIOL",,"Tools"
10002120,"8019190283331","PANTALONI TENERE' KAPRIOL TAGLIA XXL COLORE BEIGE/BLU","KAPRIOL",,"Tools"
10002119,"8019190283324","PANTALONI TENERE' KAPRIOL TAGLIA XL COLORE BEIGE/BLU","KAPRIOL",,"Tools"
10002118,"8019190314417","PANTALONI TENERE' KAPRIOL TAGLIA L COLORE BEIGE/BLU","KAPRIOL",,"Tools"
10002117,"8019190314400","PANTALONI TENERE' KAPRIOL TAGLIA M COLORE BEIGE/BLU","KAPRIOL",,"Tools"
10002116,"8019190283294","PANTALONI TENERE' KAPRIOL TAGLIA S COLORE BEIGE/BLU","KAPRIOL",,"Tools"
10002114,"8019190237501","FRUSTA 10x68mm KAPRIOL PER ALTA VISCOSITA'","KAPRIOL",,"Tools"
10002113,"8019190237006","FRUSTA  8x50mm KAPRIOL PER BASSA VISCOSITA'","KAPRIOL",,"Tools"
10002112,"8019190328216","COLTELLINO MULTIUSO KAPRIOL","KAPRIOL",,"Tools"
10002110,"8019190328261","CUTTER 18mm KAPRIOL LAMA A SETTORI","KAPRIOL",,"Tools"
10002109,"8019190233299","RASCHIETTO 150x150mm KAPRIOL CON MANICO LAMA IN ACCIAIO MANICO LEGNO","KAPRIOL",,"Tools"
10002108,"8019190231974","RASCHIETTO TRIANGOLARE 80mm KAPRIOL IN ACCIAIO MANICO IN TERMOPLASTICO","KAPRIOL",,"Tools"
10002106,"8019190231875","SPATOLA 200mm KAPRIOL DENTE 10x10 PER COLLA ACCIAIO TEMPRATO MANICO LEGNO","KAPRIOL",,"Tools"
10002105,"8019190231929","SPATOLA 200mm KAPRIOL DENTE 3x1,6 PER COLLA ACCIAIO TEMPRATO MANICO LEGNO","KAPRIOL",,"Tools"
10002104,"8019190231912","SPATOLA 200mm KAPRIOL DENTE 4x2,5 PER COLLA ACCIAIO TEMPRATO MANICO LEGNO","KAPRIOL",,"Tools"
10002103,"8019190231868","SPATOLA 200mm KAPRIOL PER COLLA ACCIAIO TEMPRATO MANICO LEGNO","KAPRIOL",,"Tools"
10002134,"8019190283195","SALOPETTE KALAHARI KAPRIOL TAGLIA S COLORE BIANCO","KAPRIOL",,"Tools"
10002102,"8019190231851","SPATOLA 140mm KAPRIOL PER COLLA ACCIAIO TEMPRATO MANICO LEGNO","KAPRIOL",,"Tools"
10002101,"8019190232223","SPATOLA 140mm KAPRIOL PER RASATURA ACCIAIO TEMPRATO MANICO LEGNO","KAPRIOL",,"Tools"
10002100,"8019190232186","SPATOLA 120mm KAPRIOL PER RASATURA ACCIAIO TEMPRATO MANICO LEGNO","KAPRIOL",,"Tools"
10038911,"8014249329428","CUNEO DI ESPLORAZIONE 9,5x100mm KRINO PER CORONE PERFORAZIONE","KRINO",,"Tools"
10038910,"8014249328902","PUNTA PILOTA 12x135mm KRINO PER CORONE PERFORAZIONE","KRINO",,"Tools"
10038909,"8014249328896","ATTACCO SDS MAX 600mm KRINO PER CORONE PERFORAZIONE PER EDILIZIA","KRINO",,"Tools"
10038908,"8014249328889","ATTACCO SDS MAX 450mm KRINO PER CORONE PERFORAZIONE PER EDILIZIA","KRINO",,"Tools"
10038907,"8014249328810","CORONE PERFORAZIONE 150mm KRINO ATTACCO FILO A MOLLA PER EDILIZIA","KRINO",,"Tools"
10038906,"8014249328803","CORONE PERFORAZIONE 125mm KRINO ATTACCO FILO A MOLLA PER EDILIZIA","KRINO",,"Tools"
10038905,"8014249328780","CORONE PERFORAZIONE KRINO 100 mm X EDILI ATTACCO FILO A MOLLA PER EDILIZIA","KRINO",,"Tools"
10038904,"8014249328773","CORONE PERFORAZIONE 90mm KRINO ATTACCO FILO A MOLLA PER EDILIZIA","KRINO",,"Tools"
10038903,"8014249328766","CORONE PERFORAZIONE 80mm KRINO ATTACCO FILO A MOLLA PER EDILIZIA","KRINO",,"Tools"
10038902,"8014249328735","CORONE PERFORAZIONE 60mm KRINO ATTACCO FILO A MOLLA PER EDILIZIA","KRINO",,"Tools"
10038901,"8014249279211","KIT IDRAULICI KRINO 6 TAZZE 19-57mm","KRINO",,"Tools"
10038900,"8014249279150","KIT ELETTRICISTA KRINO 6 TAZZE 16-51 mm+","KRINO",,"Tools"
10038623,"8014249035435","FRESA A TAZZA 50mm KRINO HSS PER FERRO METALLI","KRINO",,"Tools"
10038622,"8014249035381","FRESA A TAZZA 45mm KRINO HSS PER FERRO METALLI","KRINO",,"Tools"
10038621,"8014249035336","FRESA A TAZZA 40mm KRINO HSS PER FERRO METALLI","KRINO",,"Tools"
10038620,"8014249035282","FRESA A TAZZA 35mm KRINO HSS PER FERRO METALLI","KRINO",,"Tools"
10038619,"8014249035237","FRESA A TAZZA 30mm KRINO HSS PER FERRO METALLI","KRINO",,"Tools"
10038618,"8014249035213","FRESA A TAZZA 28mm KRINO HSS PER FERRO METALLI","KRINO",,"Tools"
10038617,"8014249035183","FRESA A TAZZA 25mm KRINO HSS PER FERRO METALLI","KRINO",,"Tools"
10038616,"8014249035152","FRESA A TAZZA 22mm KRINO HSS PER FERRO METALLI","KRINO",,"Tools"
10038615,"8014249035138","FRESA A TAZZA 20mm KRINO HSS PER FERRO METALLI","KRINO",,"Tools"
10038614,"8014249035114","FRESA A TAZZA 18mm KRINO HSS PER FERRO METALLI","KRINO",,"Tools"
10038613,"8014249027850","GIRAMASCHI DA 2 A 10mm  KRINO G.3 ESTENSIBILE","KRINO",,"Tools"
10038603,"8014249071792","MASCHI A MACCHINA KRINO 14x2mm HSS PER FORI PASSANTI","KRINO",,"Tools"
10038602,"8014249071785","MASCHI A MACCHINA KRINO 14x2mm HSS PER FORI PASSANTI","KRINO",,"Tools"
10038601,"8014249071761","MASCHI A MACCHINA KRINO 12x1,75mm HSS PER FORI PASSANTI","KRINO",,"Tools"
10038600,"8014249033158","MASCHI A MACCHINA KRINO 10x1,5mm HSS PER FORI PASSANTI","KRINO",,"Tools"
10038599,"8014249033141","MASCHI A MACCHINA KRINO 8x1,25mm HSS PER FORI PASSANTI","KRINO",,"Tools"
10038598,"8014249033134","MASCHI A MACCHINA KRINO 6x1mm HSS PER FORI PASSANTI","KRINO",,"Tools"
10038597,"8014249033127","MASCHI A MACCHINA KRINO 5x0,8mm HSS PER FORI PASSANTI","KRINO",,"Tools"
10038596,"8014249033110","MASCHI A MACCHINA KRINO 4x0,7mm HSS PER FORI PASSANTI","KRINO",,"Tools"
10038595,"8014249033103","MASCHI A MACCHINA KRINO 3x0,5mm HSS PER FORI PASSANTI","KRINO",,"Tools"
10038683,"8014249387725","SET 10 CHIAVI BUSSOLA KRINO CON MAGNETE","KRINO",,"Tools"
10038682,"8014249387565","MANDRINO ANGOLARE A 90Â° KRINO INNESTO MAGNETICO","KRINO",,"Tools"
10038681,"8014249380672","INSERTO PER CARTONGESSO KRINO 50mm","KRINO",,"Tools"
10038680,"8014249426790","5 INSERTI ESAGONALI 8mm TORX KRINO 25mm","KRINO",,"Tools"
10038679,"8014249426783","5 INSERTI ESAGONALI 6mm TORX KRINO 25mm","KRINO",,"Tools"
10038678,"8014249426776","5 INSERTI ESAGONALI 5mm TORX KRINO 25mm","KRINO",,"Tools"
10038677,"8014249426769","5 INSERTI ESAGONALI 4mm TORX KRINO 25mm","KRINO",,"Tools"
10038676,"8014249426752","5 INSERTI ESAGONALI 3mm TORX KRINO 25mm","KRINO",,"Tools"
10038675,"8014249426684","5 INSERTI TORX T40 KRINO 50mm","KRINO",,"Tools"
10038674,"8014249426677","5 INSERTI TORX T30 KRINO 50mm","KRINO",,"Tools"
10038673,"8014249426653","5 INSERTI TORX T50 KRINO 25mm","KRINO",,"Tools"
10038672,"8014249426646","5 INSERTI TORX T40 KRINO 25mm","KRINO",,"Tools"
10038671,"8014249426639","5 INSERTI TORX T30 KRINO 25mm","KRINO",,"Tools"
10038670,"8014249426615","5 INSERTI TORX T25 KRINO 25mm","KRINO",,"Tools"
10038669,"8014249426608","5 INSERTI TORX T20 KRINO 25mm","KRINO",,"Tools"
10038668,"8014249426530","5 INSERTI PZ 2 KRINO 100mm","KRINO",,"Tools"
10038667,"8014249426523","5 INSERTI PZ 1 KRINO 100mm","KRINO",,"Tools"
10038666,"8014249426516","5 INSERTI PZ 3 KRINO 50mm","KRINO",,"Tools"
10038665,"8014249426509","5 INSERTI PZ 2 KRINO 50mm","KRINO",,"Tools"
10038664,"8014249426493","5 INSERTI PZ 1 KRINO 50mm","KRINO",,"Tools"
10038663,"8014249426486","5 INSERTI PZ 3 KRINO 25mm","KRINO",,"Tools"
10038662,"8014249426479","5 INSERTI PZ 2 KRINO 25mm","KRINO",,"Tools"
10038661,"8014249426462","5 INSERTI PZ 1 KRINO 25mm","KRINO",,"Tools"
10038660,"8014249426455","5 INSERTI PH 2 KRINO 100mm","KRINO",,"Tools"
10038659,"8014249426448","5 INSERTI PH 1 KRINO 100mm","KRINO",,"Tools"
10038658,"8014249426431","5 INSERTI PH 3 KRINO 50mm","KRINO",,"Tools"
10038657,"8014249426424","5 INSERTI PH 2 KRINO 50mm","KRINO",,"Tools"
10038656,"8014249426417","5 INSERTI PH 1 KRINO 50mm","KRINO",,"Tools"
10038655,"8014249426400","5 INSERTI PH 3 KRINO 25mm","KRINO",,"Tools"
10038654,"8014249426394","5 INSERTI PH 2 KRINO 25mm","KRINO",,"Tools"
10038653,"8014249426387","5 INSERTI PH 1 KRINO 25mm","KRINO",,"Tools"
10038652,"8014249426721","5 INSERTI TAGLIO 1,2x8mm KRINO 25mm","KRINO",,"Tools"
10038651,"8014249426714","5 INSERTI TAGLIO 0,8x5mm KRINO 25mm","KRINO",,"Tools"
10038650,"8014249426806","5 INSERTI TAGLIO 0,6x4mm KRINO 25mm","KRINO",,"Tools"
10038649,"8014249426691","5 INSERTI TAGLIO 0,5x3mm KRINO 25mm","KRINO",,"Tools"
10038648,"8014249378846","CHIAVI BUSSOLA CON MAGNETE KRINO 13x45mm","KRINO",,"Tools"
10038647,"8014249378839","CHIAVI BUSSOLA CON MAGNETE KRINO 10x45mm","KRINO",,"Tools"
10038646,"8014249378822","CHIAVI BUSSOLA CON MAGNETE KRINO 8x45mm","KRINO",,"Tools"
10038645,"8014249378815","CHIAVI BUSSOLA CON MAGNETE KRINO 7x45mm","KRINO",,"Tools"
10038644,"8014249387701","SET 3 ADATTATORI KRINO PER BUSSOLE 1/4x65-3/8x65-1/2x75mm","KRINO",,"Tools"
10038643,"8014249381242","ADATTATORI PER BUSSOLE 1/2x50mm KRINO","KRINO",,"Tools"
10038642,"8014249377207","ADATTATORI PER BUSSOLE 3/8x50mm KRINO","KRINO",,"Tools"
10038641,"8014249369219","ADATTATORI PER BUSSOLE 1/4x50mm KRINO","KRINO",,"Tools"
10038640,"8014249369684","PORTAINSERTI MANDRINO RAPIDO 1/4"" KRINO 60mm","KRINO",,"Tools"
10038639,"8014249368595","PORTAINSERTI CON MAGNETE 1/4"" KRINO 75mm","KRINO",,"Tools"
10038638,"8014249378754","PORTAINSERTI CON MAGNETE 1/4"" KRINO 50mm","KRINO",,"Tools"
10038899,"8014249291213","ALBERINO 32-210mm KRINO PER SEGA A TAZZA ATTACCO ESAGONALE","KRINO",,"Tools"
10038898,"8014249236559","ALBERINO 32-210mm KRINO PER SEGA A TAZZA ATTACCO RAPIDO","KRINO",,"Tools"
10038895,"8014249037576","SEGA A TAZZA 102mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038893,"8014249076131","SEGA A TAZZA 83mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038892,"8014249037422","SEGA A TAZZA 60mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038888,"8014249037378","SEGA A TAZZA 51mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038886,"8014249037316","SEGA A TAZZA 40mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038880,"8014249037309","SEGA A TAZZA 38mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038879,"8014249287797","ALBERINO PER SEGA A TAZZA KRINO 14-30mm ATTACCO ESAGONALE","KRINO",,"Tools"
10038878,"8014249236528","ALBERINO PER SEGA A TAZZA KRINO 14-30mm ATTACCO RAPIDO","KRINO",,"Tools"
10038877,"8014249075967","SEGA A TAZZA 30mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038876,"8014249037224","SEGA A TAZZA 25mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038875,"8014249037200","SEGA A TAZZA 22mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038874,"8014249037187","SEGA A TAZZA 20mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038873,"8014249037170","SEGA A TAZZA 19mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038872,"8014249037156","SEGA A TAZZA 16mm KRINO PLASTICA ACCIAIO GHISA","KRINO",,"Tools"
10038860,"8014249264019","FORETTI DIAMANTATI Ã˜ 14mm KRINO TAGLIO UMIDO","KRINO",,"Tools"
10038859,"8014249264002","FORETTI DIAMANTATI Ã˜ 12mm KRINO TAGLIO UMIDO","KRINO",,"Tools"
10038858,"8014249264026","FORETTI DIAMANTATI Ã˜ 10mm KRINO TAGLIO UMIDO","KRINO",,"Tools"
10038857,"8014249263982","FORETTI DIAMANTATI Ã˜ 8mm KRINO TAGLIO UMIDO","KRINO",,"Tools"
10038856,"8014249263975","FORETTI DIAMANTATI Ã˜ 6mm KRINO TAGLIO UMIDO","KRINO",,"Tools"
10038627,"8014249075196","FRESA A TAZZA 28mm KRINO HSS PER ACCIAIO INOX","KRINO",,"Tools"
10038626,"8014249036517","FRESA A TAZZA 25mm KRINO HSS PER ACCIAIO INOX","KRINO",,"Tools"
10038625,"8014249077480","FRESA A TAZZA 22mm KRINO HSS PER ACCIAIO INOX","KRINO",,"Tools"
10038624,"8014249075134","FRESA A TAZZA 20mm KRINO HSS PER ACCIAIO INOX","KRINO",,"Tools"
10038612,"8014249071983","MASCHI A MACCHINA KRINO 16x2mm HSS PER FORI CIECHI","KRINO",,"Tools"
10038611,"8014249071976","MASCHI A MACCHINA KRINO 14x2mm HSS PER FORI CIECHI","KRINO",,"Tools"
10038610,"8014249071969","MASCHI A MACCHINA KRINO 12x1,75mm HSS PER FORI CIECHI","KRINO",,"Tools"
10038609,"8014249033530","MASCHI A MACCHINA KRINO 10x1,5mm HSS PER FORI CIECHI","KRINO",,"Tools"
10038608,"8014249033523","MASCHI A MACCHINA KRINO 8X1,25 mm HSS PER FORI CIECHI","KRINO",,"Tools"
10038607,"8014249033516","MASCHI A MACCHINA KRINO 6x1mm HSS PER FORI CIECHI","KRINO",,"Tools"
10038606,"8014249033509","MASCHI A MACCHINA KRINO 5x0,8mm HSS PER FORI CIECHI","KRINO",,"Tools"
10038605,"8014249033493","MASCHI A MACCHINA KRINO 4x0,7mm HSS PER FORI CIECHI","KRINO",,"Tools"
10038604,"8014249033486","MASCHI A MACCHINA KRINO 3x0,5mm HSS PER FORI CIECHI","KRINO",,"Tools"
10038637,"8014249036760","FRESA A TAZZA 50mm KRINO HSS PER ACCIAIO INOX","KRINO",,"Tools"
10038634,"8014249036661","FRESA A TAZZA 40mm KRINO HSS PER ACCIAIO INOX","KRINO",,"Tools"
10038633,"8014249036616","FRESA A TAZZA 35mm KRINO HSS PER ACCIAIO INOX","KRINO",,"Tools"
10038631,"8014249075219","FRESA A TAZZA 30mm KRINO HSS PER ACCIAIO INOX","KRINO",,"Tools"
10038757,"7640110692615","LIVELLA LASER 3 PUNTI LEICA AUTOLIVELLANTE PER INTERNO RAGGIO 30m","LEICA",61005,"Tools"
10038070,"8001066000388","CALIBRO 150mm ACCIAIO INOX","LEICA",38,"Tools"
10038069,"7640110692806","MISURATORE LASER LEICA FINO A 70m RACER","LEICA",61002,"Tools"
10031531,"7640110692578","LIVELLA LASER LEICA ROTANTE ROTEO 25HV CAMPO D'AZIONE 3 m PRECISIONE +/- 3mm A 30m","LEICA",60731,"Tools"
10031527,"7640110692639","LIVELLA LASER LEICA LINO 5 PUNTI CROCE A 18Â° 3 BATTERIE","LEICA",60730,"Tools"
10031521,"7640110690888","MISURATORE LASER LEICA FINO A 200m CON TELECAMERA","LEICA",60995,"Tools"
10016117,"7640110690765","MISURATORE LASER LEICA FINO A 60m","LEICA",60994,"Tools"
10037926,"0088381630832","TRAPANO BATTENTE 10,8V MAKITA HP330DWE BATTERIA LITIO 1,3Ah PESO: 1,1 kg","MAKITA","HP330DWE","Tools"
10036481,"0088381606486","TASSELLATORE 720W MAKITA HR2300 0-4600 COLPI/MIN PESO: 2,7kg","MAKITA","HR2300","Tools"
10029628,"8838109467217","TRAPANO BATTENTE 18V MAKITA BHP453RHE BATTERIA LITIO 1,5 Ah PESO: 1,6 kg","MAKITA","BHP453RHE","Tools"
10029626,"0088381092371","TRAPANO BATTENTE 12V MAKITA 8271DWPE 2 BATTERIE Ni-CD 1,3Ah PESO: 1,6 kg","MAKITA","8271DWPE","Tools"
10029625,"0088381094719","TRAPANO AVITATORE 14,4V MAKITA BDF343RHE BATTERIA LITIO 1,3Ah PESO: 1,3 kg","MAKITA","BDF343RHE","Tools"
10029623,"0088381097314","TRAPANO AVVITATORE 10,8V MAKITA DF330DWE BATTERIA LITIO 1,3Ah PESO: 1 kg","MAKITA","DF330DWE","Tools"
10029616,"0088381605311","DEMOLITORE 1100W MAKITA 7,6J HM0870C 1100-2650 COLPI/MIN PESO: 5,1 kg","MAKITA","HM0870C","Tools"
10029609,"0088381043267","TRAPANO 720W MAKITA HP2051 0-2900 GIRI/MIN PESO: 2,5kg","MAKITA","HP2051","Tools"
10029607,"0088381096638","TRAPANO 680W MAKITA HP1641 0-2800 GIRI/MIN PESO: 1,9kg","MAKITA","HP1641","Tools"
10029629,"0088381080613","SEGHETTO ALTERNATIVO 580W MAKITA 4350T 0-2800 GIRI/MIN PESO: 2,8kg","MAKITA","4350T","Tools"
10029634,"0088381636254","SMERIGLIATRICE 840W MAKITA 115mm 9557HNG 11000 GIRI/MIN PESO: 2 kg","MAKITA","9557HNG","Tools"
10014952,"0088381068130","SMERIGLIATRICE 2200W MAKITA 230mm GA9020 6600 GIRI/MIN PESO: 4,3kg","MAKITA","GA9020","Tools"
10018333,"0088381081566","DEMOLITORE SCALPELLATORE 1050W MAKITA HR4002","MAKITA","HR4002","Tools"
10029630,"0088381038669","SEGA CIRCOLARE 1200W MAKITA LAMA 190mm 4900 GIRI/MIN PESO: 4,9kg","MAKITA","5704R","Tools"
10038587,"0088381342728","BATTERIA 18V MAKITA BL1815 LITIO 1,3Ah","MAKITA",1945132,"Tools"
10038586,"0088381371544","BATTERIA 18V MAKITA BL1415 LITIO 1,1Ah","MAKITA",1954545,"Tools"
10038585,"0088381346290","BATTERIA 14,4V MAKITA BL1415 LITIO 1,3Ah","MAKITA",1945580,"Tools"
10038583,"0088381371520","BATTERIA 14,4V MAKITA BL1411G LITIO 1,1Ah","MAKITA",1954529,"Tools"
10038582,"0088381348553","BATTERIA  10,8V MAKITA BL1013 LITIO 1,5Ah","MAKITA",1945506,"Tools"
10029517,"0088381189866","BATTERIA 12V MAKITA BATTERIA Ni-CD 1,3Ah","MAKITA",1939816,"Tools"
10028927,"0088381611695","TRAPANO AVVITATORE 12V MAKITA 6270DWP 1 BATTERIA","MAKITA","6270DWP","Tools"
10014641,"0088381091909","TRAPANO AVVITATORE 12V MAKITA 6271DWPE 2 BATTERIE","MAKITA","6271DWPE","Tools"
10014640,"0088381061773","SMERIGLIATRICE MAKITA 115mm 9554HN","MAKITA","9554HNG","Tools"
10019743,"0088381081580","TASSELLATORE 710W MAKITA HR2230","MAKITA","HR2230","Tools"
10039153,"0088381612081","KIT TRAPANO 710W MAKITA HP1631 +SMERIGLIATRICE 720W GA4530 CON ACCESSORI","MAKITA","DK1154","Tools"
10036571,"0088381052993","TRAPANO A PERCUSSIONE 650W MAKITA HP1621 0-2800 GIRI/MIN PESO: 1,7kg","MAKITA","HP1621","Tools"
10036181,"0088381633109","KIT TRAPANO BATTENTE 18V MAKITA TD127 E MASSA BATTENTE 18V TD127 3 BATTERIE LITIO 1,1Ah","MAKITA","DK18015","Tools"
10036178,"0088381633093","KIT TRAPANO BATTENTE 14,4V MAKITA HP347 E MASSA BATTENTE14,4V TD126 3 BATTERIE LITIO 1,1Ah","MAKITA","DK1484","Tools"
10035858,"0088381042819","TASSELLATORE 780W MAKITA HR2450","MAKITA","HR2450","Tools"
10033131,"0088381020374","DEMOLITORE 1050W MAKITA SDS MAX HM1100C 9J 1300-2650 COLPI/MIN PESO: 6,1kg H 110cm","MAKITA","HM1100C","Tools"
10030233,"0088381616744","TRAPANO BATTENTE 14,4V MAKITA HP347DWE 2 BATTERIE","MAKITA","HP347DWE","Tools"
10030231,88381616683,"TRAPANO 14,4V MAKITA DF347DWE CON 2 BATTERIE LITIO 1Ah PESO 1,4 Kg","MAKITA","DF347DWE","Tools"
10030207,"0088381616836","TRAPANO BATTENTE 18V MAKITA DF347DWE 2 BATTERIE LITIO 1,1Ah PESO: 1,7kg","MAKITA","HP457DWE","Tools"
10030232,88381616782,"TRAPANO 18V MAKITA DF457DWE CON 2 BATTERIE LITIO 1Ah PESO: 1,7kg","MAKITA","DF457DWE","Tools"
10025595,"2000000029191","TRAPANO AVVITATORE 10,8V MAKITA","MAKITA",5037,"Tools"
10031012,"8023743009583","DISCO 200mm MONTOLIT PER GRES PORCELLANATO","MONTOLIT","CPS 201","Tools"
10031011,"8023743009576","DISCO 180mm MONTOLIT PER GRES PORCELLANATO","MONTOLIT","CPS 180","Tools"
10031010,"8023743014808","TAGLIAPIASTRELLE 1800W MONTOLIT DA CANTIERE 250x25,4mm MAX LUNGHEZZA TAGLIO 70 cm","MONTOLIT","970 T","Tools"
10031009,"8023743007558","TAGLIAPIASTRELLE 550W MONTOLIT CON DISCO 180x22,2mm","MONTOLIT","905 EV","Tools"
10031006,"8023743001013","TAGLIAPIASTRELLE 930mm MONTOLIT MASTERPIUMA","MONTOLIT","93P2","Tools"
10022742,"8023743001006","TAGLIAPIASTRELLE 750mm MONTOLIT MASTERPIUMA","MONTOLIT","75P2","Tools"
10022741,"8023743004137","TAGLIAPIASTRELLE 450mm MONTOLIT MINIPIUMA","MONTOLIT","43PB","Tools"
10017049,"8023743003734","TENAGLIA MONTOLIT PER MOSAICO PER PIASTRELLE DURISSIME E PIASTRELLE VETRIFICATE","MONTOLIT","55W","Tools"
10017048,"8023743000573","TENAGLIA MONTOLIT PIASTRELLE DURISSIME","MONTOLIT",55,"Tools"
10017047,"8023743000566","TENAGLIA MONTOLI BRANCHE REGOLABILI","MONTOLIT",54,"Tools"
10017046,"8023743000337","TENAGLIA MONTOLIT BRANCHE APERTE","MONTOLIT",33,"Tools"
10017043,"8023743007015","TAGLIAPIASTRELLE 360mm MONTOLIT","MONTOLIT","26A2","Tools"
10019272,"8023743003031","ROTELLA RICAMBIO TITANIUM MONTOLIT","MONTOLIT","243T","Tools"
10019271,"8023743000986","TAGLIAPIASTRELLE 520mm MONTOLIT MASTERPIUMA","MONTOLIT","52P2","Tools"
10017045,"8023743007022","TAGLIAPIASTRELLE  450mm MONTOLIT","MONTOLIT","43A2","Tools"
10030311,"8018539062286","GENERATORE 6770W PRAMAC POTENZA CONTINUA COP: 5800W MOTORE: 4 TEMPI BENZINA","PRAMAC","PMW 7000","Tools"
