,Brand,,,Model Number,Cost Price,Discontinued,NEW,All Best-seller,Ray-Ban Best-seller
,Ray-Ban,,,RB2132 901/58 52,64.56,NO,NO,YES,YES
,Ray-Ban,,,RB2132 901/58 55,64.56,NO,NO,YES,YES
,Ray-Ban,,,RB2132 902/58 52,64.56,NO,NO,YES,YES
,Ray-Ban,,,RB2132 902/58 55,64.56,NO,NO,YES,YES
,Ray-Ban,,,RB3445 002/58 61,64.56,NO,NO,NO,NO
,Ray-Ban,,,RB3445 002/58 64,64.56,NO,NO,NO,NO
,Ray-Ban,,,RB3479 001 58,64.56,NO,NO,NO,NO
,Ray-Ban,,,RB3498 029/T5 61,64.56,NO,NO,YES,YES
,Ray-Ban,,,RB3509 004/9A 63,64.56,NO,NO,NO,NO
,Ray-Ban,,,RB3538 187/9A 53,64.56,NO,NO,YES,YES
,Ray-Ban,,,RB4089 601/58 62,64.56,NO,NO,YES,YES
,Ray-Ban,,,RB4147 601/58 60,64.56,NO,NO,NO,NO
,Ray-Ban,,,RB4195 60158G 52,64.56,NO,NO,YES,YES
,Ray-Ban,,,RB4231 601S9A 65,64.56,NO,NO,NO,NO
,Ray-Ban,,,RB8301 002 56,64.56,NO,NO,NO,NO
,Ray-Ban,,,RB8301 002 59,64.56,NO,NO,NO,NO
,Ray-Ban,,,RB8351 622288 60,64.56,NO,NO,NO,NO
,Paul Smith,,,PM8234U 1421 51,64.89,NO,NO,NO,NO
,Michael Kors,,,MK5007 1043T5 59,64.92,NO,NO,NO,NO
,Michael Kors,,,MK5012 106922 59,64.92,NO,NO,NO,NO
,Dolce & Gabbana,,,DG4270 302087 55,65.18,NO,NO,NO,NO
,Dolce & Gabbana,,,DG6097 301683 58,65.18,NO,NO,NO,NO
,Oakley,,,OO9102 02 55,65.21,NO,NO,NO,NO
,Oakley,,,OO9208 17 38,65.73,NO,NO,NO,NO
,Prada Sport,,,PS 51QS DG01A1 60,65.76,NO,NO,NO,NO
,Prada Sport,,,PS 54RS 7AX5L0 56,65.76,NO,NO,NO,NO
,Hugo Boss,,,BOSS 0665/S V2Q 57,66.25,NO,NO,NO,NO
,Fendi,,,FF 0120/S MFQ 51,66.25,NO,NO,NO,NO
,Fendi,,,FF 0121/S MG1 51,66.25,NO,NO,NO,NO
,Fendi,,,FF 0150/S MIY 51,66.25,NO,NO,NO,NO
,Fendi,,,FF 0150/S TLG 51,66.25,NO,NO,NO,NO
,Fendi,,,FF 0150/S U4S 51,66.25,NO,NO,NO,NO
,Fendi,,,FF 0150/S U6W 51,66.25,NO,NO,NO,NO
,Giorgio Armani,,,AR5010 3037 54,67.59,NO,NO,NO,NO
,Giorgio Armani,,,AR7081 5429 53,67.59,NO,NO,NO,NO
,Giorgio Armani,,,AR7084 5434 52,67.59,NO,NO,NO,NO
,Giorgio Armani,,,AR7094 5017 52,67.59,NO,NO,NO,NO
,Prada,,,PR 10RV 1AB1O1 53,67.59,NO,NO,NO,NO
,Prada,,,PR 10RV 2AU1O1 53,67.59,NO,NO,NO,NO
,Prada,,,PR 10RV ROK1O1 53,67.59,NO,NO,NO,NO
,Prada,,,PR 16SV ROK1O1 52,67.59,NO,NO,NO,NO
,Prada,,,PR 22SV 2AU1O1 52,67.59,NO,NO,NO,NO
,Prada,,,PR 65QV QE31O1 53,67.59,NO,NO,NO,NO
,Prada,,,PR 65RV DHO1O1 53,67.59,NO,NO,NO,NO
,Oakley,,,OX8037 15 52,67.96,NO,NO,NO,NO
,SUPER by Retrosuperfuture,,,SUPER 180,68,NO,NO,YES,NO
,Ray-Ban,,,RB2132 601S78 52,68.16,NO,NO,YES,YES
,Ray-Ban,,,RB2132 601S78 55,68.16,NO,NO,YES,YES
,Ray-Ban,,,RB2132 894/76 52,68.16,NO,NO,YES,YES
,Ray-Ban,,,RB2140 901/58 50,68.16,NO,NO,YES,YES
,Ray-Ban,,,RB2140 901/58 54,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB2140 902/57 50,68.16,NO,NO,YES,YES
,Ray-Ban,,,RB3025 001/57 58,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB3025 001/58 55,68.16,NO,NO,YES,YES
,Ray-Ban,,,RB3025 001/58 58,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB3025 002/58 55,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB3025 002/58 58,68.16,NO,NO,YES,YES
,Ray-Ban,,,RB3025 002/58 62,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB3025 004/58 58,68.16,NO,NO,YES,YES
,Ray-Ban,,,RB3362 004/58 59,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB3532 001 50,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB4075 642/57 61,68.16,NO,NO,YES,YES
,Ray-Ban,,,RB4101 601/58 58,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB4105 601/58 50,68.16,NO,NO,YES,YES
,Ray-Ban,,,RB4105 601/58 54,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB4224 601S71 49,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB4224 894/73 49,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB4242 601S9A 49,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB8301 004/51 56,68.16,NO,NO,NO,NO
,Ray-Ban,,,RB8301 004/51 59,68.16,NO,NO,NO,NO
,Michael Kors,,,MK6025 30918H 60,68.53,NO,NO,NO,NO
,Michael Kors,,,MK6025 3092R1 60,68.53,NO,NO,NO,NO
,Michael Kors,,,MK6025 30946G 60,68.53,NO,NO,NO,NO
,Michael Kors,,,MK6025 310613 60,68.53,NO,NO,NO,NO
,Ralph Lauren,,,RL8141 5260T3 56,68.53,NO,NO,NO,NO
,Ralph Lauren,,,RL8141 5260T3 60,68.53,NO,NO,NO,NO
,Burberry,,,BE4206 355887 55,68.8,NO,NO,NO,NO
,Burberry,,,BE4206 355913 55,68.8,NO,NO,NO,NO
,Burberry,,,BE4206 35608G 55,68.8,NO,NO,NO,NO
,Burberry,,,BE4206 356213 55,68.8,NO,NO,NO,NO
,Dolce & Gabbana,,,DG4268 501/8G 52,68.8,NO,NO,NO,NO
,Dolce & Gabbana,,,DG4269 28886G 54,68.8,NO,NO,NO,NO
,Stella McCartney,,,SC0001S 001 52,69,NO,NO,NO,NO
,Stella McCartney,,,SC0001S 002 52,69,NO,NO,NO,NO
,Stella McCartney,,,SC0001S 003 52,69,NO,NO,NO,NO
,Stella McCartney,,,SC0002S 001 57,69,NO,NO,YES,NO
,Stella McCartney,,,SC0002S 002 57,69,NO,NO,YES,NO
,Stella McCartney,,,SC0002S 003 57,69,NO,NO,NO,NO
,Stella McCartney,,,SC0002S 004 57,69,NO,NO,NO,NO
,Police,,,SPL154N U28P 53,69,NO,NO,NO,NO
,Oakley,,,OO9102 50 55,69.06,NO,NO,NO,NO
,Oakley,,,OO9102 52 55,69.06,NO,NO,NO,NO
,Oakley,,,OO9102 69 55,69.06,NO,NO,YES,NO
,Oakley,,,OO9239 06 60,69.06,NO,NO,NO,NO
,Oakley,,,OO9262 10 57,69.06,NO,NO,NO,NO
,Oakley,,,OO9262 12 57,69.06,NO,NO,NO,NO
,Oakley,,,OO9265 07 53,69.19,NO,NO,NO,NO
,Prada Sport,,,PS 55QS UFI1C0 59,69.32,NO,NO,NO,NO
,SUPER by Retrosuperfuture,,,SUPER J5P,69.4,NO,NO,NO,NO
,SUPER by Retrosuperfuture,,,SUPER O1F,69.4,NO,NO,NO,NO
,Oakley,,,OO9208 04 38,69.58,NO,NO,NO,NO
,Oakley,,,OO9208 05 38,69.58,NO,NO,NO,NO
,Versace,,,VE4276 GB1/81 63,70.51,NO,NO,NO,NO
,Versace,,,VE4305Q 50664Q 54,70.51,NO,NO,NO,NO
,Versace,,,VE4305Q 514813 54,70.51,NO,NO,NO,NO
,Versace,,,VE4305Q GB1/11 54,70.51,NO,NO,NO,NO
,Versace,,,VE4305Q GB1/5A 54,70.51,NO,NO,NO,NO
,Versace,,,VE4309B 514813 57,70.51,NO,NO,NO,NO
,Versace,,,VE4309B GB1/11 57,70.51,NO,NO,NO,NO
,MIU MIU,,,MU 02OV 1AB1O1 54,70.67,NO,NO,NO,NO
,MIU MIU,,,MU 02OV 7S01O1 52,70.67,NO,NO,NO,NO
,MIU MIU,,,MU 02OV DHO1O1 54,70.67,NO,NO,NO,NO
,MIU MIU,,,MU 03OV UA51O1 51,70.67,NO,NO,NO,NO
,MIU MIU,,,MU 04LV 1AB1O1 52,70.67,NO,NO,NO,NO
,MIU MIU,,,MU 04LV HAN1O1 52,70.67,NO,NO,NO,NO
,MIU MIU,,,MU 06OV 1AB1O1 52,70.67,NO,NO,NO,NO
,MIU MIU,,,MU 06OV 7S01O1 52,70.67,NO,NO,NO,NO
,Ray-Ban,,,RB3025 004/78 55,71.77,NO,NO,NO,NO
,Ray-Ban,,,RB3025 004/78 58,71.77,NO,NO,YES,YES
,Ray-Ban,,,RB3478 004/78 63,71.77,NO,NO,YES,YES
,Ray-Ban,,,RB4179 601S9A 62,71.77,NO,NO,NO,NO
,Ray-Ban,,,RB4195 601S9A 52,71.77,NO,NO,NO,NO
,Ray-Ban,,,RB4207 601S9A 52,71.77,NO,NO,NO,NO
,Ray-Ban,,,RB4237 601S58 50,71.77,NO,NO,NO,NO
,Ray-Ban,,,RB4250 601S9A 52,71.77,NO,NO,NO,NO
,Ray-Ban,,,RB8313 001/51 58,71.77,NO,NO,NO,NO
,Ray-Ban,,,RB8351 62199A 60,71.77,NO,NO,NO,NO
,Giorgio Armani,,,AR6030 300171 60,71.79,NO,NO,NO,NO
,Giorgio Armani,,,AR6030 312273 60,71.79,NO,NO,NO,NO
,Giorgio Armani,,,AR6030 312387 60,71.79,NO,NO,NO,NO
,Giorgio Armani,,,AR8066 502987 56,71.79,NO,NO,NO,NO
,Giorgio Armani,,,AR8066 535880 56,71.79,NO,NO,NO,NO
,Prada,,,PR 02SS 1AB0A7 55,71.79,NO,NO,NO,NO
,Prada,,,PR 02SS 2AU4M1 55,71.79,NO,NO,NO,NO
,Prada,,,PR 02SS UEM3C2 55,71.79,NO,NO,NO,NO
,Prada,,,PR 09SS 2AU3D0 54,71.79,NO,NO,NO,NO
,Prada,,,PR 12SS 1AB0A7 53,71.79,NO,NO,NO,NO
,Prada,,,PR 12SS 2AU3D0 53,71.79,NO,NO,NO,NO
,Michael Kors,,,MK1006 1057R5 62,72.13,NO,NO,NO,NO
,Michael Kors,,,MK1006 105911 62,72.13,NO,NO,NO,NO
,MIU MIU,,,MU 53QS TWJ3E2 59,72.58,NO,NO,NO,NO
,Oakley,,,OO9135 09 56,73.03,NO,NO,NO,NO
,Oakley,,,OO9265 08 53,73.03,NO,NO,NO,NO
,Oakley,,,OO9272 07 55,73.03,NO,NO,NO,NO
,Oakley,,,OO9353 04 52,73.03,NO,NO,NO,NO
,Oakley,,,OX8034 09 53,73.44,NO,NO,NO,NO
,Oakley,,,OO4083 01 58,73.8,NO,NO,NO,NO
,Oakley,,,OO4107 01 60,73.8,NO,NO,NO,NO
,Alexander McQueen,,,AM0026O 001 50,74,NO,NO,NO,NO
,Alexander McQueen,,,AM0026O 002 50,74,NO,NO,NO,NO
,Alexander McQueen,,,AM0027O 001 47,74,NO,NO,NO,NO
,Alexander McQueen,,,AM0027O 003 47,74,NO,NO,NO,NO
,Alexander McQueen,,,AM0027O 004 47,74,NO,NO,NO,NO
,Alexander McQueen,,,AM0028O 001 49,74,NO,NO,NO,NO
,Alexander McQueen,,,AM0028O 002 49,74,NO,NO,NO,NO
,Alexander McQueen,,,AM0028O 005 49,74,NO,NO,NO,NO
,Giorgio Armani,,,AR5024J 3002 48,74.03,NO,NO,NO,NO
,Giorgio Armani,,,AR5024J 3003 50,74.03,NO,NO,NO,NO
,Giorgio Armani,,,AR7038 5042 54,74.03,NO,NO,NO,NO
,Giorgio Armani,,,AR7040 5089 46,74.03,NO,NO,NO,NO
,Giorgio Armani,,,AR7041 5026 53,74.03,NO,NO,NO,NO
,Dolce & Gabbana,,,DG3236 502 52,74.03,NO,NO,NO,NO
,Prada,,,PR 12SV UBK1O1 54,74.03,NO,NO,NO,NO
,Prada,,,PR 13SV UBO1O1 50,74.03,NO,NO,NO,NO
,Prada,,,PR 14RV TWC1O1 52,74.03,NO,NO,NO,NO
,Prada,,,PR 14SV NAI1O1 55,74.03,NO,NO,NO,NO
,Prada,,,PR 14SV UBM1O1 55,74.03,NO,NO,NO,NO
,Prada,,,PR 24SV 1AB1O1 53,74.03,NO,NO,NO,NO
,Prada,,,PR 24SV 2AU1O1 53,74.03,NO,NO,NO,NO
,Prada,,,PR 54SV 1AB1O1 54,74.03,NO,NO,NO,NO
,Prada,,,PR 54SV DHO1O1 52,74.03,NO,NO,NO,NO
,Prada,,,PR 55SV QE31O1 52,74.03,NO,NO,NO,NO
,Prada,,,PR 55SV UF51O1 52,74.03,NO,NO,NO,NO
,Prada,,,PR 55SV UF61O1 52,74.03,NO,NO,NO,NO
,Fendi,,,FF 0076/S DVU 56,75,NO,NO,NO,NO
,Fendi,,,FF 0124/S MQQ 52,75,NO,NO,NO,NO
,Fendi,,,FF 0125/S MQS 53,75,NO,NO,NO,NO
,Tom Ford,,,FT5397 001 49,75,NO,NO,NO,NO
,Tom Ford,,,FT5397 052 49,75,NO,NO,NO,NO
,Tom Ford,,,FT5401 001 49,75,NO,NO,NO,NO
,Tom Ford,,,FT5401 001 51,75,NO,NO,NO,NO
,Tom Ford,,,FT5401 052 49,75,NO,NO,NO,NO
,Tom Ford,,,FT5405 001 54,75,NO,NO,NO,NO
,Tom Ford,,,FT5405 052 54,75,NO,NO,NO,NO
,Ray-Ban,,,RB2140 11912X 50,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB2140 1193Z2 50,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB2140 119430 50,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB3025 112/4L 58,75.38,NO,NO,YES,YES
,Ray-Ban,,,RB3447 112/4L 50,75.38,NO,NO,YES,YES
,Ray-Ban,,,RB3447 112/P9 50,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB3532 001/68 47,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB3532 001/68 50,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB3532 001/Z2 47,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB3532 001/Z2 50,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB3532 003/30 47,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB3532 003/30 50,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB4179 601S82 62,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB4210 646/55 50,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB4211 646/55 56,75.38,NO,NO,NO,NO
,Ray-Ban,,,RB8313 003/40 58,75.38,NO,NO,NO,NO
,Persol,,,PO3127S 95/31 52,76.04,NO,NO,NO,NO
,Oakley,,,OO9188 16 59,77.01,NO,NO,NO,NO
,Oakley,,,OO9189 01 60,77.01,NO,NO,YES,NO
,Oakley,,,OO9236 06 60,77.01,NO,NO,NO,NO
,Oakley,,,OO9247 09 57,77.01,NO,NO,NO,NO
,Oakley,,,OO9263 08 63,77.01,NO,NO,YES,NO
,Oakley,,,OO9263 09 63,77.01,NO,NO,NO,NO
,Oakley,,,OO9264 05 57,77.01,NO,NO,NO,NO
,Oakley,,,OO9264 07 57,77.01,NO,NO,NO,NO
,Oakley,,,OO9295 07 59,77.01,NO,NO,NO,NO
,Oakley,,,OO9295 08 59,77.01,NO,NO,NO,NO
,Gucci,,,GG 1075/NS QXG 57,77.08,NO,NO,NO,NO
,Gucci,,,GG 3819/S KCL 55,77.08,NO,NO,NO,NO
,Gucci,,,GG 3819/S Y6C 55,77.08,NO,NO,NO,NO
,Gucci,,,GG 3820/S 056 54,77.08,NO,NO,NO,NO
,Gucci,,,GG 3820/S Y6C 54,77.08,NO,NO,NO,NO
,Oakley,,,OO4075 04 60,77.13,NO,NO,NO,NO
,Oakley,,,OO4086 01 61,77.65,NO,NO,NO,NO
,Oakley,,,OO4106 01 58,77.65,NO,NO,NO,NO
,Tom Ford,,,FT5294 056 48,78,NO,NO,NO,NO
,Hugo Boss,,,BOSS 0783/S 0PC 51,78.75,NO,NO,NO,NO
,Ray-Ban,,,RB2176 990 51,78.99,NO,NO,NO,NO
,Giorgio Armani,,,AR6032J 300187 55,79.34,NO,NO,NO,NO
,Giorgio Armani,,,AR6032J 300371 55,79.34,NO,NO,NO,NO
,Giorgio Armani,,,AR8067 5017R5 53,79.34,NO,NO,NO,NO
,Giorgio Armani,,,AR8067 509253 53,79.34,NO,NO,NO,NO
,Giorgio Armani,,,AR8067 544271 53,79.34,NO,NO,NO,NO
,Giorgio Armani,,,AR8068 501711 51,79.34,NO,NO,NO,NO
,Giorgio Armani,,,AR8068 508913 51,79.34,NO,NO,NO,NO
,Giorgio Armani,,,AR8068 54488E 51,79.34,NO,NO,NO,NO
,Giorgio Armani,,,AR8070 544613 58,79.34,NO,NO,NO,NO
,Michael Kors,,,MK1003 1003R5 58,79.34,NO,NO,YES,NO
,Prada,,,PR 01SS 2AU0B2 57,79.34,NO,NO,NO,NO
,Prada,,,PR 01SS SL32D0 57,79.34,NO,NO,NO,NO
,Prada,,,PR 03RS HAQ1X1 55,79.34,NO,NO,NO,NO
,Prada,,,PR 03SS 1AB0A7 54,79.34,NO,NO,NO,NO
,Prada,,,PR 03SS 2AU1X1 54,79.34,NO,NO,NO,NO
,Prada,,,PR 08OS 1AB0A7 57,79.34,NO,NO,YES,NO
,Prada,,,PR 08OS 2AU6S1 57,79.34,NO,NO,YES,NO
,Prada,,,PR 08RS 1AB0A7 57,79.34,NO,NO,NO,NO
,Prada,,,PR 08SS 2AU5J2 55,79.34,NO,NO,NO,NO
,Prada,,,PR 27NS 1AB3M1 55,79.34,NO,NO,YES,NO
,Prada,,,PR 27NS 2AU6S1 55,79.34,NO,NO,YES,NO
,Prada,,,PR 27OS 1AB3M1 54,79.34,NO,NO,YES,NO
,Prada,,,PR 27OS 2AU6S1 54,79.34,NO,NO,YES,NO
,MIU MIU,,,MU 07QS 1AB3HO 52,79.49,NO,NO,YES,NO
,MIU MIU,,,MU 07QS 7SO1LO 52,79.49,NO,NO,YES,NO
,MIU MIU,,,MU 07QS UAE4KO 52,79.49,NO,NO,NO,NO
,MIU MIU,,,MU 11OS HAN4M2 56,79.49,NO,NO,NO,NO
,MIU MIU,,,MU 50RS 1AB9K1 54,79.49,NO,NO,NO,NO
,MIU MIU,,,MU 50RS TKW4M2 54,79.49,NO,NO,NO,NO
,MIU MIU,,,MU 50RS UFA3F2 54,79.49,NO,NO,NO,NO
,MIU MIU,,,MU 50RS UFB9L1 54,79.49,NO,NO,NO,NO
,MIU MIU,,,MU 51RS UFD3H2 52,79.49,NO,NO,NO,NO
,MIU MIU,,,MU 51RS UFE2F0 52,79.49,NO,NO,NO,NO
,Prada Sport,,,PS 54RS 5AV5M0 56,79.99,NO,NO,NO,NO
,Prada Sport,,,PS 54RS ZVN5L2 56,79.99,NO,NO,NO,NO
,Prada Sport,,,PS 54RS ZVN5M2 56,79.99,NO,NO,NO,NO
,Prada Sport,,,PS 54RS ZVN5N0 56,79.99,NO,NO,NO,NO
,Tom Ford,,,FT5407 020 54,80,NO,NO,NO,NO
,Giorgio Armani,,,AR7010 5017 49,80.46,NO,NO,NO,NO
,Giorgio Armani,,,AR7010 5022 49,80.46,NO,NO,NO,NO
,Giorgio Armani,,,AR7023 5017 54,80.46,NO,NO,NO,NO
,Dolce & Gabbana,,,DG3241 2924 52,80.46,NO,NO,NO,NO
,Dolce & Gabbana,,,DG3248 2926 52,80.46,NO,NO,NO,NO
,Oakley,,,OO9264 08 57,80.84,NO,NO,NO,NO
,Oakley,,,OO4075 06 60,80.98,NO,NO,YES,NO
,Oakley,,,OO9266 05 59,80.98,NO,NO,NO,NO
,Hugo Boss,,,BOSS 0670/S 32U 54,81.25,NO,NO,NO,NO
,Fendi,,,FF 0085/S HJU 50,81.25,NO,NO,NO,NO
,Fendi,,,FF 0085/S HJV 50,81.25,NO,NO,NO,NO
,Fendi,,,FF 0085/S HK4 50,81.25,NO,NO,NO,NO
,Fendi,,,FF 0086/S HJU 53,81.25,NO,NO,NO,NO
,Fendi,,,FF 0086/S HK3 53,81.25,NO,NO,NO,NO
,Gucci,,,GG 1129/S QWP 56,81.25,NO,NO,NO,NO
,Gucci,,,GG 1130/S CVS 51,81.25,NO,NO,NO,NO
,Gucci,,,GG 1130/S QX6 51,81.25,NO,NO,NO,NO
,Chloe,,,CE704/S 035 54,82,NO,NO,NO,NO
,Chloe,,,CE704/S 208 54,82,NO,NO,NO,NO
,Chloe,,,CE704/S 315 54,82,NO,NO,NO,NO
,Paul Smith,,,PM4078S 503552 58,82.16,NO,NO,NO,NO
,Paul Smith,,,PM4078S 5035W4 58,82.16,NO,NO,NO,NO
,Paul Smith,,,PM4078S 50635C 58,82.16,NO,NO,NO,NO
,Ray-Ban,,,RB3507 136/N5 49,82.59,NO,NO,NO,NO
,Ray-Ban,,,RB3507 136/N5 51,82.59,NO,NO,YES,YES
,Ray-Ban,,,RB8307 002/N5 58,82.59,NO,NO,YES,YES
,MIU MIU,,,MU 07OV 1AB1O1 52,82.95,NO,NO,NO,NO
,MIU MIU,,,MU 07OV TKW1O1 52,82.95,NO,NO,NO,NO
,MIU MIU,,,MU 07OV TV11O1 52,82.95,NO,NO,NO,NO
,MIU MIU,,,MU 07OV UE21O1 52,82.95,NO,NO,NO,NO
,Hugo Boss,,,BOSS 0638/S HXJ 58,83.33,NO,NO,NO,NO
,Hugo Boss,,,BOSS 0638/S HXS 58,83.33,NO,NO,NO,NO
,Prada Sport,,,PS 55QS UEA5Y1 59,83.55,NO,NO,NO,NO
,Versace,,,VE4308B 108/13 54,83.94,NO,NO,NO,NO
,Versace,,,VE4308B GB1/11 54,83.94,NO,NO,YES,NO
,Saint Laurent,,,CLASSIC 8 004 57,84,NO,NO,NO,NO
,Oakley,,,OO9266 06 59,84.82,NO,NO,NO,NO
,Oakley,,,OO9208 13 38,84.94,NO,NO,NO,NO
,Hugo Boss,,,BOSS 0777/S RAJ 51,85.42,NO,NO,NO,NO
,Gucci,,,GG 3814/S LSD 53,85.42,NO,NO,NO,NO
,Gucci,,,GG 3817/S D28 55,85.42,NO,NO,NO,NO
,Alexander McQueen,,,AM0023S 001 53,86,NO,NO,NO,NO
,Alexander McQueen,,,AM0023S 003 53,86,NO,NO,NO,NO
,Alexander McQueen,,,AM0023S 004 53,86,NO,NO,NO,NO
,Alexander McQueen,,,AM0024S 001 50,86,NO,NO,NO,NO
,Alexander McQueen,,,AM0025S 001 57,86,NO,NO,NO,NO
,Alexander McQueen,,,AM0025S 002 57,86,NO,NO,NO,NO
,Alexander McQueen,,,AM0025S 005 57,86,NO,NO,NO,NO
,Stella McCartney,,,SC0006S 001 53,86,NO,NO,NO,NO
,Stella McCartney,,,SC0006S 002 53,86,NO,NO,NO,NO
,Stella McCartney,,,SC0006S 003 53,86,NO,NO,NO,NO
,Stella McCartney,,,SC0007S 001 54,86,NO,NO,NO,NO
,Stella McCartney,,,SC0007S 002 54,86,NO,NO,NO,NO
,Stella McCartney,,,SC0007S 003 54,86,NO,NO,NO,NO
,Saint Laurent,,,SL 37 001 58,86,NO,NO,NO,NO
,Saint Laurent,,,SL 37 002 58,86,NO,NO,NO,NO
,Saint Laurent,,,SL 51 001 50,86,NO,NO,NO,NO
,Saint Laurent,,,SL 51 004 50,86,NO,NO,NO,NO
,Ray-Ban,,,RB3422Q 001/M9 58,86.19,NO,NO,NO,NO
,Ray-Ban,,,RB8301 004/N8 59,86.19,NO,NO,NO,NO
,Ray-Ban,,,RB8313 004/N5 58,86.19,NO,NO,NO,NO
,Ray-Ban,,,RB8313 004/N5 61,86.19,NO,NO,YES,YES
,Ray-Ban,,,RB8316 002/N5 62,86.19,NO,NO,NO,NO
,MIU MIU,,,MU 06RS 1AB1A1 57,86.41,NO,NO,NO,NO
,MIU MIU,,,MU 06RS 7S01X1 57,86.41,NO,NO,NO,NO
,MIU MIU,,,MU 06RS TKW5J0 57,86.41,NO,NO,NO,NO
,MIU MIU,,,MU 06RS UE25J2 57,86.41,NO,NO,NO,NO
,MIU MIU,,,MU 07RS 1AB1A1 55,86.41,NO,NO,NO,NO
,MIU MIU,,,MU 07RS 7S01X1 55,86.41,NO,NO,NO,NO
,MIU MIU,,,MU 07RS TKW5J0 55,86.41,NO,NO,NO,NO
,MIU MIU,,,MU 10QS 1AB0A7 54,86.41,NO,NO,YES,NO
,MIU MIU,,,MU 10QS 1BO4M2 54,86.41,NO,NO,YES,NO
,MIU MIU,,,MU 10QS UA81L0 54,86.41,NO,NO,NO,NO
,MIU MIU,,,MU 13NS 1AB1A1 49,86.41,NO,NO,YES,NO
,MIU MIU,,,MU 13NS TKB6X1 49,86.41,NO,NO,NO,NO
,MIU MIU,,,MU 13NS UBB2D2 49,86.41,NO,NO,NO,NO
,Michael Kors,,,MK2015B 300511 58,86.56,NO,NO,NO,NO
,Michael Kors,,,MK2015B 308913 58,86.56,NO,NO,NO,NO
,Giorgio Armani,,,AR6030 312181 60,86.9,NO,NO,NO,NO
,Giorgio Armani,,,AR6031 300187 58,86.9,NO,NO,NO,NO
,Giorgio Armani,,,AR8045 533687 55,86.9,NO,NO,NO,NO
,Giorgio Armani,,,AR8045 545173 55,86.9,NO,NO,NO,NO
,Giorgio Armani,,,AR8056 50426G 59,86.9,NO,NO,NO,NO
,Prada,,,PR 05SS 1AB0A7 56,86.9,NO,NO,NO,NO
,Prada,,,PR 05SS 2AU3D0 56,86.9,NO,NO,NO,NO
,Prada,,,PR 05SS 7S04R2 56,86.9,NO,NO,NO,NO
,Prada,,,PR 05SS UAO4K1 56,86.9,NO,NO,NO,NO
,Prada,,,PR 05SS UFF2F1 56,86.9,NO,NO,NO,NO
,Prada,,,PR 05SS UFG4W1 56,86.9,NO,NO,NO,NO
,Prada,,,PR 13QS 1AB0A7 54,86.9,NO,NO,YES,NO
,Prada,,,PR 25RS 1AB0A7 55,86.9,NO,NO,NO,NO
,Prada,,,PR 25RS UED3H2 55,86.9,NO,NO,NO,NO
,Prada,,,PR 51RS 1BO0A7 60,86.9,NO,NO,NO,NO
,Prada,,,PR 51SS 1AB0A7 54,86.9,NO,NO,NO,NO
,Prada,,,PR 51SS 2AU4K0 54,86.9,NO,NO,NO,NO
,Prada,,,PR 51SS 7S04K1 54,86.9,NO,NO,NO,NO
,Prada,,,PR 51SS UAO4S2 54,86.9,NO,NO,NO,NO
,Prada,,,PR 51SS UFH4O0 54,86.9,NO,NO,NO,NO
,Tom Ford,,,FT0369 01B 55,87,NO,NO,NO,NO
,Tom Ford,,,FT0369 56W 55,87,NO,NO,NO,NO
,Fendi,,,FF 0132/S N7A 51,87.5,NO,NO,NO,NO
,Jimmy Choo,,,MIRTA/S Q3M 49,87.5,NO,NO,NO,NO
,Jimmy Choo,,,MIRTA/S Q3Y 49,87.5,NO,NO,NO,NO
,Marc Jacobs,,,MJ 594/S 10 LMNR 60,87.5,NO,NO,NO,NO
,Marc Jacobs,,,MJ 594/S 10 LNBLAV 60,87.5,NO,NO,NO,NO
,Marc Jacobs,,,MJ 594/S 6LB 60,87.5,NO,NO,NO,NO
,Marc Jacobs,,,MJ 594/S J5G 60,87.5,NO,NO,NO,NO
,Chloe,,,CE117S 754 56,88,NO,NO,NO,NO
,Chloe,,,CE118S 753 60,88,NO,NO,NO,NO
,Tom Ford,,,FT0328 52F 60,88,NO,NO,NO,NO
,Roberto Cavalli,,,RC1016 01B 58,89,NO,NO,NO,NO
