"_type","ambientes","banos","comment","datos_principales","descripción","detail","entrega","exteriores","generales","habitaciones","m2totales","metros","price","servicios","title","ubicación","unidades"
"Inmuebles24Item","","1
		
				Baño","Torre de departamentos Diseñadas bajo un concepto de diseño cálido, sobrio y contemporáneo; el conjunto de torres comparte un paseo peatonal central, dentro de una ciudad caminable.El diseño del paseo se adapta a la topografía irregular del terreno, resultando en un recorrido de áreas verdes, mobiliario urbano y comercio de usos variables.Cuentan con estacionamiento subterráneo, tanto para inquilinos como para visitantes. Las amenidades son:  Gimnasio Equipado Alberca y Asoleadero Bar Exterior Áreas Verdes Preparación y opción para control eléctrico de persianas e iluminación Vigilancia 24 Hrs Cámaras de SeguridadDepartamento de una recamara, 100 mts 2 pisos, Sala,Comedor, Cocina, *Los precios pueden variar a las necesidades del cliente.","Departamento
													
Precio Venta
																	
MN 2,925,000
100m² Superficie de terreno
100m² Superficie construída
1 recamara
1 Baño
Antigüedad: A estrenar","Torre de departamentos Diseñadas bajo un concepto de diseño cálido, sobrio y contemporáneo; el conjunto de torres comparte un paseo peatonal central, dentro de una ciudad caminable.El diseño del paseo se adapta a la topografía irregular del terreno, resultando en un recorrido de áreas verdes, mobiliario urbano y comercio de usos variables.Cuentan con estacionamiento subterráneo, tanto para inquilinos como para visitantes. Las amenidades son:  Gimnasio Equipado Alberca y Asoleadero Bar Exterior Áreas Verdes Preparación y opción para control eléctrico de persianas e iluminación Vigilancia 24 Hrs Cámaras de SeguridadDepartamento de una recamara, 100 mts 2 pisos, Sala,Comedor, Cocina, *Los precios pueden variar a las necesidades del cliente.","/propiedades/departamento-residencial-zona-valle-poniente-san-1010767.html","totales","","Alberca (SI)
Centros Comerciales Cercanos (SI)
Frente a parque (SI)
Estado de conservación (Excelente)
Número de departamentos (SI)","1
			
					recamara","100 m²
			totales","_","MN 2,925,000","Gimnasio (SI)
Seguridad privada (SI)","Departamento Residencial Zona Valle Poniente, San Pedro Garza Garcia","_","_"
"Inmuebles24Item","","2
		
				Baños","Torre de departamentos Diseñadas bajo un concepto de diseño cálido, sobrio y contemporáneo; el conjunto de torres comparte un paseo peatonal central, dentro de una ciudad caminable.El diseño del paseo se adapta a la topografía irregular del terreno, resultando en un recorrido de áreas verdes, mobiliario urbano y comercio de usos variables.Cuentan con estacionamiento subterráneo, tanto para inquilinos como para visitantes. Las amenidades son:Gimnasio EquipadoAlberca y AsoleaderoBar ExteriorÁreas VerdesPreparación y opción para control eléctrico de persianas e iluminaciónVigilancia 24 HrsCámaras de SeguridadDepartamento de dos recamaras, de 141 mts, Terraza, Comedor, Cocina, Comedor, Baño, Centro de lavado.* Los precios pueden variar a las necesidades del cliente.","Departamento
													
Precio Venta
																	
MN 3,995,000
141m² Superficie de terreno
141m² Superficie construída
2 Recámaras
2 Baños
Antigüedad: de 5 a 10 años","Torre de departamentos Diseñadas bajo un concepto de diseño cálido, sobrio y contemporáneo; el conjunto de torres comparte un paseo peatonal central, dentro de una ciudad caminable.El diseño del paseo se adapta a la topografía irregular del terreno, resultando en un recorrido de áreas verdes, mobiliario urbano y comercio de usos variables.Cuentan con estacionamiento subterráneo, tanto para inquilinos como para visitantes. Las amenidades son:Gimnasio EquipadoAlberca y AsoleaderoBar ExteriorÁreas VerdesPreparación y opción para control eléctrico de persianas e iluminaciónVigilancia 24 HrsCámaras de SeguridadDepartamento de dos recamaras, de 141 mts, Terraza, Comedor, Cocina, Comedor, Baño, Centro de lavado.* Los precios pueden variar a las necesidades del cliente.","/propiedades/departamento-residencial-zona-valle-poniente-san-1010887.html","totales","Asador (SI)
Estacionamiento de visitas (SI)","Alberca (SI)
Estado de conservación (Excelente)
Número de departamentos (SI)","2
			
					Recámaras","141 m²
			totales","_","MN 3,995,000","Gimnasio (SI)","Departamento Residencial Zona Valle Poniente, San Pedro Garza Garcia","_","_"
"Inmuebles24Item","Bodega(s) (1)
Salón de Fiestas (SI)
Salón de usos múltiples (SI)","3
		
				Baños","La orientación de las torres y la ubicación de las principales áreas comunes han sido cuidadosamente elegidas para gozar de increíbles vistas y resaltar la mezcla de arquitectura, interiorismo y paisajismo.Ofrece espacios habitables, estudios, Apartamentos & Lofts y Penthouse sobre una exclusiva zona comercial en el corazón de Valle Oriente. Los espacios interiores y exteriores cumplen con el confort y sosticación adecuados. Ademas su zona comercial con dos niveles de locales con giros cuidadosamente seleccionados, restaurantes de alta cocina, tiendas de conveniencia y cafés gourmet se convertirán en el punto de encuentro.Es un sofisticado, moderno y elegante desarrollo.El exterior del edicio consta de una imponente fachada, ventanales y barandales de cristal que brindan uidez y continuidad visual; las esculturas y piezas originales decoran los espacios creando una silueta única.AMENIDADES:* Alberca * Asoleadero, * Gimnasio, * Lobby con área de recepción* Lounge, * Salón de usos múltiples, * Business Center, * Salón de Juegos, * Pool bar, * Terrazas,* Asadores, * Áreas verdes, * Zona comercial en planta baja con acceso directo desde el condominio. CARACTERÍSTICAS:* Piso 2* Modelo F3* 1 Piso* Muy Amplio* 3 Recamaras* 3 Baños* Sala TV* Sin Cocina* 2 Cajones de Estacionamiento* 1 Bodega* Clima* ClosetNOTA:***Cambio de precios sin previo aviso***","Departamento
													
Precio Venta
																	
MN 6,637,000
178m² Superficie de terreno
178m² Superficie construída
3 Recámaras
3 Baños
2 Estacionamientos
Antigüedad: A estrenar","La orientación de las torres y la ubicación de las principales áreas comunes han sido cuidadosamente elegidas para gozar de increíbles vistas y resaltar la mezcla de arquitectura, interiorismo y paisajismo.Ofrece espacios habitables, estudios, Apartamentos & Lofts y Penthouse sobre una exclusiva zona comercial en el corazón de Valle Oriente. Los espacios interiores y exteriores cumplen con el confort y sosticación adecuados. Ademas su zona comercial con dos niveles de locales con giros cuidadosamente seleccionados, restaurantes de alta cocina, tiendas de conveniencia y cafés gourmet se convertirán en el punto de encuentro.Es un sofisticado, moderno y elegante desarrollo.El exterior del edicio consta de una imponente fachada, ventanales y barandales de cristal que brindan uidez y continuidad visual; las esculturas y piezas originales decoran los espacios creando una silueta única.AMENIDADES:* Alberca * Asoleadero, * Gimnasio, * Lobby con área de recepción* Lounge, * Salón de usos múltiples, * Business Center, * Salón de Juegos, * Pool bar, * Terrazas,* Asadores, * Áreas verdes, * Zona comercial en planta baja con acceso directo desde el condominio. CARACTERÍSTICAS:* Piso 2* Modelo F3* 1 Piso* Muy Amplio* 3 Recamaras* 3 Baños* Sala TV* Sin Cocina* 2 Cajones de Estacionamiento* 1 Bodega* Clima* ClosetNOTA:***Cambio de precios sin previo aviso***","/propiedades/departamentos-en-san-pedro-garza-garcia-n.-l-1000068.html","totales","Asador (SI)
Estacionamiento de visitas (SI)","Alberca (SI)
Centros Comerciales Cercanos (SI)
Escuelas Cercanas (SI)
Frente a parque (SI)
Estado de conservación (Excelente)
Número de departamentos (SI)","3
			
					Recámaras","178 m²
			totales","_","MN 6,637,000","Gimnasio (SI)
Seguridad privada (SI)","Departamentos en San Pedro Garza García, N. L $6,636,500","_","_"
"Inmuebles24Item","","2
		
				Baños","Cuenta con Excelente ubicación en la zona sur de Monterrey en zona Tec. Es un desarrollo multiple que engloba torre de vivienda, hotel, comercio y oficinas. Es entonces una pequeña ciudad de alta calidad un espacio para vivir, comer, nadar, descansar, trabajar, convivir y conocer gente en el mismo lugar. Un nodo urbano que revolucionará el estilo de vida. La torre residencial cuenta con 31 niveles de 154 departamentos, los departamentos de 1, 2 O 3 recamaras, cuentan con amplia terraza, balcón francés, blended lounge, estacionamiento, alberca, estacionamiento, gimnasio y salón de usos multiples, control de acceso, seguridad las 24 horas, acceso privado al centro comercial, cajones de estacionamiento.Mismo precio = $3,532,282Doble altura con 135.95m2 Dos recamaras con estanciaoUna planta 140.46 2 recamaras","Departamento
													
Precio Venta
																	
MN 3,532,282
135m² Superficie de terreno
135m² Superficie construída
2 Recámaras
2 Baños
Antigüedad: 4 años","Cuenta con Excelente ubicación en la zona sur de Monterrey en zona Tec. Es un desarrollo multiple que engloba torre de vivienda, hotel, comercio y oficinas. Es entonces una pequeña ciudad de alta calidad un espacio para vivir, comer, nadar, descansar, trabajar, convivir y conocer gente en el mismo lugar. Un nodo urbano que revolucionará el estilo de vida. La torre residencial cuenta con 31 niveles de 154 departamentos, los departamentos de 1, 2 O 3 recamaras, cuentan con amplia terraza, balcón francés, blended lounge, estacionamiento, alberca, estacionamiento, gimnasio y salón de usos multiples, control de acceso, seguridad las 24 horas, acceso privado al centro comercial, cajones de estacionamiento.Mismo precio = $3,532,282Doble altura con 135.95m2 Dos recamaras con estanciaoUna planta 140.46 2 recamaras","/propiedades/departamento-residencial-zona-sur-de-monterrey-n.-l.-1003368.html","totales","","","2
			
					Recámaras","135 m²
			totales","_","MN 3,532,282","","Departamento Residencial Zona Sur de Monterrey, N. L.","_","_"
"Inmuebles24Item","","_","2 LOFTS JUNTOS DE REVISTA EN UNO DANDO UN TOTAL DE 104.42 M2 MAS 14.46 M2 DE TERRAZA MÁS INDIVISO DE 0.3759. ELEVADOR CON ACCESO ESPECIAL. CARPINTERIA DE MAS DE $800 MIL PESOS, MARMOLES IMPORTADOS DE ITALIA, MADERAS DE ENCINO, BARRAS Y CONTRABARRAS.TOTALMENTE EQUIPADO CON LO MEJOR. COCINA INTEGRAL. CLIMATIZADO. PERSIANAS Y CORTINAS. UN PISO ARRIBA DEL GYM Y UNO ABAJO DEL AREA SOCIAL.EL EDIFICIO CUENTA CON SALA DE CINE, MODE, CENTRO DE NEGOCIOS,ALBERCA, ASADOR,TERRAZA LOUGE, ENTRE OTROS.....LOFT AMPLIADO MEJOR DE TODO EL EDIFICIO MAS UNA AMPLIA TERRAZA ESPECIAL","Departamento
													
Precio Venta
																	
MN 5,000,000
104m² Superficie de terreno
104m² Superficie construída
1 recamara","2 LOFTS JUNTOS DE REVISTA EN UNO DANDO UN TOTAL DE 104.42 M2 MAS 14.46 M2 DE TERRAZA MÁS INDIVISO DE 0.3759. ELEVADOR CON ACCESO ESPECIAL. CARPINTERIA DE MAS DE $800 MIL PESOS, MARMOLES IMPORTADOS DE ITALIA, MADERAS DE ENCINO, BARRAS Y CONTRABARRAS.TOTALMENTE EQUIPADO CON LO MEJOR. COCINA INTEGRAL. CLIMATIZADO. PERSIANAS Y CORTINAS. UN PISO ARRIBA DEL GYM Y UNO ABAJO DEL AREA SOCIAL.EL EDIFICIO CUENTA CON SALA DE CINE, MODE, CENTRO DE NEGOCIOS,ALBERCA, ASADOR,TERRAZA LOUGE, ENTRE OTROS.....LOFT AMPLIADO MEJOR DE TODO EL EDIFICIO MAS UNA AMPLIA TERRAZA ESPECIAL","/propiedades/departamento-de-lujo-loft-104.42-crd-998107.html","totales","","Alberca (1)
Frente a parque (1)","1
			
					recamara","104 m²
			totales","_","MN 5,000,000","","Departamento de Lujo Loft 104.42 Crd","_","_"
"Inmuebles24Item","","4
		
				Baños","Suites Patrimoniales, son un espacio reservado y discreto, sobrio y seguro, para hombres de negocio con equipos de trabajo compactos y poco trato con el público, que desean un sitio permanente, que trascienda el tiempo, y desde el cual puedan dirigir sus empresas e inversiones.Con un diseño eficiente, seguro y privado, son la respuesta a una vida de negocios consolidada y trascendente.El clásico diseño generó un acceso independiente para sus 36 Suites Patrimoniales y estacionamiento privado, con VIP Link al Mezzanine.Cuatro elevadores exclusivos darán servicio a las Suites Patrimoniales distribuidas a partir de la Planta Baja y hasta el Piso 18.Se entrega en junio de 2014, totalmente terminado, no incluye closet ni persianas.","Departamento
													
Precio Venta
																	
MN 26,000,000
500m² Superficie de terreno
500m² Superficie construída
3 Recámaras
4 Baños
1 Medio baño
Antigüedad: 1 año","Suites Patrimoniales, son un espacio reservado y discreto, sobrio y seguro, para hombres de negocio con equipos de trabajo compactos y poco trato con el público, que desean un sitio permanente, que trascienda el tiempo, y desde el cual puedan dirigir sus empresas e inversiones.Con un diseño eficiente, seguro y privado, son la respuesta a una vida de negocios consolidada y trascendente.El clásico diseño generó un acceso independiente para sus 36 Suites Patrimoniales y estacionamiento privado, con VIP Link al Mezzanine.Cuatro elevadores exclusivos darán servicio a las Suites Patrimoniales distribuidas a partir de la Planta Baja y hasta el Piso 18.Se entrega en junio de 2014, totalmente terminado, no incluye closet ni persianas.","/propiedades/departamentos-exclusivos-zona-valle-san-pedro-garza-936943.html","totales","","","3
			
					Recámaras","500 m²
			totales","_","MN 26,000,000","","Departamentos Exclusivos Zona Valle San Pedro Garza Garcia, N. L.","_","_"
"Inmuebles24Item","","2
		
				Baños","El edificio está rodeado por la cordillera de Sierra Madre el diseño responderán a las necesidades particulares de cada usuario. Un gran número de apartamentos tendrá una terraza verde. Se compondrá de ocho pisos de apartamentos de lujo, que contará con instalaciones de recreo como piscinas, gimnasio y spa. El complejo tiene un área de asadores, piscina con distintos ambientes (niños, adultos y jacuzzi), deck al aire libre, roof garden con extraordinarias vistas, business center equipado con sala de juntas, salón de eventos y yoga climatizado, bar lounge, salón de fitness completamente equipado, Internet inalámbrico en todas las áreas comunes, circuito cerrado en toda la propiedad, casetas de vigilancia, área especial para administración. Cuenta con un área comercial que alberga boutiques y firmas exclusivas a nivel internacional. Esta zona se encuentra ubicada en la parte central del desarrollo enmarcada por una plaza y rodeada de áreas verdes, ideales para leer, meditar o simplemente estar un momento al aire libre en silencio, además de tener una vista directa a la avenida Gómez Morín. La oferta comercial será un enorme atractivo no solamente para los habitantes del complejo, sino para visitantes externos. Comprar será mucho más placentero, exclusivo y seguro.*Los precios susujetos a cambio sin previo aviso.","Departamento
													
Precio Venta
																	
MN 10,500,000
250m² Superficie de terreno
250m² Superficie construída
3 Recámaras
2 Baños
1 Medio baño
Antigüedad: de 5 a 10 años","El edificio está rodeado por la cordillera de Sierra Madre el diseño responderán a las necesidades particulares de cada usuario. Un gran número de apartamentos tendrá una terraza verde. Se compondrá de ocho pisos de apartamentos de lujo, que contará con instalaciones de recreo como piscinas, gimnasio y spa. El complejo tiene un área de asadores, piscina con distintos ambientes (niños, adultos y jacuzzi), deck al aire libre, roof garden con extraordinarias vistas, business center equipado con sala de juntas, salón de eventos y yoga climatizado, bar lounge, salón de fitness completamente equipado, Internet inalámbrico en todas las áreas comunes, circuito cerrado en toda la propiedad, casetas de vigilancia, área especial para administración. Cuenta con un área comercial que alberga boutiques y firmas exclusivas a nivel internacional. Esta zona se encuentra ubicada en la parte central del desarrollo enmarcada por una plaza y rodeada de áreas verdes, ideales para leer, meditar o simplemente estar un momento al aire libre en silencio, además de tener una vista directa a la avenida Gómez Morín. La oferta comercial será un enorme atractivo no solamente para los habitantes del complejo, sino para visitantes externos. Comprar será mucho más placentero, exclusivo y seguro.*Los precios susujetos a cambio sin previo aviso.","/propiedades/departamentos-de-lujo-en-preventa-san-pedro-garza-582285.html","totales","","","3
			
					Recámaras","250 m²
			totales","_","MN 10,500,000","","Departamentos de Lujo en Preventa San Pedro Garza Garcia, N. L.","_","_"
"Inmuebles24Item","","3
		
				Baños","Desarrollo residencial localizado en una de la zonas mas comodas y mejor ubicadas en San Pedro Garza García. En excelenete ubicación, cercana a zonas centricas ofrece la posibilidad de vivir en San Pedro, en un entorno con seguridad y belleza. En un conjunto residencial que harán que tu vida aquí se convierta en una experiencia de lujo y de todos los benefcios que el desarrollo ofrece. Los atributos con los que cuenta lo hacen confortable.Pensamos en tu estilo de vida y lo transportamos a una excelente zona de la ciudad, que inspiran armonía y tranquilidad. En donde la tranquilidad y el placer por la vida sea una idea en común que encuentres en cada rincón de tu nuevo hogar.Diferentes medidas que se adaptan a las necesidades del cliente.El departamento de 400mts tienen una distribución de 3 recamaras, cuarto de servicio, sala, cocina, comedor, 3.5 baños, cuarto de televisión.Los departamentos se entregan en Julio de 2014, en obra blanca.*Cambio de precio sin previo aviso.","Departamento
													
Precio Venta
																	
MN 12,280,086
400m² Superficie de terreno
400m² Superficie construída
2 Recámaras
3 Baños
Antigüedad: 4 años","Desarrollo residencial localizado en una de la zonas mas comodas y mejor ubicadas en San Pedro Garza García. En excelenete ubicación, cercana a zonas centricas ofrece la posibilidad de vivir en San Pedro, en un entorno con seguridad y belleza. En un conjunto residencial que harán que tu vida aquí se convierta en una experiencia de lujo y de todos los benefcios que el desarrollo ofrece. Los atributos con los que cuenta lo hacen confortable.Pensamos en tu estilo de vida y lo transportamos a una excelente zona de la ciudad, que inspiran armonía y tranquilidad. En donde la tranquilidad y el placer por la vida sea una idea en común que encuentres en cada rincón de tu nuevo hogar.Diferentes medidas que se adaptan a las necesidades del cliente.El departamento de 400mts tienen una distribución de 3 recamaras, cuarto de servicio, sala, cocina, comedor, 3.5 baños, cuarto de televisión.Los departamentos se entregan en Julio de 2014, en obra blanca.*Cambio de precio sin previo aviso.","/propiedades/departamento-proyecto-%2412-280-086-san-pedro-garza-1062457.html","totales","","","2
			
					Recámaras","400 m²
			totales","_","MN 12,280,086","","Departamento Proyecto $12,280,086 San Pedro Garza Garcia, N. L","_","_"
"Inmuebles24Item","Bodega(s) (1)
Salón de Fiestas (SI)
Salón de usos múltiples (SI)
Cuarto de TV (SI)","2
		
				Baños","El diseño se integra a la comodidad del diseño interior con dimensiones acogedoras en las áreas de descanso, entretenimiento y convivencia.Todas las unidades cuentan con terrazas panorámicas hacia la zona Obispado cuidando tanto la privacidad e intimidad y maximizando las impresionantes vistas.Una de las grandes recompensas es su excelente ubicación dentro de una zona exclusivamente residencial a tan solo unas cuantas cuadras de las principales avenidas como Gonzalitos, Gómez Morín y Lázaro Cárdenas, a cómoda distancia en auto de los polos comerciales, de servicio y entretenimiento mas importantes de San Pedro.AMENIDADES: * Alberca semi- olímpica,* Área de fiestas infantiles, área de juegos infantiles, * Business centes, * Sala de cine, * Sun-deck, pool bar, * Club bar, * Salón louge, * Gimnasio, * Spa,* Vita pista, * Pérgolas, *Asadores, * Protección medica,* Salón polivalente, * Tienda de conveniencia, * Suite de huéspedes, * Green de golf. Medidas de 183 m2 Tipo C: * Sala (Vista hacia Sierra Madre)* Comedor, (Vista Sierra Madre)* Cocina, * 3 Recamaras, (Vista Obispado)* 2 Baños, * 1 1/2 Baño* Balcón (Vista Sierra Madre)* Bodega, * 2 Cajones de Estacionamiento *Se entregan en obra blanca (yeso, puerta principal, plafón, instalación para clima central, instalaciones eléctricas). Se contará con paquetes de acabados (pisos, puertas, baños, accesorios, etc.). Nota:***CAMBIOS DE PRECIO SIN PREVIO AVISO***","Departamento
													
Precio Venta
																	
MN 6,350,000
183m² Superficie de terreno
183m² Superficie construída
3 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: A estrenar","El diseño se integra a la comodidad del diseño interior con dimensiones acogedoras en las áreas de descanso, entretenimiento y convivencia.Todas las unidades cuentan con terrazas panorámicas hacia la zona Obispado cuidando tanto la privacidad e intimidad y maximizando las impresionantes vistas.Una de las grandes recompensas es su excelente ubicación dentro de una zona exclusivamente residencial a tan solo unas cuantas cuadras de las principales avenidas como Gonzalitos, Gómez Morín y Lázaro Cárdenas, a cómoda distancia en auto de los polos comerciales, de servicio y entretenimiento mas importantes de San Pedro.AMENIDADES: * Alberca semi- olímpica,* Área de fiestas infantiles, área de juegos infantiles, * Business centes, * Sala de cine, * Sun-deck, pool bar, * Club bar, * Salón louge, * Gimnasio, * Spa,* Vita pista, * Pérgolas, *Asadores, * Protección medica,* Salón polivalente, * Tienda de conveniencia, * Suite de huéspedes, * Green de golf. Medidas de 183 m2 Tipo C: * Sala (Vista hacia Sierra Madre)* Comedor, (Vista Sierra Madre)* Cocina, * 3 Recamaras, (Vista Obispado)* 2 Baños, * 1 1/2 Baño* Balcón (Vista Sierra Madre)* Bodega, * 2 Cajones de Estacionamiento *Se entregan en obra blanca (yeso, puerta principal, plafón, instalación para clima central, instalaciones eléctricas). Se contará con paquetes de acabados (pisos, puertas, baños, accesorios, etc.). Nota:***CAMBIOS DE PRECIO SIN PREVIO AVISO***","/propiedades/departamento-fuentes-del-valle-san-pedro-garza-garcia-582304.html","totales","Asador (SI)
Estacionamiento de visitas (SI)","Alberca (SI)
Centros Comerciales Cercanos (SI)
Escuelas Cercanas (SI)
Frente a parque (SI)
Estado de conservación (Excelente)
Número de departamentos (SI)","3
			
					Recámaras","183 m²
			totales","_","MN 6,350,000","Gimnasio (SI)
Área de Juegos Infantiles (SI)","Departamento Fuentes del Valle San Pedro Garza Garcia N. L. $6,350,000","_","_"
"Inmuebles24Item","","2
		
				Baños","Desarrollo residencial localizado en una de la zonas mas comodas y mejor ubicadas en San Pedro Garza García. En excelenete ubicación, cercana a zonas centricas ofrece la posibilidad de vivir en San Pedro, en un entorno con seguridad y belleza. En un conjunto residencial que harán que tu vida aquí se convierta en una experiencia de lujo y de todos los benefcios que el desarrollo ofrece. Los atributos con los que cuenta lo hacen confortable.Pensamos en tu estilo de vida y lo transportamos a una excelente zona de la ciudad, que inspiran armonía y tranquilidad. En donde la tranquilidad y el placer por la vida sea una idea en común que encuentres en cada rincón de tu nuevo hogar.Diferentes medidas que se adaptan a las necesidades del cliente.Los departamentos se entregan en Julio de 2014, en obra blanca.*Cambio de precio sin previo aviso.","Departamento
													
Precio Venta
																	
MN 11,866,813
360m² Superficie de terreno
360m² Superficie construída
2 Recámaras
2 Baños
Antigüedad: 3 años","Desarrollo residencial localizado en una de la zonas mas comodas y mejor ubicadas en San Pedro Garza García. En excelenete ubicación, cercana a zonas centricas ofrece la posibilidad de vivir en San Pedro, en un entorno con seguridad y belleza. En un conjunto residencial que harán que tu vida aquí se convierta en una experiencia de lujo y de todos los benefcios que el desarrollo ofrece. Los atributos con los que cuenta lo hacen confortable.Pensamos en tu estilo de vida y lo transportamos a una excelente zona de la ciudad, que inspiran armonía y tranquilidad. En donde la tranquilidad y el placer por la vida sea una idea en común que encuentres en cada rincón de tu nuevo hogar.Diferentes medidas que se adaptan a las necesidades del cliente.Los departamentos se entregan en Julio de 2014, en obra blanca.*Cambio de precio sin previo aviso.","/propiedades/departamento-proyecto-%2411-866-813-san-pedro-garza-1062415.html","totales","","","2
			
					Recámaras","360 m²
			totales","_","MN 11,866,813","","Departamento Proyecto $11,866,813 San Pedro Garza Garcia, N. L.","_","_"
"Inmuebles24Item","","_","Considerada como el mejor concepto residencial de lujo en el área de Valle Poniente.Sus espectaculares vistas panorámicas hacia el Cañón de la Huasteca y La Sierra Madre la hacen única en su género.La mejor ubicación por su cercanía con importantes vías rápidas de acceso como Alfonso Reyes y Morones Prieto.Diseñado con la finalidad de adaptar un estilo de vida diferente, esta conformado por 28 pisos con espacios y amenidades que marcan un estilo diferente.Los departamentos se entregan totalmente terminados con acabados de primera calidad y también contamos con departamentos sin acabados para que lo diseñes a tu gusto.AMENIDADES:4 Elevadores de Alta VelocidadCafé DeliRoom ServiceAlbercaAsoleaderoÁrea ComercialSalones de EventosBusiness CenterGimnasio equipadoTerrazas PanorámicasInternet InalámbricoServicio de ConciergeAcceso ControladoSeguridad 24/7BodegasSe entrega amueblado**","Departamento
													
Precio Venta
																	
MN 2,250,000
50m² Superficie de terreno
50m² Superficie construída
Loft
Antigüedad: 6 años","Considerada como el mejor concepto residencial de lujo en el área de Valle Poniente.Sus espectaculares vistas panorámicas hacia el Cañón de la Huasteca y La Sierra Madre la hacen única en su género.La mejor ubicación por su cercanía con importantes vías rápidas de acceso como Alfonso Reyes y Morones Prieto.Diseñado con la finalidad de adaptar un estilo de vida diferente, esta conformado por 28 pisos con espacios y amenidades que marcan un estilo diferente.Los departamentos se entregan totalmente terminados con acabados de primera calidad y también contamos con departamentos sin acabados para que lo diseñes a tu gusto.AMENIDADES:4 Elevadores de Alta VelocidadCafé DeliRoom ServiceAlbercaAsoleaderoÁrea ComercialSalones de EventosBusiness CenterGimnasio equipadoTerrazas PanorámicasInternet InalámbricoServicio de ConciergeAcceso ControladoSeguridad 24/7BodegasSe entrega amueblado**","/propiedades/departamentos-%242-250-000-santa-catarina-n.-l-1022984.html","totales","","","_","50 m²
			totales","_","MN 2,250,000","","Departamentos $2,250,000 Santa Catarina, N. L","_","_"
"Inmuebles24Item","Bodega(s) (1)
Salón de Fiestas (SI)","2
		
				Baños","Se constituye por un entorno seguro de Departamentos y Villas con una gran variedad de amenidades únicas, áreas verdes, vistas inmejorables y un área comercial para sus residentes. Contamos con departamentos de 2 y 3 habitaciones desde 77m2 hasta 106m2. Todos los departamentos cuentan con un estricto Control de Acceso. Los departamentos se distribuyen en 20 niveles con 2 núcleos de elevadores, y tienen acceso a 2,000m2 de Parques Privados y a un nivel que se destina para Amenidades. Los departamentos cuentan con bodegas en el estacionamiento.Tenemos 23 Villas desde 300m2 hasta 350m2. Todas cuentan con tres habiltaciones y un cuarto de servicio, y tienen acceso desde el estacionamiento. Las Villas cuentan con vista al Cerro de la Silla, y tienen acceso a más de 2,000m2 de jardines encima del estacionamiento subterráneo que generan una plataforma completamente peatonal, y a 1,200m2 de amenidades únicas.Ubicado en el Corredor Valle Oriente, uno de los corredores más importantes de la Zona Metropolitana de Monterrey, cuyo ambicioso plan maestro de desarrollo a futuro le ayuda a robustecer aún más sus fuertes atributos. Ejemplo de precio: 106 m2: Incluye acceso, 3 recamaras, sala, comedor, cocina, cuarto de lavado, terraza.Los departamentos se entregan en abril de 2016. Cambio de precios sin previo aviso.","Departamento
													
Precio Venta
																	
MN 4,800,000
106m² Superficie de terreno
106m² Superficie construída
3 Recámaras
2 Baños
Antigüedad: A estrenar","Se constituye por un entorno seguro de Departamentos y Villas con una gran variedad de amenidades únicas, áreas verdes, vistas inmejorables y un área comercial para sus residentes. Contamos con departamentos de 2 y 3 habitaciones desde 77m2 hasta 106m2. Todos los departamentos cuentan con un estricto Control de Acceso. Los departamentos se distribuyen en 20 niveles con 2 núcleos de elevadores, y tienen acceso a 2,000m2 de Parques Privados y a un nivel que se destina para Amenidades. Los departamentos cuentan con bodegas en el estacionamiento.Tenemos 23 Villas desde 300m2 hasta 350m2. Todas cuentan con tres habiltaciones y un cuarto de servicio, y tienen acceso desde el estacionamiento. Las Villas cuentan con vista al Cerro de la Silla, y tienen acceso a más de 2,000m2 de jardines encima del estacionamiento subterráneo que generan una plataforma completamente peatonal, y a 1,200m2 de amenidades únicas.Ubicado en el Corredor Valle Oriente, uno de los corredores más importantes de la Zona Metropolitana de Monterrey, cuyo ambicioso plan maestro de desarrollo a futuro le ayuda a robustecer aún más sus fuertes atributos. Ejemplo de precio: 106 m2: Incluye acceso, 3 recamaras, sala, comedor, cocina, cuarto de lavado, terraza.Los departamentos se entregan en abril de 2016. Cambio de precios sin previo aviso.","/propiedades/departamentos-valle-oriente-en-preventa-%244-800-000-1029625.html","totales","Asador (SI)
Estacionamiento de visitas (SI)","Elevador(es) (2)
Alberca (SI)
Centros Comerciales Cercanos (SI)
Escuelas Cercanas (SI)
Frente a parque (SI)
Estado de conservación (Excelente)
Número de departamentos (SI)","3
			
					Recámaras","106 m²
			totales","_","MN 4,800,000","Gimnasio (SI)
Seguridad privada (SI)","Departamentos Valle Oriente en Preventa $4,800,000","_","_"
