"_type","ambientes","areas_sociales","banos","comment","datos_principales","descripción","detail","entrega","exteriores","generales","habitaciones","m2totales","metros","price","servicios","title","ubicación","unidades"
"Inmuebles24Item","Bodega(s) (1)
Cuarto de TV","","3
		
				Baños","COMPRA UNO DE LOS 22 INCREÍBLES DEPARTAMENTOS EN LA MEJOR ZONA DE GUADALAJARA. CON SÚPER VISTAS HACIA EL COUNTRY Y A COLOMOS Y MAGNIFICA ILUMINACIÓN NATURAL. ESPACIOS 100% HABITABLES LIBRES DE COLUMNAS CON LOS MEJORES ACABADOS COMO SON PISOS DE INGENIERÍA, CUBIERTAS DE GRANITO, COCINAS ITALIANAS Y PERSIANAS. SE ENTREGAN CON BODEGA, Y PREPARACION PARA COLOCAR AIRE ACONDICIONADO SI ASÍ LO DESEA. ENTREGA SEPTIEMBRE 2015 [CONSULTA DISPONIBILIDAD] ¡CONÓCELOS! [KR] CONOCE MÁS EN www.nexthome.com.mx","Departamento
													
Precio Venta
																	
MN 5,555,033
165m² Superficie de terreno
165m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: A estrenar","COMPRA UNO DE LOS 22 INCREÍBLES DEPARTAMENTOS EN LA MEJOR ZONA DE GUADALAJARA. CON SÚPER VISTAS HACIA EL COUNTRY Y A COLOMOS Y MAGNIFICA ILUMINACIÓN NATURAL. ESPACIOS 100% HABITABLES LIBRES DE COLUMNAS CON LOS MEJORES ACABADOS COMO SON PISOS DE INGENIERÍA, CUBIERTAS DE GRANITO, COCINAS ITALIANAS Y PERSIANAS. SE ENTREGAN CON BODEGA, Y PREPARACION PARA COLOCAR AIRE ACONDICIONADO SI ASÍ LO DESEA. ENTREGA SEPTIEMBRE 2015 [CONSULTA DISPONIBILIDAD] ¡CONÓCELOS! [KR] CONOCE MÁS EN www.nexthome.com.mx","/propiedades/departamentos-en-venta-50986016.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Fumadores 
Mascotas 
Estado de conservación (Excelente)
Número de departamentos (22)","3
			
					Recámaras","165 m²
			totales","_","MN 5,555,033","Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Gas","Departamentos en Venta","_","_"
"Inmuebles24Item","Bodega(s) (1)
Estudio 
Salón de usos múltiples 
Cuarto de TV","","2
		
				Baños","EL FAMOSO 1380 TIENE PARA TI UNA EXELENTE UBICACION A 5 MIN. DE EL CENTRO DE LA CIUDAD DE GUADALAJARA Y 5 MIN. DE LA MINERVA. 26 DEPARTAMENTOS 8 NIVELES 86, 92 Y 186 MTS2 ALBERCA Y TERRAZA CON VISTA PANORAMICA EN EL 7MO. PISO LOBBY Y CONCIERGE GIMNASIO PATIO DE ESCULTURAS SEGURIDAD 24 HRS ELEVADOR POR TORRE ESTACIONAMIENTO TECHADO ESTACIONAMIENTO PARA VISITAS APROVECHA ULTIMOS 3 DEPARTAMENTOS AGENDA TU VISITA.","Departamento
													
Precio Venta
																	
MN 2,625,856
96m² Superficie de terreno
96m² Superficie construída
2 Recámaras
2 Baños
1 estacionamiento
Antigüedad: En construcción","EL FAMOSO 1380 TIENE PARA TI UNA EXELENTE UBICACION A 5 MIN. DE EL CENTRO DE LA CIUDAD DE GUADALAJARA Y 5 MIN. DE LA MINERVA. 26 DEPARTAMENTOS 8 NIVELES 86, 92 Y 186 MTS2 ALBERCA Y TERRAZA CON VISTA PANORAMICA EN EL 7MO. PISO LOBBY Y CONCIERGE GIMNASIO PATIO DE ESCULTURAS SEGURIDAD 24 HRS ELEVADOR POR TORRE ESTACIONAMIENTO TECHADO ESTACIONAMIENTO PARA VISITAS APROVECHA ULTIMOS 3 DEPARTAMENTOS AGENDA TU VISITA.","/propiedades/el-famoso-1380-ultimos-departamentos-preventa-52122678.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Número de departamentos (26)","2
			
					Recámaras","96 m²
			totales","_","MN 2,625,856","Gimnasio 
Línea telefónica 
Cisterna 
Calentador de agua 
Área de Juegos Infantiles 
Gas","El Famoso 1380 Ultimos Departamentos Preventa","HIDALGO 1380, Americana, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","Excelente proyecto y gran oportunidad de inversión en una de las zonas con más plusvalía de la ciudad. El edificio alberga 26 departamentos diseñados con un estilo vanguardista. Planta baja: - Cocina integral equipada - Estancia - Comedor - Recámara secundaria o estudio con opción a estancia ampliada - Terraza a doble altura - Lavandería Mezzanine: Recámara principal muy con baño y vestidor Amenidades: - Lobby - Top roof con alberca, deck - Terraza - Gimnasio - Elevador - Estacionamiento subterráneo - Patio de esculturas realizadas por el artista mexicano Álvaro Cuevas El precio indicado incluye los descuentos por pre venta y pago de contado (90% de enganche y 10% a la entrega) Precio de lista: $3'218,956 Se ofrecen varios planes de financiamiento","Departamento
													
Precio Venta
																	
MN 2,694,910
101m² Superficie de terreno
101m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: En construcción","Excelente proyecto y gran oportunidad de inversión en una de las zonas con más plusvalía de la ciudad. El edificio alberga 26 departamentos diseñados con un estilo vanguardista. Planta baja: - Cocina integral equipada - Estancia - Comedor - Recámara secundaria o estudio con opción a estancia ampliada - Terraza a doble altura - Lavandería Mezzanine: Recámara principal muy con baño y vestidor Amenidades: - Lobby - Top roof con alberca, deck - Terraza - Gimnasio - Elevador - Estacionamiento subterráneo - Patio de esculturas realizadas por el artista mexicano Álvaro Cuevas El precio indicado incluye los descuentos por pre venta y pago de contado (90% de enganche y 10% a la entrega) Precio de lista: $3'218,956 Se ofrecen varios planes de financiamiento","/propiedades/loft-a-una-cuadra-del-corredor-chapultepec-101-m-51206037.html","totales","","Elevador(es) (1)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Piso en el que se encuentra (5)
Número de departamentos (26)","2
			
					Recámaras","101 m²
			totales","_","MN 2,694,910","Gimnasio 
Seguridad privada","Loft a Una Cuadra del Corredor Chapultepec - 101 m²","Hidalgo 1380, Americana, Guadalajara","_"
"Inmuebles24Item","Sala de música y cine 
Salón de Fiestas 
Salón de usos múltiples","","2
		
				Baños","DEPARTAMENTO EN CITITOWER A ESTRENAR. EXCELENTE VISTA! 2 RECÁMARAS / 2 BAÑOS, COCINA IMPORTADA TOTALMENTE EQUIPADA CON ESTUFA, CAMPANA DE ISLA, LAVAVAJILLAS, MEZCLADORA Y TARJA EN ACERO INOXIDABLE, TRITURADOR, CUBIERTA DE CUARZO. BAÑOS CON MÁRMOL DE CARRARA Y VIDRIO TEMPLANDO, CLOSETS EN MADERA CON ACABADOS SEMIMATE, AIRE ACONCICIONADO EN CADA HABITACIÓN Y SALA COMEDOR. AMENIDADES DE PRIMER NIVEL * ALBERCA * TERRAZA * ÁREA DE FOGATA * GIMNASIO * SALÓN DE YOGA Y PILATES * SPA, SAUNA, VAPOR Y JACUZZI * HOME THEATER * LOBBY * 2 ELEVADORES DE ALTA VELOCIDAD * SEGURIDAD Y VIGILANCIA LAS 24 HRS. * BUSSINES CENTER UBICACIÓN PRIVILEGIADA EN AV. MÉXICO, CERCA DE AVENIDAS DE FÁCIL Y RÁPIDO ACCESO.","Departamento
													
Precio Venta
																	
MN 3,552,000
108m² Superficie de terreno
108m² Superficie construída
2 Recámaras
2 Baños
1 estacionamiento
Antigüedad: A estrenar","DEPARTAMENTO EN CITITOWER A ESTRENAR. EXCELENTE VISTA! 2 RECÁMARAS / 2 BAÑOS, COCINA IMPORTADA TOTALMENTE EQUIPADA CON ESTUFA, CAMPANA DE ISLA, LAVAVAJILLAS, MEZCLADORA Y TARJA EN ACERO INOXIDABLE, TRITURADOR, CUBIERTA DE CUARZO. BAÑOS CON MÁRMOL DE CARRARA Y VIDRIO TEMPLANDO, CLOSETS EN MADERA CON ACABADOS SEMIMATE, AIRE ACONCICIONADO EN CADA HABITACIÓN Y SALA COMEDOR. AMENIDADES DE PRIMER NIVEL * ALBERCA * TERRAZA * ÁREA DE FOGATA * GIMNASIO * SALÓN DE YOGA Y PILATES * SPA, SAUNA, VAPOR Y JACUZZI * HOME THEATER * LOBBY * 2 ELEVADORES DE ALTA VELOCIDAD * SEGURIDAD Y VIGILANCIA LAS 24 HRS. * BUSSINES CENTER UBICACIÓN PRIVILEGIADA EN AV. MÉXICO, CERCA DE AVENIDAS DE FÁCIL Y RÁPIDO ACCESO.","/propiedades/departamento-dos-recamaras-de-lujo-51952540.html","totales","","Elevador(es) (2)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (16)","2
			
					Recámaras","108 m²
			totales","_","MN 3,552,000","Gimnasio 
Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Área de Juegos Infantiles 
Calefacción","Departamento Dos Recamaras de Lujo","Av. Mexico, Fraccionamiento Ladrón de Guevara, Guadalajara","_"
"Inmuebles24Item","","","2
		
				Baños","Departamento ubicado en la Calle Nelson, muy cerca de Av. Terranova en Providencia Planta Baja, 3 Recamaras, sala comedor, cocina integral, cochera 1 auto, cuarto de servicio, patio y 2 baños completos Superficie del Departamento 139 m2 Precio $3’000,000","Departamento
													
Precio Venta
																	
MN 3,000,000
140m² Superficie de terreno
110m² Superficie construída
3 Recámaras
2 Baños
1 estacionamiento
Antigüedad: de 10 a 20 años","Departamento ubicado en la Calle Nelson, muy cerca de Av. Terranova en Providencia Planta Baja, 3 Recamaras, sala comedor, cocina integral, cochera 1 auto, cuarto de servicio, patio y 2 baños completos Superficie del Departamento 139 m2 Precio $3’000,000","/propiedades/departamento-providencia-en-planta-baja-en-venta-52121602.html","construidos","","Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Piso en el que se encuentra (0)","3
			
					Recámaras","_","_","MN 3,000,000","","Departamento Providencia en Planta Baja en Venta","Nelson 274, Providencia Sur, Guadalajara","_"
"Inmuebles24Item","Salón de usos múltiples","","2
		
				Baños","Excelente torre con las mejores instalaciones, incluyen: alberca semi olímpica, sala de cine, salón de usos múltiples, sala de entretenimiento, salón de adultos.","Departamento
													
Precio Venta
																	
MN 4,079,628
126m² Superficie de terreno
126m² Superficie construída
2 Recámaras
2 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: A estrenar","Excelente torre con las mejores instalaciones, incluyen: alberca semi olímpica, sala de cine, salón de usos múltiples, sala de entretenimiento, salón de adultos.","/propiedades/departamento-en-venta-en-guadalajara-51636794.html","totales","","Elevador(es) (1)
Alberca 
Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Bueno)
Piso en el que se encuentra (5)","2
			
					Recámaras","126 m²
			totales","_","MN 4,079,628","Seguridad privada 
Cisterna","Departamento en Venta en Guadalajara","Juan Palomar, Providencia, Guadalajara","_"
"Inmuebles24Item","","","1
		
				Baño","Departamento único de diseñador. Ideal para empresario moderno o pareja elite. Acabados de lujo, madera tropical en piso en general del departamento, único con aire acondicionado, cocina italiana, cortinas de lino, jacuzzi en recamara principal, tapices en recamara principal y baño, estilo urbano moderno. El edificio cuenta con seguridad 24 hrs, alberca pequeña, área de cardio, lobby. Cerca Lomas del Valle, Monraz, Ladron de Guevara, Colinas San Javier, Andares, Puerta de Hierro.","Departamento
													
Precio Venta
																	
MN 4,850,000
146m² Superficie de terreno
146m² Superficie construída
1 recamara
1 Baño
1 Medio baño
2 Estacionamientos
Antigüedad: de 5 a 10 años","Departamento único de diseñador. Ideal para empresario moderno o pareja elite. Acabados de lujo, madera tropical en piso en general del departamento, único con aire acondicionado, cocina italiana, cortinas de lino, jacuzzi en recamara principal, tapices en recamara principal y baño, estilo urbano moderno. El edificio cuenta con seguridad 24 hrs, alberca pequeña, área de cardio, lobby. Cerca Lomas del Valle, Monraz, Ladron de Guevara, Colinas San Javier, Andares, Puerta de Hierro.","/propiedades/departamento-venta-providencia-51960354.html","totales","Estacionamiento de visitas","Elevador(es) (1)
Alberca 
Jacuzzi 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (7)
Número de departamentos (20)
Ubicación (Frente)","1
			
					recamara","146 m²
			totales","_","MN 4,850,000","Gimnasio 
Aire acondicionado 
Seguridad privada 
Gas","Departamento Venta Providencia","Jose Maria Vigil 3021, Providencia, Guadalajara","_"
"Inmuebles24Item","","","1
		
				Baño","Cuenta con un cajón de estacionamiento con porton eléctrico, ingreso, sala comedor muy amplia, con 2 recamaras y opción a una tercera, un baño. Departamento con vista panorámica de la ciudad. Cuenta con área social, mesas con sombrillas, asoleaderos, sillas y asador.","Departamento
													
Precio Venta
																	
MN 1,399,000
74m² Superficie de terreno
74m² Superficie construída
2 Recámaras
1 Baño
1 estacionamiento
Antigüedad: A estrenar","Cuenta con un cajón de estacionamiento con porton eléctrico, ingreso, sala comedor muy amplia, con 2 recamaras y opción a una tercera, un baño. Departamento con vista panorámica de la ciudad. Cuenta con área social, mesas con sombrillas, asoleaderos, sillas y asador.","/propiedades/impecable-departamento-en-venta-en-col.-sagrada-51610457.html","totales","","","2
			
					Recámaras","74 m²
			totales","_","MN 1,399,000","","Impecable Departamento en Venta en Col. Sagrada Familia","_","_"
"Inmuebles24Item","","","1
		
				Baño","Cuenta con un cajón de estacionamiento con porton eléctrico, tiene dos recamaras con opción a una tercera, un baño, sala comedor, cocina integral con cubierta de Kober. Departamento con vista panorámica de la ciudad. Cuenta con área social, mesas con sombrillas, asoleaderos, sillas y asador.","Departamento
													
Precio Venta
																	
MN 1,235,000
67m² Superficie de terreno
67m² Superficie construída
2 Recámaras
1 Baño
1 estacionamiento
Antigüedad: A estrenar","Cuenta con un cajón de estacionamiento con porton eléctrico, tiene dos recamaras con opción a una tercera, un baño, sala comedor, cocina integral con cubierta de Kober. Departamento con vista panorámica de la ciudad. Cuenta con área social, mesas con sombrillas, asoleaderos, sillas y asador.","/propiedades/departamento-tipo-loft-en-venta-en-col.-sagrada-51610463.html","totales","","","2
			
					Recámaras","67 m²
			totales","_","MN 1,235,000","","Departamento Tipo Loft en Venta en Col. Sagrada Familia","_","_"
"Inmuebles24Item","Estudio 
Sala de música y cine 
Salón de Fiestas 
Salón de usos múltiples 
Cuarto de TV","","2
		
				Baños","Gran complejo moderno con toque Urbano URBANIA Departamentos de 2 y 3 recamaras Centro comercial Bares, restaurantes, estéticas, boutiques, Amenidades que incluye a: Home theateer, bar, biblioteca, salón de juegos , terrazas tipo lounge , gym, spa, ludo teca, alberca, lobbys etc. Todo de lujo con un toque muy vanguardista, diseño y elegancia con toque urbano para estas nuevas generaciones. Favor de llamarnos si están interesados en recibir información o conocer el proyecto citas al : Con Berenice Montes de Oca NEXTEL :","Departamento
													
Precio Venta
																	
MN 2,800,000Precio Renta
																	
MN 16,000
99m² Superficie de terreno
99m² Superficie construída
2 Recámaras
2 Baños
2 Estacionamientos
Antigüedad: A estrenar","Gran complejo moderno con toque Urbano URBANIA Departamentos de 2 y 3 recamaras Centro comercial Bares, restaurantes, estéticas, boutiques, Amenidades que incluye a: Home theateer, bar, biblioteca, salón de juegos , terrazas tipo lounge , gym, spa, ludo teca, alberca, lobbys etc. Todo de lujo con un toque muy vanguardista, diseño y elegancia con toque urbano para estas nuevas generaciones. Favor de llamarnos si están interesados en recibir información o conocer el proyecto citas al : Con Berenice Montes de Oca NEXTEL : Ver datos","/propiedades/venta-de-departamentos-por-la-minerva-gran-plaza-y-51942695.html","totales","Asador 
Estacionamiento de visitas","Elevador(es) (1)
Chimenea 
Alberca 
Jacuzzi 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque 
Mascotas 
Cocina integral 
Acceso discapacitados 
Acceso tercera edad","2
			
					Recámaras","99 m²
			totales","_","MN 2,800,000","Gimnasio 
Línea telefónica 
Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Área de Juegos Infantiles 
Gas 
Calefacción","Venta de Departamentos por La Minerva, Gran Plaza y Plaza Galerias","_","_"
"Inmuebles24Item","Sala de música y cine 
Salón de Fiestas 
Salón de usos múltiples","","3
		
				Baños","UNICO EN PISO 8!! EXCELENTE VISTA, 3 RECAMARAS, 3 1/2 BAÑOS. COCINA EQUIPADA CON ESTUFA, CAMPANA DE ISLA, LAVAVAJILLAS, MEZCLADORA Y TARJA DE ACERO INOXIDABLE, TRITURADOR Y CUBIERTAS DE CUARZO. MÁRMOL DE CARRARA Y VIDRIOS TEMPLADOS EN BAÑOS. AIRE ACONDICIONADO EN CADA HABITACIÓN Y SALA COMEDOR. AMENIDADES DE PRIMER NIVEL COMO: * ALBERCA CON VISTA PANORÁMICA DE LA CIUDAD * TERRAZAS * SALAS DE NEGOCIOS * GIMNASIO * SPA, VAPOR, SAUNA Y JACUZZI * SALÓN DE HOME THEATER * BIBLIOTECA * LOBBY * VIGILANCIA CON CIRCUITO CERRADO LAS 24 HRS. A ESTRENAR! LISTO PARA ESCRITURAR. INFORMES : NEXTEL","Departamento
													
Precio Venta
																	
MN 4,400,000
199m² Superficie de terreno
199m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: A estrenar","UNICO EN PISO 8!! EXCELENTE VISTA, 3 RECAMARAS, 3 1/2 BAÑOS. COCINA EQUIPADA CON ESTUFA, CAMPANA DE ISLA, LAVAVAJILLAS, MEZCLADORA Y TARJA DE ACERO INOXIDABLE, TRITURADOR Y CUBIERTAS DE CUARZO. MÁRMOL DE CARRARA Y VIDRIOS TEMPLADOS EN BAÑOS. AIRE ACONDICIONADO EN CADA HABITACIÓN Y SALA COMEDOR. AMENIDADES DE PRIMER NIVEL COMO: * ALBERCA CON VISTA PANORÁMICA DE LA CIUDAD * TERRAZAS * SALAS DE NEGOCIOS * GIMNASIO * SPA, VAPOR, SAUNA Y JACUZZI * SALÓN DE HOME THEATER * BIBLIOTECA * LOBBY * VIGILANCIA CON CIRCUITO CERRADO LAS 24 HRS. A ESTRENAR! LISTO PARA ESCRITURAR. INFORMES : NEXTEL Ver datos","/propiedades/departamento-en-central-park-de-lujo-51971430.html","totales","Estacionamiento de visitas","Elevador(es) (2)
Alberca 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Frente a parque 
Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (8)","3
			
					Recámaras","199 m²
			totales","_","MN 4,400,000","Gimnasio 
Aire acondicionado 
Seguridad privada 
Cisterna 
Calentador de agua 
Gas 
Calefacción","Departamento en Central Park de Lujo","Prol san Jorge, Fraccionamiento Vallarta San Jorge, Guadalajara","_"
"Inmuebles24Item","","","3
		
				Baños","Departamentos en venta en Providencia. Rubén Darío esquina Bogotá. Frente a parque. Nuevos. Finos terminados. Piso de mármol. Madera fina. Iluminados. Cocina integral abierta. 3 habitaciones cada una con baño completo. Sala comedor amplios. Terraza. Área de lavado. Edificio con elevador. Cuots de mantenimiento 2,500.00","Departamento
													
Precio Venta
																	
MN 5,400,000
Mantenimiento
MN 2,500
195m² Superficie de terreno
195m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: de 5 a 10 años","Departamentos en venta en Providencia. Rubén Darío esquina Bogotá. Frente a parque. Nuevos. Finos terminados. Piso de mármol. Madera fina. Iluminados. Cocina integral abierta. 3 habitaciones cada una con baño completo. Sala comedor amplios. Terraza. Área de lavado. Edificio con elevador. Cuots de mantenimiento 2,500.00","/propiedades/departamento-en-venta-en-col-providencia-50533262.html","totales","","Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (3)","3
			
					Recámaras","195 m²
			totales","_","MN 5,400,000","Línea telefónica 
Calentador de agua 
Gas","Departamento en Venta en Col Providencia","RUBEN DARIO, Providencia, Guadalajara","_"
"Inmuebles24Item","Salón de usos múltiples","","3
		
				Baños","Departamento en venta en Torre Q Parra en Col Providencia. Vista panorámica cuenta con Cocina integral con cubierta de granito. 3 habitaciones. 3.5 baños. Cuarto de servicio con baño. 2 cajones de estacionamiento. Acceso al departamento desde el elevador. Torre con alberca, gimnasio, terraza, áreas verdes, lobby, bar y vigilancia.","Departamento
													
Precio Venta
																	
MN 5,490,000
235m² Superficie de terreno
210m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: de 5 a 10 años","Departamento en venta en Torre Q Parra en Col Providencia. Vista panorámica cuenta con Cocina integral con cubierta de granito. 3 habitaciones. 3.5 baños. Cuarto de servicio con baño. 2 cajones de estacionamiento. Acceso al departamento desde el elevador. Torre con alberca, gimnasio, terraza, áreas verdes, lobby, bar y vigilancia.","/propiedades/departamento-en-venta-en-col-providencia-en-av-eulogio-51890645.html","construidos","","Elevador(es) (1)
Alberca 
Cuartos de servicio 
Centros Comerciales Cercanos 
Escuelas Cercanas 
Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (15)","3
			
					Recámaras","_","_","MN 5,490,000","Gimnasio 
Calentador de agua 
Gas","Departamento en Venta en Col Providencia en Av Eulogio Parra en Guadalajara","EULOGIO PARRA 2784, Providencia, Guadalajara","_"
"Inmuebles24Item","","","1
		
				Baño","Sala comedor, cocina tipo cocineta, un baño, una recamara, no cuenta con cajón de estacionamiento. Departamento con vista panorámica de la ciudad. Cuenta con área social, mesas con sombrillas, asoleaderos, sillas y asador.","Departamento
													
Precio Venta
																	
MN 685,000
38m² Superficie de terreno
38m² Superficie construída
1 recamara
1 Baño
Antigüedad: A estrenar","Sala comedor, cocina tipo cocineta, un baño, una recamara, no cuenta con cajón de estacionamiento. Departamento con vista panorámica de la ciudad. Cuenta con área social, mesas con sombrillas, asoleaderos, sillas y asador.","/propiedades/impecable-departamento-en-venta-en-loft-de-los-51610453.html","totales","","","1
			
					recamara","38 m²
			totales","_","MN 685,000","","Impecable Departamento en Venta en Loft de Los Artistas","_","_"
"Inmuebles24Item","","","1
		
				Baño","Tipo Loft (Espacios abiertos) y cuenta con local. Departamento con vista panorámica de la ciudad. Cuenta con área social, mesas con sombrillas, asoleaderos, sillas y asador.","Departamento
													
Precio Venta
																	
MN 1,099,000
58m² Superficie de terreno
58m² Superficie construída
1 recamara
1 Baño
Antigüedad: A estrenar","Tipo Loft (Espacios abiertos) y cuenta con local. Departamento con vista panorámica de la ciudad. Cuenta con área social, mesas con sombrillas, asoleaderos, sillas y asador.","/propiedades/hermoso-departamento-en-venta-en-loft-de-los-artistas.-51610443.html","totales","","","1
			
					recamara","58 m²
			totales","_","MN 1,099,000","","Hermoso Departamento en Venta en Loft de Los Artistas.","_","_"
"Inmuebles24Item","","","1
		
				Baño","Un cajón de estacionamiento, con porton electrico, dos recamaras con opción a la tercera, un baño, cocina integral con cubierta de Kober. Departamento con vista panorámica de la ciudad. Cuenta con área social, mesas con sombrillas, asoleaderos, sillas y asador.","Departamento
													
Precio Venta
																	
MN 1,099,000
60m² Superficie de terreno
60m² Superficie construída
2 Recámaras
1 Baño
1 estacionamiento
Antigüedad: A estrenar","Un cajón de estacionamiento, con porton electrico, dos recamaras con opción a la tercera, un baño, cocina integral con cubierta de Kober. Departamento con vista panorámica de la ciudad. Cuenta con área social, mesas con sombrillas, asoleaderos, sillas y asador.","/propiedades/nuevo-departamento-en-venta-en-col.-sagrada-familia-51610469.html","totales","","","2
			
					Recámaras","60 m²
			totales","_","MN 1,099,000","","Nuevo Departamento en Venta en Col. Sagrada Familia","_","_"
"Inmuebles24Item","Salón de Fiestas","","3
		
				Baños","Departamento de lujo,en la mejor zona de providencia, cuenta con 192.30 metros, 3 recámaras(principal con vestidor, 3.5 baños,cocina,sala-comedor área de lavado *ingreso privado por el elevador *la torre cuenta con 3 elevadores *estacionamiento techado individual para 2 automóviles *cercano a centros comerciales, farmacia, iglesia y varios parques de la zona.","Departamento
													
Precio Venta
																	
MN 4,950,000
192m² Superficie de terreno
192m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: 2 años","Departamento de lujo,en la mejor zona de providencia, cuenta con 192.30 metros, 3 recámaras(principal con vestidor, 3.5 baños,cocina,sala-comedor área de lavado *ingreso privado por el elevador *la torre cuenta con 3 elevadores *estacionamiento techado individual para 2 automóviles *cercano a centros comerciales, farmacia, iglesia y varios parques de la zona.","/propiedades/departamento-de-lujo-en-vigil-vertical-52006692.html","totales","","Elevador(es) (1)
Cuartos de servicio 
Cocina integral 
Estado de conservación (Excelente)
Piso en el que se encuentra (8)","3
			
					Recámaras","192 m²
			totales","_","MN 4,950,000","Línea telefónica 
Aire acondicionado","Departamento de Lujo en Vigil Vertical","Jóse María Vigil # 2940, Fraccionamiento Lomas de Providencia, Guadalajara","_"
"Inmuebles24Item","","","3
		
				Baños","Departamento de 3 recamaras, 181 mts2 de superficie, 3 y ½ baños mas cuarto de servicio con baño completo, sala – comer, cocina integral, materiales y acabados de lujo, solo muros solidos en todo el desarrollo, cero tabla roca, altura de 3 mts en todos los departamentos. Desarrollo con 10,126 mts2 y 8,184 mts2 de espacios abiertos y barranca, 3 albercas, gimnasio de lujo y pista para correr de 800 mts rodeada de arboles y áreas verdes, sala de juntas y mas amenidades. Nada igual en ubicación privilegiada.","Departamento
													
Precio Venta
																	
MN 6,516,000
181m² Superficie de terreno
181m² Superficie construída
3 Recámaras
3 Baños
1 Medio baño
2 Estacionamientos
Antigüedad: A estrenar","Departamento de 3 recamaras, 181 mts2 de superficie, 3 y ½ baños mas cuarto de servicio con baño completo, sala – comer, cocina integral, materiales y acabados de lujo, solo muros solidos en todo el desarrollo, cero tabla roca, altura de 3 mts en todos los departamentos. Desarrollo con 10,126 mts2 y 8,184 mts2 de espacios abiertos y barranca, 3 albercas, gimnasio de lujo y pista para correr de 800 mts rodeada de arboles y áreas verdes, sala de juntas y mas amenidades. Nada igual en ubicación privilegiada.","/propiedades/departamento-en-rinconada-margaritas.-51854944.html","totales","","","3
			
					Recámaras","181 m²
			totales","_","MN 6,516,000","","Departamento en Rinconada Margaritas.","_","_"
"Inmuebles24Item","Bodega(s) (1)","","1
		
				Baño","Departamento en Venta, Faro 2780, col. Bosques de la Victoria, Zapopan, Jal. Excelente oportunidad, departamento en 1er piso con 105.6 mts de superficie y amplios espacios. 3 amplias recamaras con closet cada una, cocina integral equipada, amplia sala, comedor y terraza al jardín interior, cochera para 2 autos, 15 años de antigüedad. Zona Expo Guadalajara. $2,200,000.","Departamento
													
Precio Venta
																	
MN 2,200,000
105m² Superficie de terreno
105m² Superficie construída
3 Recámaras
1 Baño
2 Estacionamientos
Antigüedad: de 10 a 20 años","Departamento en Venta, Faro 2780, col. Bosques de la Victoria, Zapopan, Jal. Excelente oportunidad, departamento en 1er piso con 105.6 mts de superficie y amplios espacios. 3 amplias recamaras con closet cada una, cocina integral equipada, amplia sala, comedor y terraza al jardín interior, cochera para 2 autos, 15 años de antigüedad. Zona Expo Guadalajara. $2,200,000.","/propiedades/departamento-en-venta-bosques-de-la-victoria-52117626.html","totales","","Centros Comerciales Cercanos 
Escuelas Cercanas 
Fumadores 
Mascotas 
Cocina integral 
Estado de conservación (Bueno)
Piso en el que se encuentra (1)
Número de departamentos (6)
Ubicación (Interior)","3
			
					Recámaras","105 m²
			totales","_","MN 2,200,000","Línea telefónica 
Cisterna 
Calentador de agua 
Gas","Departamento en Venta, Bosques de La Victoria, Guadalajara.","Faro 2780,, Bosques de La Victoria, Guadalajara","_"
